,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.251323,0.22,0.251938,0.27,0.26,,
Normalized EBITDA,404000000.0,280000000.0,282000000.0,273000000.0,392000000.0,,
Total Unusual Items,,,,,,,-9000000.0
Total Unusual Items Excluding Goodwill,,,,,,,-9000000.0
Net Income From Continuing Operation Net Minority Interest,270000000.0,186000000.0,182000000.0,167000000.0,258000000.0,,
Reconciled Cost Of Revenue,1278000000.0,1157000000.0,1192000000.0,1258000000.0,1306000000.0,,
EBITDA,404000000.0,280000000.0,282000000.0,273000000.0,392000000.0,,
EBIT,404000000.0,280000000.0,282000000.0,273000000.0,392000000.0,,
Net Interest Income,-26000000.0,-26000000.0,-24000000.0,-25000000.0,-26000000.0,,
Interest Expense,26000000.0,26000000.0,24000000.0,25000000.0,26000000.0,,
Interest Income,,,,,,,4000000.0
Normalized Income,270000000.0,186000000.0,182000000.0,167000000.0,258000000.0,,
Net Income From Continuing And Discontinued Operation,270000000.0,186000000.0,182000000.0,167000000.0,258000000.0,,
Total Expenses,1639000000.0,1515000000.0,1537000000.0,1626000000.0,1694000000.0,,
Total Operating Income As Reported,412000000.0,286000000.0,290000000.0,357000000.0,397000000.0,,
Diluted Average Shares,,213000000.0,215000000.0,218000000.0,220000000.0,221000000.0,
Basic Average Shares,,210942022.0,212500000.0,215748893.0,219000000.0,221000000.0,
Diluted EPS,,0.87,0.85,0.77,1.17,0.97,
Basic EPS,,0.881759,0.856471,0.774048,1.18,0.97,
Diluted NI Availto Com Stockholders,270000000.0,186000000.0,182000000.0,167000000.0,258000000.0,,
Net Income Common Stockholders,270000000.0,186000000.0,182000000.0,167000000.0,258000000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,270000000.0,186000000.0,182000000.0,167000000.0,258000000.0,,
Minority Interests,-13000000.0,-12000000.0,-11000000.0,-13000000.0,-14000000.0,,
Net Income Including Noncontrolling Interests,283000000.0,198000000.0,193000000.0,180000000.0,272000000.0,,
Net Income Continuous Operations,283000000.0,198000000.0,193000000.0,180000000.0,272000000.0,,
Tax Provision,95000000.0,56000000.0,65000000.0,68000000.0,94000000.0,,
Pretax Income,378000000.0,254000000.0,258000000.0,248000000.0,366000000.0,,
Other Income Expense,-7000000.0,-7000000.0,-8000000.0,-85000000.0,-5000000.0,,
Other Non Operating Income Expenses,-7000000.0,-7000000.0,80000000.0,-85000000.0,-5000000.0,,
Special Income Charges,,,,,,,-15000000.0
Gain On Sale Of Business,,,,,,,0.0
Restructuring And Mergern Acquisition,,,,,,,0.0
Earnings From Equity Interest,,,,,,,0.0
Net Non Operating Interest Income Expense,-26000000.0,-26000000.0,-24000000.0,-25000000.0,-26000000.0,,
Interest Expense Non Operating,26000000.0,26000000.0,24000000.0,25000000.0,26000000.0,,
Interest Income Non Operating,,,,,,,4000000.0
Operating Income,411000000.0,286000000.0,291000000.0,357000000.0,397000000.0,,
Operating Expense,361000000.0,358000000.0,345000000.0,368000000.0,388000000.0,,
Selling General And Administration,361000000.0,358000000.0,345000000.0,368000000.0,388000000.0,,
General And Administrative Expense,361000000.0,,,,388000000.0,,391000000.0
Other Gand A,361000000.0,,,,388000000.0,,392000000.0
Salaries And Wages,,,,,,,-1000000.0
Gross Profit,772000000.0,644000000.0,636000000.0,725000000.0,785000000.0,,
Cost Of Revenue,1278000000.0,1157000000.0,1192000000.0,1258000000.0,1306000000.0,,
Total Revenue,2051000000.0,1801000000.0,1828000000.0,1983000000.0,2091000000.0,,
Operating Revenue,2051000000.0,1801000000.0,1828000000.0,1983000000.0,2091000000.0,,
