,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-270833.333333,-580800.0,-389300.0,-4074000.0,-729588.607595,,
Tax Rate For Calcs,0.270833,0.242,0.229,0.21,0.251582,,
Normalized EBITDA,89500000.0,86300000.0,63300000.0,66700000.0,87500000.0,,
Total Unusual Items,-1000000.0,-2400000.0,-1700000.0,-19400000.0,-2900000.0,,
Total Unusual Items Excluding Goodwill,-1000000.0,-2400000.0,-1700000.0,-19400000.0,-2900000.0,,
Net Income From Continuing Operation Net Minority Interest,52500000.0,51300000.0,35300000.0,10000000.0,47300000.0,,
Reconciled Depreciation,11700000.0,11300000.0,11100000.0,17000000.0,16300000.0,,
Reconciled Cost Of Revenue,234600000.0,236300000.0,201300000.0,237300000.0,225300000.0,,
EBITDA,88500000.0,83900000.0,61600000.0,47300000.0,84600000.0,,
EBIT,76800000.0,72600000.0,50500000.0,30300000.0,68300000.0,,
Net Interest Income,-1700000.0,-2300000.0,-1600000.0,-3000000.0,-2800000.0,,
Interest Expense,4800000.0,4900000.0,4700000.0,5900000.0,5100000.0,,
Interest Income,3100000.0,2800000.0,3400000.0,3200000.0,2300000.0,,
Normalized Income,53229166.666667,53119200.0,36610700.0,25326000.0,49470411.392405,,
Net Income From Continuing And Discontinued Operation,52500000.0,51300000.0,35300000.0,10000000.0,47300000.0,,
Total Expenses,305600000.0,292000000.0,255200000.0,300400000.0,286800000.0,,
Total Operating Income As Reported,73700000.0,69900000.0,47400000.0,28400000.0,67000000.0,,
Diluted Average Shares,157400000.0,157500000.0,157500000.0,157500000.0,156700000.0,,
Basic Average Shares,156500000.0,156600000.0,156300000.0,156000000.0,155700000.0,,
Diluted EPS,0.33,0.33,0.22,0.06,0.3,,
Basic EPS,0.34,0.33,0.23,0.06,0.3,,
Diluted NI Availto Com Stockholders,52500000.0,51300000.0,35300000.0,10000000.0,47300000.0,,
Net Income Common Stockholders,52500000.0,51300000.0,35300000.0,10000000.0,47300000.0,,
Net Income,52500000.0,51300000.0,35300000.0,10000000.0,47300000.0,,
Net Income Including Noncontrolling Interests,52500000.0,51300000.0,35300000.0,10000000.0,47300000.0,,
Net Income Continuous Operations,52500000.0,51300000.0,35300000.0,10000000.0,47300000.0,,
Tax Provision,19500000.0,16400000.0,10500000.0,14400000.0,15900000.0,,
Pretax Income,72000000.0,67700000.0,45800000.0,24400000.0,63200000.0,,
Other Income Expense,-1000000.0,-2300000.0,-1700000.0,-20400000.0,-3900000.0,,
Other Non Operating Income Expenses,,100000.0,,-1000000.0,-1000000.0,-1000000.0,-2600000.0
Special Income Charges,-1000000.0,-2400000.0,-1700000.0,-19400000.0,-2900000.0,,
Restructuring And Mergern Acquisition,1000000.0,2400000.0,1700000.0,3100000.0,2900000.0,,
Net Non Operating Interest Income Expense,-1700000.0,-2300000.0,-1600000.0,-3000000.0,-2800000.0,,
Total Other Finance Cost,,200000.0,300000.0,300000.0,,200000.0,300000.0
Interest Expense Non Operating,4800000.0,4900000.0,4700000.0,5900000.0,5100000.0,,
Interest Income Non Operating,3100000.0,2800000.0,3400000.0,3200000.0,2300000.0,,
Operating Income,74700000.0,72300000.0,49100000.0,47800000.0,69900000.0,,
Operating Expense,71000000.0,55700000.0,53900000.0,63100000.0,61500000.0,,
Selling General And Administration,71000000.0,55700000.0,53900000.0,63100000.0,61500000.0,,
General And Administrative Expense,71000000.0,,53900000.0,,61500000.0,64700000.0,56900000.0
Other Gand A,71000000.0,,53900000.0,,61500000.0,63700000.0,56900000.0
Salaries And Wages,,,,,1000000.0,1000000.0,1000000.0
Gross Profit,145700000.0,128000000.0,103000000.0,110900000.0,131400000.0,,
Cost Of Revenue,234600000.0,236300000.0,201300000.0,237300000.0,225300000.0,,
Total Revenue,380300000.0,364300000.0,304300000.0,348200000.0,356700000.0,,
Operating Revenue,380300000.0,364300000.0,304300000.0,348200000.0,356700000.0,,
