,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,3006489.657593,-249708.424085,-32998.469733,-1337308.924089,-1017001.641386
Tax Rate For Calcs,0.23662,0.227008,0.226017,0.224833,0.219276
Normalized EBITDA,52801000.0,85162000.0,170907000.0,105511000.0,112961000.0
Total Unusual Items,12706000.0,-1100000.0,-146000.0,-5948000.0,-4638000.0
Total Unusual Items Excluding Goodwill,12706000.0,-1100000.0,-146000.0,-5948000.0,-4638000.0
Net Income From Continuing Operation Net Minority Interest,56580000.0,54903000.0,129253000.0,70651000.0,80943000.0
Reconciled Depreciation,7630000.0,7287000.0,4997000.0,3846000.0,4339000.0
Reconciled Cost Of Revenue,957929000.0,796402000.0,1278182000.0,809266000.0,852837000.0
EBITDA,65507000.0,84062000.0,170761000.0,99563000.0,108323000.0
EBIT,57877000.0,76775000.0,165764000.0,95717000.0,103984000.0
Normalized Income,46880489.657593,55753291.575915,129366001.530267,75261691.075911,84563998.358614
Net Income From Continuing And Discontinued Operation,56580000.0,54903000.0,129253000.0,70651000.0,80943000.0
Total Expenses,1092628000.0,913096000.0,1394988000.0,911152000.0,951763000.0
Diluted Average Shares,101913888.0,101360214.0,100391557.0,100736148.0,100125681.0
Basic Average Shares,93444326.0,93550316.0,93455979.0,93527205.0,93722953.0
Diluted EPS,0.56,0.54,1.29,0.7,0.81
Basic EPS,0.57,0.55,1.35,0.72,0.83
Diluted NI Availto Com Stockholders,53205000.0,51528000.0,125878000.0,67276000.0,77568000.0
Net Income Common Stockholders,53205000.0,51528000.0,125878000.0,67276000.0,77568000.0
Preferred Stock Dividends,3375000.0,3375000.0,3375000.0,3375000.0,3375000.0
Net Income,56580000.0,54903000.0,129253000.0,70651000.0,80943000.0
Minority Interests,41000.0,-107000.0,-1239000.0,-993000.0,-1820000.0
Net Income Including Noncontrolling Interests,56539000.0,55010000.0,130492000.0,71644000.0,82763000.0
Net Income Continuous Operations,56539000.0,55010000.0,130492000.0,71644000.0,82763000.0
Tax Provision,17525000.0,16155000.0,38106000.0,20780000.0,23245000.0
Pretax Income,74064000.0,71165000.0,168598000.0,92424000.0,106008000.0
Other Income Expense,16187000.0,-5610000.0,2834000.0,-3293000.0,2024000.0
Other Non Operating Income Expenses,3464000.0,-4690000.0,2714000.0,2556000.0,1363000.0
Special Income Charges,12706000.0,-1100000.0,-146000.0,-5948000.0,-4638000.0
Restructuring And Mergern Acquisition,-12706000.0,1100000.0,146000.0,5948000.0,4638000.0
Earnings From Equity Interest,17000.0,180000.0,266000.0,99000.0,5299000.0
Operating Income,57877000.0,76775000.0,165764000.0,95717000.0,103984000.0
Operating Expense,134699000.0,116694000.0,116806000.0,101886000.0,98926000.0
Selling General And Administration,134699000.0,116694000.0,116806000.0,101886000.0,98926000.0
Gross Profit,192576000.0,193469000.0,282570000.0,197603000.0,202910000.0
Cost Of Revenue,957929000.0,796402000.0,1278182000.0,809266000.0,852837000.0
Total Revenue,1150505000.0,989871000.0,1560752000.0,1006869000.0,1055747000.0
Operating Revenue,1150505000.0,989871000.0,1507023000.0,1006869000.0,1052236000.0
