,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.005466,0.004641,0.21,0.004435,0.001386,,
Normalized EBITDA,113627000.0,108033000.0,98133000.0,92651000.0,102420000.0,,
Total Unusual Items,,,,,,-567000.0,-14386000.0
Total Unusual Items Excluding Goodwill,,,,,,-567000.0,-14386000.0
Net Income From Continuing Operation Net Minority Interest,44574000.0,39034000.0,35305000.0,33674000.0,41058000.0,,
Reconciled Depreciation,27097000.0,27716000.0,24469000.0,21805000.0,26009000.0,,
Reconciled Cost Of Revenue,183983000.0,197398000.0,162067000.0,166460000.0,191721000.0,,
EBITDA,113627000.0,108033000.0,98133000.0,92651000.0,102420000.0,,
EBIT,86530000.0,80317000.0,73664000.0,70846000.0,76411000.0,,
Net Interest Income,-18173000.0,-18554000.0,-14119000.0,-13552000.0,-35268000.0,,
Interest Expense,41711000.0,41101000.0,38413000.0,37022000.0,35296000.0,,
Interest Income,23538000.0,22547000.0,24294000.0,23470000.0,28000.0,,
Normalized Income,44574000.0,39034000.0,35305000.0,33674000.0,41058000.0,,
Net Income From Continuing And Discontinued Operation,44574000.0,39034000.0,35305000.0,33674000.0,41058000.0,,
Total Expenses,193914000.0,202331000.0,171848000.0,182262000.0,196167000.0,,
Total Operating Income As Reported,52436000.0,47599000.0,38015000.0,31808000.0,68461000.0,,
Diluted Average Shares,53473271.0,53633836.0,51068930.0,47135101.0,47232507.0,,
Basic Average Shares,53445803.0,53604659.0,51038367.0,47109008.0,47219184.0,,
Diluted EPS,0.83,0.73,0.68,0.71,0.87,,
Basic EPS,0.83,0.73,0.68,0.71,0.87,,
Diluted NI Availto Com Stockholders,44574000.0,39034000.0,34537000.0,33674000.0,41058000.0,,
Net Income Common Stockholders,44574000.0,39034000.0,34537000.0,33674000.0,41058000.0,,
Net Income,44574000.0,39034000.0,35305000.0,33674000.0,41058000.0,,
Net Income Including Noncontrolling Interests,44574000.0,39034000.0,35305000.0,33674000.0,41058000.0,,
Net Income Continuous Operations,44574000.0,39034000.0,35305000.0,33674000.0,41058000.0,,
Tax Provision,245000.0,182000.0,-54000.0,150000.0,57000.0,,
Pretax Income,44819000.0,39216000.0,35251000.0,33824000.0,41115000.0,,
Other Income Expense,10556000.0,10171000.0,11355000.0,15568000.0,7922000.0,,
Other Non Operating Income Expenses,20000.0,21000.0,28000.0,-34000.0,40000.0,,
Special Income Charges,,,,,,-567000.0,-14386000.0
Gain On Sale Of Ppe,,,,,,-567000.0,462000.0
Earnings From Equity Interest,10536000.0,10150000.0,11327000.0,15602000.0,7882000.0,,
Net Non Operating Interest Income Expense,-18173000.0,-18554000.0,-14119000.0,-13552000.0,-35268000.0,,
Interest Expense Non Operating,41711000.0,41101000.0,38413000.0,37022000.0,35296000.0,,
Interest Income Non Operating,23538000.0,22547000.0,24294000.0,23470000.0,28000.0,,
Operating Income,52436000.0,47599000.0,38015000.0,31808000.0,68461000.0,,
Operating Expense,9931000.0,4933000.0,9781000.0,15802000.0,4446000.0,,
Other Operating Expenses,987000.0,-3931000.0,461000.0,57000.0,-1570000.0,,
Depreciation Amortization Depletion Income Statement,,1218000.0,1216000.0,1235000.0,1461000.0,1328000.0,
Depreciation And Amortization In Income Statement,,1218000.0,1216000.0,1235000.0,1461000.0,1328000.0,
Selling General And Administration,8944000.0,8864000.0,9320000.0,15745000.0,6016000.0,,
General And Administrative Expense,8944000.0,8864000.0,9320000.0,15745000.0,6016000.0,,
Other Gand A,8944000.0,8864000.0,9320000.0,15745000.0,6016000.0,,
Gross Profit,62367000.0,52532000.0,47796000.0,47610000.0,72907000.0,,
Cost Of Revenue,183983000.0,197398000.0,162067000.0,166460000.0,191721000.0,,
Total Revenue,246350000.0,249930000.0,209863000.0,214070000.0,264628000.0,,
Operating Revenue,246350000.0,249930000.0,209863000.0,214070000.0,264628000.0,,
