,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,11633531.243395,9522069.307166,19084558.823973,8287952.275179,11534280.041234
Tax Rate For Calcs,0.226752,0.216322,0.278643,0.250195,0.393998
Normalized EBITDA,1513760000.0,1370802000.0,1250799000.0,1738012000.0,951748000.0
Total Unusual Items,51305000.0,44018000.0,68491000.0,33126000.0,29275000.0
Total Unusual Items Excluding Goodwill,51305000.0,44018000.0,68491000.0,33126000.0,29275000.0
Net Income From Continuing Operation Net Minority Interest,471954000.0,362422000.0,287162000.0,645754000.0,51732000.0
Reconciled Depreciation,632638000.0,622566000.0,622304000.0,614766000.0,606080000.0
Reconciled Cost Of Revenue,1656400000.0,1286353000.0,1375146000.0,1503936000.0,1362590000.0
EBITDA,1565065000.0,1414820000.0,1319290000.0,1771138000.0,981023000.0
EBIT,932427000.0,792254000.0,696986000.0,1156372000.0,374943000.0
Net Interest Income,-234655000.0,-296385000.0,-285635000.0,-230827000.0,-218990000.0
Interest Expense,322074000.0,329791000.0,298900000.0,295143000.0,289577000.0
Interest Income,87419000.0,33406000.0,13265000.0,64316000.0,70587000.0
Normalized Income,432282531.243395,327926069.307166,237755558.823973,620915952.275179,33991280.041234
Net Income From Continuing And Discontinued Operation,471954000.0,362422000.0,287162000.0,645754000.0,51732000.0
Total Expenses,2491424000.0,2146770000.0,2097331000.0,2263238000.0,2335990000.0
Total Operating Income As Reported,837425000.0,700104000.0,669615000.0,1125862000.0,617630000.0
Diluted Average Shares,445700889.0,440648342.0,437981911.0,431388418.0,428753442.0
Basic Average Shares,439182369.0,430347768.0,429285191.0,428024934.0,427234220.0
Diluted EPS,4.17,0.82,0.65,1.495,0.115
Basic EPS,4.18,0.84,0.67,1.505,0.115
Diluted NI Availto Com Stockholders,467930000.0,360760000.0,286447000.0,644940000.0,48922000.0
Net Income Common Stockholders,467930000.0,360760000.0,286447000.0,644940000.0,48922000.0
Preferred Stock Dividends,4024000.0,1662000.0,715000.0,814000.0,2810000.0
Net Income,471954000.0,362422000.0,287162000.0,645754000.0,51732000.0
Net Income Including Noncontrolling Interests,471954000.0,362422000.0,287162000.0,645754000.0,51732000.0
Net Income Continuous Operations,471954000.0,362422000.0,287162000.0,645754000.0,51732000.0
Tax Provision,138399000.0,100041000.0,110924000.0,215475000.0,33634000.0
Pretax Income,610353000.0,462463000.0,398086000.0,861229000.0,85366000.0
Other Income Expense,7583000.0,58744000.0,38747000.0,-33806000.0,-313274000.0
Other Non Operating Income Expenses,-43722000.0,14726000.0,-29744000.0,-66932000.0,-342549000.0
Special Income Charges,51305000.0,44018000.0,68491000.0,33126000.0,29275000.0
Other Special Charges,-51305000.0,-44018000.0,-43850000.0,-33126000.0,-29275000.0
Write Off,0.0,0.0,-24641000.0,0.0,0.0
Net Non Operating Interest Income Expense,-234655000.0,-296385000.0,-285635000.0,-230827000.0,-218990000.0
Interest Expense Non Operating,322074000.0,329791000.0,298900000.0,295143000.0,289577000.0
Interest Income Non Operating,87419000.0,33406000.0,13265000.0,64316000.0,70587000.0
Operating Income,837425000.0,700104000.0,644974000.0,1125862000.0,617630000.0
Operating Expense,724969000.0,750794000.0,609544000.0,643017000.0,872683000.0
Other Operating Expenses,612000.0,39086000.0,-80990000.0,-47591000.0,179800000.0
Other Taxes,201774000.0,198765000.0,180871000.0,192127000.0,187520000.0
Depreciation Amortization Depletion Income Statement,522583000.0,512943000.0,509663000.0,498481000.0,505363000.0
Depreciation And Amortization In Income Statement,522583000.0,512943000.0,509663000.0,498481000.0,505363000.0
Gross Profit,1562394000.0,1450898000.0,1254518000.0,1768879000.0,1490313000.0
Cost Of Revenue,1766455000.0,1395976000.0,1487787000.0,1620221000.0,1463307000.0
Total Revenue,3328849000.0,2846874000.0,2742305000.0,3389100000.0,2953620000.0
Operating Revenue,3315723000.0,2829597000.0,2668454000.0,3389100000.0,2941404000.0
