,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-202703.018868,-3902462.413896,-4389714.0,-2202894.0,-1650379.978773,,
Tax Rate For Calcs,0.005273,0.188579,0.343,0.313,0.109478,,
Normalized EBITDA,182676000.0,196002000.0,171259000.0,152189000.0,133746000.0,,
Total Unusual Items,-38443000.0,-20694000.0,-12798000.0,-7038000.0,-15075000.0,,
Total Unusual Items Excluding Goodwill,-38443000.0,-20694000.0,-12798000.0,-7038000.0,-15075000.0,,
Net Income From Continuing Operation Net Minority Interest,97533000.0,121920000.0,95302000.0,93549000.0,88940000.0,,
Reconciled Depreciation,15990000.0,15409000.0,9561000.0,7444000.0,8856000.0,,
Reconciled Cost Of Revenue,372289000.0,409850000.0,390173000.0,353599000.0,315869000.0,,
EBITDA,144233000.0,175308000.0,158461000.0,145151000.0,118671000.0,,
EBIT,128243000.0,159899000.0,148900000.0,137707000.0,109815000.0,,
Normalized Income,135773296.981132,138711537.586104,103710286.0,98384106.0,102364620.021227,,
Net Income From Continuing And Discontinued Operation,97533000.0,121920000.0,95302000.0,93549000.0,88940000.0,,
Total Expenses,477106000.0,506523000.0,485528000.0,437250000.0,403794000.0,,
Rent Expense Supplemental,18229000.0,21165000.0,22259000.0,15174000.0,19284000.0,,
Total Operating Income As Reported,89800000.0,139205000.0,136102000.0,130669000.0,94740000.0,,
Diluted Average Shares,68887970.0,,68760959.0,68422600.0,68501059.0,68492023.0,
Basic Average Shares,66244178.0,,65831122.0,65822690.0,65031216.0,64579004.0,
Diluted EPS,1.42,,1.39,1.37,1.3,1.18,
Basic EPS,1.47,,1.45,1.42,1.37,1.26,
Diluted NI Availto Com Stockholders,97533000.0,121920000.0,95302000.0,93549000.0,88940000.0,,
Net Income Common Stockholders,97533000.0,121920000.0,95302000.0,93549000.0,88940000.0,,
Net Income,97533000.0,121920000.0,95302000.0,93549000.0,88940000.0,,
Net Income Including Noncontrolling Interests,97533000.0,121920000.0,95302000.0,93549000.0,88940000.0,,
Net Income Continuous Operations,97533000.0,121920000.0,95302000.0,93549000.0,88940000.0,,
Tax Provision,517000.0,28335000.0,49816000.0,42539000.0,10934000.0,,
Pretax Income,98050000.0,150255000.0,145118000.0,136088000.0,99874000.0,,
Other Income Expense,-30193000.0,-9644000.0,-3782000.0,-1619000.0,-9941000.0,,
Other Non Operating Income Expenses,8250000.0,11050000.0,9016000.0,5419000.0,5134000.0,,
Special Income Charges,-38443000.0,-20694000.0,-12798000.0,-7038000.0,-15075000.0,,
Restructuring And Mergern Acquisition,38443000.0,20694000.0,12798000.0,7038000.0,15075000.0,,
Operating Income,128243000.0,159899000.0,148900000.0,137707000.0,109815000.0,,
Operating Expense,104817000.0,96673000.0,95355000.0,83651000.0,87925000.0,,
Other Operating Expenses,41114000.0,30284000.0,34846000.0,33601000.0,35119000.0,,
Depreciation Amortization Depletion Income Statement,15990000.0,15409000.0,9561000.0,7444000.0,8856000.0,,
Depreciation And Amortization In Income Statement,15990000.0,15409000.0,9561000.0,7444000.0,8856000.0,,
Amortization,9474000.0,,4066000.0,2067000.0,3541000.0,,1560000.0
Amortization Of Intangibles Income Statement,9474000.0,,4066000.0,2067000.0,3541000.0,,1560000.0
Depreciation Income Statement,6516000.0,,5495000.0,5377000.0,5315000.0,,5097000.0
Selling General And Administration,47713000.0,50980000.0,50948000.0,42606000.0,43950000.0,,
General And Administrative Expense,47713000.0,50980000.0,50948000.0,42606000.0,43950000.0,,
Other Gand A,29484000.0,29815000.0,28689000.0,27432000.0,24666000.0,,
Rent And Landing Fees,18229000.0,21165000.0,22259000.0,15174000.0,19284000.0,,
Gross Profit,233060000.0,256572000.0,244255000.0,221358000.0,197740000.0,,
Cost Of Revenue,372289000.0,409850000.0,390173000.0,353599000.0,315869000.0,,
Total Revenue,605349000.0,666422000.0,634428000.0,574957000.0,513609000.0,,
Operating Revenue,605349000.0,666422000.0,634428000.0,574957000.0,513609000.0,,
