,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-117810.0,-31097.181931,-20263110.0,-304080.0,1784131.69814,,
Tax Rate For Calcs,0.21,0.023829,0.21,0.21,0.02922,,
Normalized EBITDA,-1797000.0,-508000.0,44427000.0,-2230000.0,-4559000.0,,
Total Unusual Items,-561000.0,-1305000.0,-96491000.0,-1448000.0,61059000.0,,
Total Unusual Items Excluding Goodwill,-561000.0,-1305000.0,-96491000.0,-1448000.0,61059000.0,,
Net Income From Continuing Operation Net Minority Interest,-15710000.0,-14133000.0,-112128000.0,-28309000.0,41795000.0,,
Reconciled Depreciation,5758000.0,5818000.0,7522000.0,10912000.0,11396000.0,,
Reconciled Cost Of Revenue,18038000.0,18218000.0,11017000.0,14458000.0,16432000.0,,
EBITDA,-2358000.0,-1813000.0,-52064000.0,-3678000.0,56500000.0,,
EBIT,-8116000.0,-7631000.0,-59586000.0,-14590000.0,45104000.0,,
Net Interest Income,-6373000.0,-6021000.0,-4974000.0,-4147000.0,-837000.0,,
Interest Expense,7210000.0,6847000.0,,,2051000.0,91000.0,
Interest Income,1493000.0,1457000.0,,,1214000.0,2033000.0,
Normalized Income,-15266810.0,-12859097.181931,-35900110.0,-27165080.0,-17479868.30186,,
Net Income From Continuing And Discontinued Operation,-15710000.0,-14133000.0,-112128000.0,-28309000.0,41795000.0,,
Total Expenses,65472000.0,80339000.0,77709000.0,88834000.0,97650000.0,,
Total Operating Income As Reported,-6433000.0,-16944000.0,-100994000.0,-16038000.0,-29799000.0,,
Diluted Average Shares,94148335.0,95304938.0,88541522.0,89515111.0,94978234.0,,
Basic Average Shares,94148335.0,91570933.0,88541522.0,89515111.0,88708514.0,,
Diluted EPS,-0.17,-0.24,-1.27,-0.32,-0.33,,
Basic EPS,-0.17,-0.15,-1.27,-0.32,0.47,,
Diluted NI Availto Com Stockholders,-15710000.0,-14133000.0,-112128000.0,-28309000.0,-31288000.0,,
Average Dilution Earnings,0.0,,,,-73083000.0,,
Net Income Common Stockholders,-15710000.0,-14133000.0,-112128000.0,-28309000.0,41795000.0,,
Net Income,-15710000.0,-14133000.0,-112128000.0,-28309000.0,41795000.0,,
Net Income Including Noncontrolling Interests,-15710000.0,-14133000.0,-112128000.0,-28309000.0,41795000.0,,
Net Income Continuous Operations,-15710000.0,-14133000.0,-112128000.0,-28309000.0,41795000.0,,
Tax Provision,384000.0,-345000.0,606000.0,509000.0,1258000.0,,
Pretax Income,-15326000.0,-14478000.0,-111522000.0,-27800000.0,43053000.0,,
Other Income Expense,-3081000.0,7182000.0,-102045000.0,-9063000.0,61665000.0,,
Other Non Operating Income Expenses,-2520000.0,8487000.0,-5554000.0,-7615000.0,606000.0,,
Special Income Charges,-561000.0,-1305000.0,-96491000.0,-1448000.0,61059000.0,,
Gain On Sale Of Business,0.0,,0.0,0.0,-558000.0,0.0,
Other Special Charges,,,0.0,,-73083000.0,,
Impairment Of Capital Assets,0.0,0.0,93228000.0,0.0,8347000.0,,
Restructuring And Mergern Acquisition,561000.0,1305000.0,3263000.0,1448000.0,3119000.0,,
Net Non Operating Interest Income Expense,-6373000.0,-6021000.0,-4974000.0,-4147000.0,-837000.0,,
Total Other Finance Cost,656000.0,631000.0,-1546000.0,4147000.0,837000.0,,
Interest Expense Non Operating,7210000.0,6847000.0,,,2051000.0,91000.0,
Interest Income Non Operating,1493000.0,1457000.0,,,1214000.0,2033000.0,
Operating Income,-5872000.0,-15639000.0,-4503000.0,-14590000.0,-17775000.0,,
Operating Expense,47434000.0,62121000.0,59527000.0,64287000.0,81218000.0,,
Depreciation Amortization Depletion Income Statement,5758000.0,5818000.0,357000.0,823000.0,11396000.0,,
Depreciation And Amortization In Income Statement,5758000.0,5818000.0,357000.0,823000.0,11396000.0,,
Amortization,,,357000.0,823000.0,674000.0,891000.0,861000.0
Amortization Of Intangibles Income Statement,,,357000.0,823000.0,674000.0,891000.0,861000.0
Depreciation Income Statement,,,,,,,907000.0
Research And Development,13843000.0,16034000.0,22032000.0,22922000.0,19674000.0,,
Selling General And Administration,27833000.0,40269000.0,37138000.0,40542000.0,50148000.0,,
Selling And Marketing Expense,19888000.0,23485000.0,21027000.0,22845000.0,25733000.0,,
General And Administrative Expense,7945000.0,16784000.0,16111000.0,17697000.0,24415000.0,,
Other Gand A,7945000.0,16784000.0,16111000.0,17697000.0,24415000.0,,
Gross Profit,41562000.0,46482000.0,55024000.0,49697000.0,63443000.0,,
Cost Of Revenue,18038000.0,18218000.0,18182000.0,24547000.0,16432000.0,,
Total Revenue,59600000.0,64700000.0,73206000.0,74244000.0,79875000.0,,
Operating Revenue,59600000.0,64700000.0,73206000.0,74244000.0,79875000.0,,
