,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30
Tax Effect Of Unusual Items,-1085800.0,-1281000.0,-4447200.0,-836400.0,-693000.0
Tax Rate For Calcs,0.178,0.21,0.218,0.204,0.21
Normalized EBITDA,130500000.0,112000000.0,62700000.0,143500000.0,148900000.0
Total Unusual Items,-6100000.0,-6100000.0,-20400000.0,-4100000.0,-3300000.0
Total Unusual Items Excluding Goodwill,-6100000.0,-6100000.0,-20400000.0,-4100000.0,-3300000.0
Net Income From Continuing Operation Net Minority Interest,21700000.0,9300000.0,-32700000.0,40300000.0,41400000.0
Reconciled Depreciation,63200000.0,64000000.0,53900000.0,57500000.0,62800000.0
Reconciled Cost Of Revenue,82100000.0,77500000.0,67800000.0,81800000.0,87300000.0
EBITDA,124400000.0,105900000.0,42300000.0,139400000.0,145600000.0
EBIT,61200000.0,41900000.0,-11600000.0,81900000.0,82800000.0
Net Interest Income,-36800000.0,-35400000.0,-32900000.0,-33900000.0,-33100000.0
Interest Expense,34800000.0,33200000.0,30200000.0,31300000.0,30400000.0
Interest Income,400000.0,0.0,100000.0,200000.0,100000.0
Normalized Income,26714200.0,14119000.0,-16747200.0,43563600.0,44007000.0
Net Income From Continuing And Discontinued Operation,21700000.0,9300000.0,-32700000.0,40300000.0,41400000.0
Total Expenses,498400000.0,484300000.0,441500000.0,468500000.0,499300000.0
Total Operating Income As Reported,63200000.0,44100000.0,6300000.0,84500000.0,85500000.0
Diluted Average Shares,35190000.0,38180000.0,39110000.0,40780000.0,41640000.0
Basic Average Shares,34720000.0,37370000.0,39110000.0,39670000.0,40320000.0
Diluted EPS,0.62,0.24,-0.84,0.99,0.99
Basic EPS,0.63,0.25,-0.84,1.02,1.03
Diluted NI Availto Com Stockholders,21700000.0,9300000.0,-32700000.0,40300000.0,41400000.0
Net Income Common Stockholders,21700000.0,9300000.0,-32700000.0,40300000.0,41400000.0
Net Income,21700000.0,9300000.0,-32700000.0,40300000.0,41400000.0
Net Income Including Noncontrolling Interests,21700000.0,9300000.0,-32700000.0,40300000.0,41400000.0
Net Income Continuous Operations,21700000.0,9300000.0,-32700000.0,40300000.0,41400000.0
Tax Provision,4700000.0,-600000.0,-9100000.0,10300000.0,11000000.0
Pretax Income,26400000.0,8700000.0,-41800000.0,50600000.0,52400000.0
Other Income Expense,-6100000.0,-6100000.0,-20400000.0,-4100000.0,-3300000.0
Special Income Charges,-6100000.0,-6100000.0,-20400000.0,-4100000.0,-3300000.0
Other Special Charges,6100000.0,6100000.0,20400000.0,4100000.0,3300000.0
Net Non Operating Interest Income Expense,-36800000.0,-35400000.0,-32900000.0,-33900000.0,-33100000.0
Total Other Finance Cost,2400000.0,2200000.0,2800000.0,2800000.0,2800000.0
Interest Expense Non Operating,34800000.0,33200000.0,30200000.0,31300000.0,30400000.0
Interest Income Non Operating,400000.0,0.0,100000.0,200000.0,100000.0
Operating Income,69300000.0,50200000.0,11500000.0,88600000.0,88800000.0
Operating Expense,416300000.0,406800000.0,373700000.0,386700000.0,412000000.0
Other Operating Expenses,193700000.0,202600000.0,171700000.0,167600000.0,179600000.0
Depreciation Amortization Depletion Income Statement,63200000.0,64000000.0,53900000.0,57500000.0,62800000.0
Depreciation And Amortization In Income Statement,63200000.0,64000000.0,53900000.0,57500000.0,62800000.0
Selling General And Administration,159400000.0,140200000.0,148100000.0,161600000.0,169600000.0
General And Administrative Expense,159400000.0,140200000.0,148100000.0,161600000.0,169600000.0
Other Gand A,24400000.0,10400000.0,27200000.0,30400000.0,28000000.0
Salaries And Wages,135000000.0,129800000.0,120900000.0,131200000.0,141600000.0
Gross Profit,485600000.0,457000000.0,385200000.0,475300000.0,500800000.0
Cost Of Revenue,82100000.0,77500000.0,67800000.0,81800000.0,87300000.0
Total Revenue,567700000.0,534500000.0,453000000.0,557100000.0,588100000.0
Operating Revenue,567700000.0,534500000.0,453000000.0,557100000.0,588100000.0
