,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,18825288.614938,10071250.0,-382503.423252,6321750.0,-344344.001533,
Tax Rate For Calcs,0.396664,0.25,0.004093,0.25,0.035231,
Normalized EBITDA,37587000.0,19359000.0,47420000.0,40132000.0,23586000.0,
Total Unusual Items,47459000.0,40285000.0,-93458000.0,25287000.0,-9774000.0,
Total Unusual Items Excluding Goodwill,47459000.0,40285000.0,-93458000.0,25287000.0,-9774000.0,
Net Income From Continuing Operation Net Minority Interest,24885000.0,8168000.0,-91685000.0,175000.0,-29899000.0,
Reconciled Depreciation,23389000.0,24014000.0,24879000.0,26017000.0,25131000.0,
Reconciled Cost Of Revenue,170044000.0,164446000.0,164102000.0,158790000.0,163979000.0,
EBITDA,85046000.0,59644000.0,-46038000.0,65419000.0,13812000.0,
EBIT,61657000.0,35630000.0,-70917000.0,39402000.0,-11319000.0,
Net Interest Income,-21666000.0,-21375000.0,-21685000.0,-20658000.0,-19989000.0,
Interest Expense,21666000.0,21375000.0,21685000.0,20658000.0,19989000.0,
Normalized Income,-3748711.385062,-22045750.0,1390496.576748,-18790250.0,-20469344.001533,
Net Income From Continuing And Discontinued Operation,24885000.0,8168000.0,-91685000.0,175000.0,-29899000.0,
Total Expenses,317488000.0,288253000.0,284459000.0,321007000.0,306006000.0,
Total Operating Income As Reported,59721000.0,34894000.0,-70656000.0,37884000.0,-12942000.0,
Diluted Average Shares,194596000.0,196670000.0,194108544.0,195485000.0,196258000.0,
Basic Average Shares,194596000.0,194464000.0,194108544.0,194515000.0,196258000.0,
Diluted EPS,0.13,0.04,-0.47,0.0,-0.15,
Basic EPS,0.13,0.04,-0.47,0.0,-0.15,
Diluted NI Availto Com Stockholders,24885000.0,8168000.0,-91685000.0,175000.0,-29899000.0,
Net Income Common Stockholders,24885000.0,8168000.0,-91685000.0,175000.0,-29899000.0,
Net Income,24885000.0,8168000.0,-91685000.0,175000.0,-29899000.0,
Minority Interests,757000.0,655000.0,538000.0,-543000.0,306000.0,
Net Income Including Noncontrolling Interests,24128000.0,7513000.0,-92223000.0,718000.0,-30205000.0,
Net Income Continuous Operations,24128000.0,7513000.0,-92223000.0,718000.0,-30205000.0,
Tax Provision,15863000.0,6742000.0,-379000.0,18026000.0,-1103000.0,
Pretax Income,39991000.0,14255000.0,-92602000.0,18744000.0,-31308000.0,
Other Income Expense,49341000.0,41019000.0,-92013000.0,27041000.0,-8260000.0,
Special Income Charges,54000.0,18764000.0,-41813000.0,-14304000.0,-4601000.0,
Gain On Sale Of Ppe,54000.0,2000.0,-1706000.0,-236000.0,109000.0,
Other Special Charges,,2035000.0,,,,5746000.0
Impairment Of Capital Assets,0.0,2102000.0,24481000.0,14068000.0,4710000.0,
Restructuring And Mergern Acquisition,0.0,-22899000.0,,,0.0,0.0
Earnings From Equity Interest,1882000.0,734000.0,1445000.0,1754000.0,1514000.0,
Gain On Sale Of Security,47405000.0,21521000.0,-51645000.0,39591000.0,-5173000.0,
Net Non Operating Interest Income Expense,-21666000.0,-21375000.0,-21685000.0,-20658000.0,-19989000.0,
Interest Expense Non Operating,21666000.0,21375000.0,21685000.0,20658000.0,19989000.0,
Operating Income,12316000.0,-5389000.0,21096000.0,12361000.0,-3059000.0,
Operating Expense,147444000.0,123807000.0,120357000.0,162217000.0,142027000.0,
Other Operating Expenses,81630000.0,60985000.0,54453000.0,93015000.0,74572000.0,
Depreciation Amortization Depletion Income Statement,23389000.0,24014000.0,24879000.0,26017000.0,25131000.0,
Depreciation And Amortization In Income Statement,23389000.0,24014000.0,24879000.0,26017000.0,25131000.0,
Selling General And Administration,42425000.0,38808000.0,41025000.0,43185000.0,42324000.0,
General And Administrative Expense,42425000.0,38808000.0,41025000.0,43185000.0,42324000.0,
Other Gand A,40269000.0,36448000.0,40152000.0,39672000.0,38726000.0,
Salaries And Wages,2156000.0,2360000.0,873000.0,3513000.0,3598000.0,
Gross Profit,159760000.0,118418000.0,141453000.0,174578000.0,138968000.0,
Cost Of Revenue,170044000.0,164446000.0,164102000.0,158790000.0,163979000.0,
Total Revenue,329804000.0,282864000.0,305555000.0,333368000.0,302947000.0,
Operating Revenue,251130000.0,225330000.0,232736000.0,228052000.0,229632000.0,
