,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,6802469.135802,-10578000.0,-3228202.727259,36213360.0,-24148409.893993,,
Tax Rate For Calcs,0.234568,0.246,0.243546,0.24,0.236749,,
Normalized EBITDA,743000000.0,838000000.0,854669000.0,865096000.0,1021000000.0,,
Total Unusual Items,29000000.0,-43000000.0,-13255000.0,150889000.0,-102000000.0,,
Total Unusual Items Excluding Goodwill,29000000.0,-43000000.0,-13255000.0,150889000.0,-102000000.0,,
Net Income From Continuing Operation Net Minority Interest,124000000.0,186000000.0,151110000.0,295803000.0,216000000.0,,
Reconciled Depreciation,501000000.0,445000000.0,544568000.0,523859000.0,521000000.0,,
Reconciled Cost Of Revenue,754000000.0,720000000.0,826780000.0,778329000.0,754000000.0,,
EBITDA,772000000.0,795000000.0,841414000.0,1015985000.0,919000000.0,,
EBIT,271000000.0,350000000.0,296846000.0,492126000.0,398000000.0,,
Net Interest Income,-114000000.0,-107000000.0,-113860000.0,-117760000.0,-115000000.0,,
Interest Expense,109000000.0,103000000.0,97085000.0,103014000.0,115000000.0,,
Normalized Income,101802469.135802,218422000.0,161136797.272741,181127360.0,293851590.106007,,
Net Income From Continuing And Discontinued Operation,124000000.0,186000000.0,151110000.0,295803000.0,216000000.0,,
Total Expenses,809000000.0,782000000.0,971968000.0,924625000.0,814000000.0,,
Diluted Average Shares,92670914.0,93620495.0,96394000.0,98224000.0,100244878.0,,
Basic Average Shares,92588030.0,93474523.0,96254000.0,97905000.0,99425524.0,,
Diluted EPS,1.34,1.99,1.57,3.01,2.15,,
Basic EPS,1.34,1.99,1.57,3.02,2.17,,
Diluted NI Availto Com Stockholders,124000000.0,186000000.0,151110000.0,295803000.0,216000000.0,,
Net Income Common Stockholders,124000000.0,186000000.0,151110000.0,295803000.0,216000000.0,,
Net Income,124000000.0,186000000.0,151110000.0,295803000.0,216000000.0,,
Net Income Including Noncontrolling Interests,124000000.0,186000000.0,151110000.0,295803000.0,216000000.0,,
Net Income Continuous Operations,124000000.0,186000000.0,151110000.0,295803000.0,216000000.0,,
Tax Provision,38000000.0,61000000.0,48651000.0,93309000.0,67000000.0,,
Pretax Income,162000000.0,247000000.0,199761000.0,389112000.0,283000000.0,,
Other Income Expense,31000000.0,-56000000.0,-6156000.0,160122000.0,-99000000.0,,
Other Non Operating Income Expenses,2000000.0,-13000000.0,7099000.0,9233000.0,3000000.0,,
Special Income Charges,-75000000.0,-95000000.0,-1818000.0,-140000.0,-110000000.0,,
Gain On Sale Of Ppe,,,-1136000.0,0.0,0.0,-1430000.0,0.0
Restructuring And Mergern Acquisition,75000000.0,95000000.0,682000.0,140000.0,110000000.0,,
Gain On Sale Of Security,104000000.0,52000000.0,-11437000.0,151029000.0,8000000.0,,
Net Non Operating Interest Income Expense,-114000000.0,-107000000.0,-113860000.0,-117760000.0,-115000000.0,,
Total Other Finance Cost,5000000.0,4000000.0,16775000.0,14746000.0,14379000.0,,
Interest Expense Non Operating,109000000.0,103000000.0,97085000.0,103014000.0,115000000.0,,
Operating Income,245000000.0,410000000.0,319777000.0,346750000.0,497000000.0,,
Operating Expense,55000000.0,62000000.0,145188000.0,146296000.0,60000000.0,,
Other Operating Expenses,2000000.0,5000000.0,5658000.0,2305000.0,1000000.0,,
Other Taxes,,,86307000.0,87262000.0,101913000.0,101906000.0,88293000.0
Selling General And Administration,53000000.0,57000000.0,53223000.0,56729000.0,59000000.0,,
General And Administrative Expense,53000000.0,57000000.0,53223000.0,56729000.0,59000000.0,,
Other Gand A,53000000.0,57000000.0,53223000.0,56729000.0,59000000.0,,
Gross Profit,300000000.0,472000000.0,464965000.0,493046000.0,557000000.0,,
Cost Of Revenue,754000000.0,720000000.0,826780000.0,778329000.0,754000000.0,,
Total Revenue,1054000000.0,1192000000.0,1291745000.0,1271375000.0,1311000000.0,,
Operating Revenue,1054000000.0,1192000000.0,1291745000.0,1271375000.0,1311000000.0,,
