,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,137956.133225,-85752.263859,1064462.41914,54829.963214,236293.506812
Tax Rate For Calcs,0.049553,0.079253,0.306938,0.093887,0.229189
Normalized EBITDA,40473000.0,32823000.0,57079000.0,45692000.0,42802000.0
Total Unusual Items,2784000.0,-1082000.0,3468000.0,584000.0,1031000.0
Total Unusual Items Excluding Goodwill,2784000.0,-1082000.0,3468000.0,584000.0,1031000.0
Net Income From Continuing Operation Net Minority Interest,29760000.0,20380000.0,31080000.0,30904000.0,24210000.0
Reconciled Depreciation,3339000.0,3017000.0,2894000.0,2389000.0,2166000.0
Reconciled Cost Of Revenue,110911000.0,89797000.0,112656000.0,99142000.0,105696000.0
EBITDA,43257000.0,31741000.0,60547000.0,46276000.0,43833000.0
EBIT,39918000.0,28724000.0,57653000.0,43887000.0,41667000.0
Net Interest Income,2256000.0,1781000.0,1585000.0,1759000.0,1449000.0
Interest Expense,1757000.0,1558000.0,1228000.0,1208000.0,932000.0
Interest Income,4013000.0,3339000.0,2813000.0,2967000.0,2381000.0
Normalized Income,27113956.133225,21376247.736141,28676462.41914,30374829.963214,23415293.506812
Net Income From Continuing And Discontinued Operation,29760000.0,20380000.0,31080000.0,30904000.0,24210000.0
Total Expenses,183678000.0,146570000.0,179482000.0,159792000.0,164887000.0
Total Operating Income As Reported,31694000.0,25777000.0,43989000.0,44184000.0,37593000.0
Diluted Average Shares,67464856.0,66952774.0,66518704.0,66671526.0,67057846.0
Basic Average Shares,63968763.0,63267834.0,62794259.0,62500903.0,62178369.0
Diluted EPS,0.44,0.3,0.46,0.45,0.35
Basic EPS,0.47,0.32,0.49,0.49,0.39
Diluted NI Availto Com Stockholders,29760000.0,20380000.0,31080000.0,30904000.0,24210000.0
Net Income Common Stockholders,29760000.0,20380000.0,31080000.0,30904000.0,24210000.0
Net Income,29760000.0,20380000.0,31080000.0,30904000.0,24210000.0
Minority Interests,-6510000.0,-4633000.0,-8026000.0,-7768000.0,-7189000.0
Net Income Including Noncontrolling Interests,36270000.0,25013000.0,39106000.0,38672000.0,31399000.0
Net Income Continuous Operations,36270000.0,25013000.0,39106000.0,38672000.0,31399000.0
Tax Provision,1891000.0,2153000.0,17319000.0,4007000.0,9336000.0
Pretax Income,38161000.0,27166000.0,56425000.0,42679000.0,40735000.0
Other Income Expense,4211000.0,-392000.0,10851000.0,-3264000.0,1693000.0
Other Non Operating Income Expenses,-346000.0,-262000.0,7061000.0,-5164000.0,1357000.0
Earnings From Equity Interest,1773000.0,952000.0,322000.0,1316000.0,-695000.0
Gain On Sale Of Security,2784000.0,-1082000.0,3468000.0,584000.0,1031000.0
Net Non Operating Interest Income Expense,2256000.0,1781000.0,1585000.0,1759000.0,1449000.0
Interest Expense Non Operating,1757000.0,1558000.0,1228000.0,1208000.0,932000.0
Interest Income Non Operating,4013000.0,3339000.0,2813000.0,2967000.0,2381000.0
Operating Income,31694000.0,25777000.0,43989000.0,44184000.0,37593000.0
Operating Expense,72767000.0,56773000.0,66826000.0,60650000.0,59191000.0
Research And Development,33817000.0,27503000.0,27750000.0,27837000.0,25968000.0
Selling General And Administration,38950000.0,29270000.0,39076000.0,32813000.0,33223000.0
Selling And Marketing Expense,22102000.0,16343000.0,18380000.0,15759000.0,17135000.0
General And Administrative Expense,16848000.0,12927000.0,20696000.0,17054000.0,16088000.0
Other Gand A,16848000.0,12927000.0,20696000.0,17054000.0,16088000.0
Gross Profit,104461000.0,82550000.0,110815000.0,104834000.0,96784000.0
Cost Of Revenue,110911000.0,89797000.0,112656000.0,99142000.0,105696000.0
Total Revenue,215372000.0,172347000.0,223471000.0,203976000.0,202480000.0
Operating Revenue,215372000.0,172347000.0,223471000.0,203976000.0,202480000.0
