,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,-648480.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.064,
Normalized EBITDA,-3089000.0,-4953000.0,-5984000.0,-5181000.0,-4222000.0,
Total Unusual Items,0.0,0.0,,-3088000.0,0.0,2692000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,,-3088000.0,0.0,2692000.0
Net Income From Continuing Operation Net Minority Interest,-4703000.0,-6556000.0,-7576000.0,-9607000.0,-4629000.0,
Reconciled Depreciation,144000.0,156000.0,157000.0,152000.0,186000.0,
Reconciled Cost Of Revenue,4533000.0,4656000.0,4295000.0,5733000.0,3998000.0,
EBITDA,-3089000.0,-4953000.0,-5984000.0,-8269000.0,-4222000.0,
EBIT,-3233000.0,-5109000.0,-6141000.0,-8421000.0,-4408000.0,
Net Interest Income,-1053000.0,-988000.0,-901000.0,-673000.0,-337000.0,
Interest Expense,1431000.0,1427000.0,1396000.0,1116000.0,585000.0,
Interest Income,378000.0,439000.0,495000.0,443000.0,248000.0,
Normalized Income,-4703000.0,-6556000.0,-7576000.0,-7167480.0,-4629000.0,
Net Income From Continuing And Discontinued Operation,-4703000.0,-6556000.0,-7576000.0,-9607000.0,-4629000.0,
Total Expenses,15122000.0,17696000.0,16859000.0,20438000.0,16613000.0,
Total Operating Income As Reported,-3635000.0,-5547000.0,-6615000.0,-5776000.0,-4637000.0,
Diluted Average Shares,34644000.0,34644000.0,34644000.0,,34642000.0,34603000.0
Basic Average Shares,34644000.0,34644000.0,34644000.0,,34642000.0,34603000.0
Diluted EPS,-0.14,-0.19,-0.22,,-0.13,-0.03
Basic EPS,-0.14,-0.19,-0.22,,-0.13,-0.03
Diluted NI Availto Com Stockholders,-4703000.0,-6556000.0,-7576000.0,-9607000.0,-4629000.0,
Net Income Common Stockholders,-4703000.0,-6556000.0,-7576000.0,-9607000.0,-4629000.0,
Net Income,-4703000.0,-6556000.0,-7576000.0,-9607000.0,-4629000.0,
Minority Interests,21000.0,30000.0,14000.0,17000.0,46000.0,
Net Income Including Noncontrolling Interests,-4724000.0,-6586000.0,-7590000.0,-9624000.0,-4675000.0,
Net Income Continuous Operations,-4724000.0,-6586000.0,-7590000.0,-9624000.0,-4675000.0,
Tax Provision,60000.0,50000.0,53000.0,87000.0,-318000.0,
Pretax Income,-4664000.0,-6536000.0,-7537000.0,-9537000.0,-4993000.0,
Other Income Expense,24000.0,-1000.0,-21000.0,-3088000.0,-19000.0,
Other Non Operating Income Expenses,24000.0,-1000.0,-21000.0,0.0,-19000.0,
Special Income Charges,0.0,0.0,,-3088000.0,0.0,2692000.0
Gain On Sale Of Ppe,,0.0,,,,2692000.0
Other Special Charges,,,,3088000.0,,-2692000.0
Net Non Operating Interest Income Expense,-1053000.0,-988000.0,-901000.0,-673000.0,-337000.0,
Interest Expense Non Operating,1431000.0,1427000.0,1396000.0,1116000.0,585000.0,
Interest Income Non Operating,378000.0,439000.0,495000.0,443000.0,248000.0,
Operating Income,-3635000.0,-5547000.0,-6615000.0,-5776000.0,-4637000.0,
Operating Expense,10589000.0,13040000.0,12564000.0,14705000.0,12615000.0,
Research And Development,1142000.0,1424000.0,1397000.0,1248000.0,1409000.0,
Selling General And Administration,9447000.0,11616000.0,11167000.0,13457000.0,11206000.0,
General And Administrative Expense,9447000.0,11616000.0,11167000.0,13457000.0,11206000.0,
Other Gand A,5939000.0,6934000.0,6471000.0,8590000.0,6672000.0,
Salaries And Wages,3508000.0,4682000.0,4696000.0,4867000.0,4534000.0,
Gross Profit,6954000.0,7493000.0,5949000.0,8929000.0,7978000.0,
Cost Of Revenue,4533000.0,4656000.0,4295000.0,5733000.0,3998000.0,
Total Revenue,11487000.0,12149000.0,10244000.0,14662000.0,11976000.0,
Operating Revenue,11487000.0,12149000.0,10244000.0,14662000.0,11976000.0,
