,2025-06-30,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,11311012300.0,-28941506650.0,2266123300.0,397924800.0,4658094543.892234
Tax Rate For Calcs,0.35,0.35,0.35,0.35,0.396049
Normalized EBITDA,145113436000.0,114007525000.0,80739095000.0,124862627000.0,82072173000.0
Total Unusual Items,32317178000.0,-82690019000.0,6474638000.0,1136928000.0,11761420000.0
Total Unusual Items Excluding Goodwill,32317178000.0,-82690019000.0,6474638000.0,1136928000.0,11761420000.0
Net Income From Continuing Operation Net Minority Interest,85641743000.0,-26786372000.0,38135848000.0,8378836000.0,23700560000.0
Reconciled Depreciation,33541567000.0,33842345000.0,10986027000.0,33381669000.0,35575000000.0
Reconciled Cost Of Revenue,154826217000.0,136720093000.0,107451791000.0,131217308000.0,37574419000.0
EBITDA,177430614000.0,31317506000.0,87213733000.0,125999555000.0,93833593000.0
EBIT,143889047000.0,-2524839000.0,76227706000.0,92617886000.0,58258593000.0
Net Interest Income,-26763257000.0,1783181000.0,-4371610000.0,-26684646000.0,-1630689000.0
Interest Expense,60339925000.0,15379521000.0,10318021000.0,50128789000.0,12726985000.0
Interest Income,33576668000.0,7810517000.0,6891057000.0,23444143000.0,11952791000.0
Normalized Income,64635577300.0,26962140350.0,33927333300.0,7639832800.0,16597234543.892235
Net Income From Continuing And Discontinued Operation,85641743000.0,-26786372000.0,38135848000.0,8378836000.0,23700560000.0
Total Expenses,143077500000.0,149245682000.0,119493284000.0,155380744000.0,85107932000.0
Total Operating Income As Reported,71438805000.0,-21601730000.0,75850868000.0,58557982000.0,72100959000.0
Diluted Average Shares,150248672.0,150516690.0,150259448.0,150274463.0,150288903.0
Basic Average Shares,150248672.0,150516690.0,150259448.0,150274463.0,150288903.0
Diluted EPS,570.0,-218.7,253.8,39.9,157.7
Basic EPS,570.0,-218.7,253.8,39.9,157.7
Diluted NI Availto Com Stockholders,85641743000.0,-26786372000.0,38135848000.0,8378836000.0,23700560000.0
Net Income Common Stockholders,85641743000.0,-26786372000.0,38135848000.0,8378836000.0,23700560000.0
Net Income,85641743000.0,-26786372000.0,38135848000.0,8378836000.0,23700560000.0
Minority Interests,622055000.0,-4990147000.0,-461423000.0,-1435492000.0,-3798316000.0
Net Income Including Noncontrolling Interests,85019688000.0,-21796225000.0,38597271000.0,9814328000.0,27498876000.0
Net Income Continuous Operations,85019688000.0,-21796225000.0,38597271000.0,9814328000.0,27498876000.0
Tax Provision,-1470566000.0,3891865000.0,27312414000.0,32674769000.0,18032732000.0
Pretax Income,83549122000.0,-17904360000.0,65909685000.0,42489097000.0,45531608000.0
Other Income Expense,38873574000.0,-85580160000.0,9930151000.0,10615761000.0,3557602000.0
Other Non Operating Income Expenses,-4024243000.0,-7993667000.0,-4263135000.0,-25876000.0,-4941802000.0
Special Income Charges,,-110890383000.0,693199000.0,6407804000.0,6999493000.0
Gain On Sale Of Ppe,,-47139000.0,6373000.0,24444000.0,10047000.0
Other Special Charges,,-4485805000.0,-4342451000.0,443931000.0,268164000.0
Write Off,,13247579000.0,3655625000.0,-6827291000.0,-7257610000.0
Impairment Of Capital Assets,,,0.0,,
Restructuring And Mergern Acquisition,,,-1859000000.0,-815000000.0,
Earnings From Equity Interest,10580639000.0,5103526000.0,7718648000.0,9504709000.0,-3262016000.0
Gain On Sale Of Security,32317178000.0,28200364000.0,5781439000.0,1136928000.0,4761927000.0
Net Non Operating Interest Income Expense,-26763257000.0,1783181000.0,-4371610000.0,-26684646000.0,-1630689000.0
Total Other Finance Cost,,-9352185000.0,944646000.0,977299000.0,856495000.0
Interest Expense Non Operating,60339925000.0,15379521000.0,10318021000.0,50128789000.0,12726985000.0
Interest Income Non Operating,33576668000.0,7810517000.0,6891057000.0,23444143000.0,11952791000.0
Operating Income,71438805000.0,65892619000.0,60351144000.0,58557982000.0,43604695000.0
Operating Expense,-11748717000.0,12525589000.0,12041493000.0,24163436000.0,12281843000.0
Other Operating Expenses,-29642900000.0,-17054101000.0,-4479149000.0,7319574000.0,-652798000.0
Other Taxes,,10374314000.0,293984000.0,2151983000.0,1993178000.0
Provision For Doubtful Accounts,,20993000.0,1942000.0,21173000.0,4563000.0
Depreciation Amortization Depletion Income Statement,,,,16439000.0,323330000.0
Depreciation And Amortization In Income Statement,,,,16439000.0,323330000.0
Amortization,,,,0.0,0.0
Amortization Of Intangibles Income Statement,,,,0.0,0.0
Depreciation Income Statement,,,,16439000.0,323330000.0
Selling General And Administration,17894183000.0,16737354000.0,16224716000.0,16843862000.0,10579182000.0
General And Administrative Expense,,,,9901478000.0,10579182000.0
Other Gand A,,,,3763472000.0,5088088000.0
Insurance And Claims,,,,,60436000.0
Salaries And Wages,,,,6138006000.0,5430658000.0
Gross Profit,59690088000.0,78418208000.0,72392637000.0,82721418000.0,55886538000.0
Cost Of Revenue,154826217000.0,136720093000.0,107451791000.0,131217308000.0,72826089000.0
Total Revenue,214516305000.0,215138301000.0,179844428000.0,213938726000.0,128712627000.0
Operating Revenue,214516305000.0,215138301000.0,179844428000.0,213938726000.0,128712627000.0
