,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,-916956.447675,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.246494,0.253,0.252,0.252653,0.25303
Normalized EBITDA,77773000.0,85719000.0,97115000.0,54825000.0,56780000.0
Total Unusual Items,-3720000.0,,,,0.0
Total Unusual Items Excluding Goodwill,-3720000.0,,,,0.0
Net Income From Continuing Operation Net Minority Interest,26540000.0,30734000.0,52457000.0,21413000.0,23047000.0
Reconciled Depreciation,30285000.0,36809000.0,20701000.0,19975000.0,19386000.0
Reconciled Cost Of Revenue,354776000.0,383599000.0,389531000.0,330367000.0,355695000.0
EBITDA,74053000.0,85719000.0,97115000.0,54825000.0,56780000.0
EBIT,43768000.0,48910000.0,76414000.0,34850000.0,37394000.0
Net Interest Income,-7416000.0,-6883000.0,-6079000.0,-6163000.0,-6495000.0
Interest Expense,8546000.0,7792000.0,6297000.0,6198000.0,6540000.0
Interest Income,1130000.0,909000.0,218000.0,35000.0,45000.0
Normalized Income,29343043.552325,30734000.0,52457000.0,21413000.0,23047000.0
Net Income From Continuing And Discontinued Operation,26540000.0,30734000.0,52457000.0,21413000.0,23047000.0
Total Expenses,380479000.0,415061000.0,416815000.0,356828000.0,384490000.0
Rent Expense Supplemental,11179000.0,10442000.0,10568000.0,11195000.0,10913000.0
Total Operating Income As Reported,42634000.0,47103000.0,75092000.0,34092000.0,36761000.0
Diluted Average Shares,26353000.0,26352000.0,26328000.0,26301000.0,26310000.0
Basic Average Shares,26318000.0,26317000.0,26307000.0,26284000.0,26286000.0
Diluted EPS,1.01,1.17,1.99,0.81,0.88
Basic EPS,1.01,1.17,1.99,0.81,0.88
Diluted NI Availto Com Stockholders,26540000.0,30734000.0,52457000.0,21413000.0,23047000.0
Net Income Common Stockholders,26540000.0,30734000.0,52457000.0,21413000.0,23047000.0
Net Income,26540000.0,30734000.0,52457000.0,21413000.0,23047000.0
Net Income Including Noncontrolling Interests,26540000.0,30734000.0,52457000.0,21413000.0,23047000.0
Net Income Continuous Operations,26540000.0,30734000.0,52457000.0,21413000.0,23047000.0
Tax Provision,8682000.0,10384000.0,17660000.0,7239000.0,7807000.0
Pretax Income,35222000.0,41118000.0,70117000.0,28652000.0,30854000.0
Other Income Expense,-3716000.0,898000.0,1104000.0,723000.0,588000.0
Other Non Operating Income Expenses,4000.0,898000.0,1104000.0,723000.0,588000.0
Special Income Charges,-3720000.0,,,,0.0
Write Off,3720000.0,,,,0.0
Net Non Operating Interest Income Expense,-7416000.0,-6883000.0,-6079000.0,-6163000.0,-6495000.0
Interest Expense Non Operating,8546000.0,7792000.0,6297000.0,6198000.0,6540000.0
Interest Income Non Operating,1130000.0,909000.0,218000.0,35000.0,45000.0
Operating Income,46354000.0,47103000.0,75092000.0,34092000.0,36761000.0
Operating Expense,25703000.0,31462000.0,27284000.0,26461000.0,28795000.0
Other Operating Expenses,6985000.0,8890000.0,6610000.0,7221000.0,8334000.0
Selling General And Administration,18718000.0,22572000.0,20674000.0,19240000.0,20461000.0
General And Administrative Expense,18718000.0,22572000.0,20674000.0,19240000.0,20461000.0
Other Gand A,13037000.0,14699000.0,13507000.0,12872000.0,13633000.0
Insurance And Claims,5681000.0,7873000.0,7167000.0,6368000.0,6828000.0
Gross Profit,72057000.0,78565000.0,102376000.0,60553000.0,65556000.0
Cost Of Revenue,354776000.0,383599000.0,389531000.0,330367000.0,355695000.0
Total Revenue,426833000.0,462164000.0,491907000.0,390920000.0,421251000.0
Operating Revenue,426833000.0,462164000.0,491907000.0,390920000.0,421251000.0
