,2025-04-30,2025-01-31,2024-10-31,2024-07-31,2024-04-30,2024-01-31
Tax Effect Of Unusual Items,-6233850.0,57658.311494,-1808310.0,-1366680.0,-4345950.0,
Tax Rate For Calcs,0.21,0.013122,0.21,0.21,0.21,
Normalized EBITDA,-343663000.0,-282249000.0,-269619000.0,-303684000.0,-254179000.0,
Total Unusual Items,-29685000.0,4394000.0,-8611000.0,-6508000.0,-20695000.0,
Total Unusual Items Excluding Goodwill,-29685000.0,4394000.0,-8611000.0,-6508000.0,-20695000.0,
Net Income From Continuing Operation Net Minority Interest,-430092000.0,-327474000.0,-324279000.0,-316899000.0,-316988000.0,
Reconciled Depreciation,48804000.0,50130000.0,47046000.0,45111000.0,40221000.0,
Reconciled Cost Of Revenue,348786000.0,333184000.0,320894000.0,288078000.0,272517000.0,
EBITDA,-373348000.0,-277855000.0,-278230000.0,-310192000.0,-274874000.0,
EBIT,-422152000.0,-327985000.0,-325276000.0,-355303000.0,-315095000.0,
Net Interest Income,51092000.0,54240000.0,47966000.0,49265000.0,54779000.0,
Interest Expense,2071000.0,2070000.0,689000.0,,0.0,
Interest Income,53163000.0,56310000.0,48655000.0,49265000.0,54779000.0,
Normalized Income,-406640850.0,-331810341.688506,-317476310.0,-311757680.0,-300638950.0,
Net Income From Continuing And Discontinued Operation,-430092000.0,-327474000.0,-324279000.0,-316899000.0,-316988000.0,
Total Expenses,1489331000.0,1373448000.0,1307551000.0,1224126000.0,1177281000.0,
Total Operating Income As Reported,-447257000.0,-386678000.0,-365457000.0,-355303000.0,-348572000.0,
Diluted Average Shares,332657000.0,,331761000.0,334071000.0,333584000.0,331079000.0
Basic Average Shares,332657000.0,,331761000.0,334071000.0,333584000.0,331079000.0
Diluted EPS,-1.29,,-0.98,-0.95,-0.95,-0.51
Basic EPS,-1.29,,-0.98,-0.95,-0.95,-0.51
Diluted NI Availto Com Stockholders,-430092000.0,-327474000.0,-324279000.0,-316899000.0,-316988000.0,
Net Income Common Stockholders,-430092000.0,-327474000.0,-324279000.0,-316899000.0,-316988000.0,
Net Income,-430092000.0,-327474000.0,-324279000.0,-316899000.0,-316988000.0,
Minority Interests,-140000.0,-1750000.0,3623000.0,871000.0,828000.0,
Net Income Including Noncontrolling Interests,-429952000.0,-325724000.0,-327902000.0,-317770000.0,-317816000.0,
Net Income Continuous Operations,-429952000.0,-325724000.0,-327902000.0,-317770000.0,-317816000.0,
Tax Provision,5729000.0,-4331000.0,1937000.0,3786000.0,2721000.0,
Pretax Income,-424223000.0,-330055000.0,-325965000.0,-313984000.0,-315095000.0,
Other Income Expense,-28058000.0,2383000.0,-8474000.0,-7946000.0,-21302000.0,
Other Non Operating Income Expenses,1627000.0,-2011000.0,137000.0,-1438000.0,-607000.0,
Special Income Charges,-26521000.0,0.0,-5200000.0,-7158000.0,-18753000.0,
Write Off,26521000.0,0.0,5200000.0,7158000.0,18753000.0,
Gain On Sale Of Security,-3164000.0,4394000.0,-3411000.0,650000.0,-1942000.0,
Net Non Operating Interest Income Expense,51092000.0,54240000.0,47966000.0,49265000.0,54779000.0,
Interest Expense Non Operating,2071000.0,2070000.0,689000.0,,0.0,
Interest Income Non Operating,53163000.0,56310000.0,48655000.0,49265000.0,54779000.0,
Operating Income,-447257000.0,-386678000.0,-365457000.0,-355303000.0,-348572000.0,
Operating Expense,1140545000.0,1040264000.0,986657000.0,936048000.0,904764000.0,
Research And Development,472404000.0,492490000.0,442435000.0,437660000.0,410794000.0,
Selling General And Administration,668141000.0,547774000.0,544222000.0,498388000.0,493970000.0,
Selling And Marketing Expense,458554000.0,432683000.0,437962000.0,400625000.0,400822000.0,
General And Administrative Expense,209587000.0,115091000.0,106260000.0,97763000.0,93148000.0,
Other Gand A,209587000.0,115091000.0,106260000.0,97763000.0,93148000.0,
Gross Profit,693288000.0,653586000.0,621200000.0,580745000.0,556192000.0,
Cost Of Revenue,348786000.0,333184000.0,320894000.0,288078000.0,272517000.0,
Total Revenue,1042074000.0,986770000.0,942094000.0,868823000.0,828709000.0,
Operating Revenue,1042074000.0,986770000.0,942094000.0,868823000.0,828709000.0,
