,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.112613,0.15507,0.124014,0.146735,0.146264,
Net Income From Continuing Operation Net Minority Interest,19700000.0,-42500000.0,-122200000.0,100600000.0,53700000.0,
EBIT,31500000.0,-41600000.0,-131800000.0,126800000.0,71500000.0,
Net Interest Income,-9300000.0,-8700000.0,-7700000.0,-8900000.0,-8600000.0,
Interest Expense,9300000.0,8700000.0,7700000.0,8900000.0,8600000.0,
Normalized Income,19700000.0,-42500000.0,-122200000.0,100600000.0,53700000.0,
Net Income From Continuing And Discontinued Operation,19700000.0,-42500000.0,-122200000.0,100600000.0,53700000.0,
Total Expenses,569100000.0,627800000.0,819800000.0,563400000.0,474600000.0,
Diluted Average Shares,109135824.0,111543154.0,111727617.0,114734526.0,117625022.0,
Basic Average Shares,108627579.0,111543154.0,111727617.0,114445447.0,117089293.0,
Diluted EPS,0.18,-0.38,-1.09,0.88,0.46,
Basic EPS,0.18,-0.38,-1.09,0.88,0.46,
Diluted NI Availto Com Stockholders,19700000.0,-42500000.0,-122200000.0,100600000.0,53700000.0,
Net Income Common Stockholders,19700000.0,-42500000.0,-122200000.0,100600000.0,53700000.0,
Net Income,19700000.0,-42500000.0,-122200000.0,100600000.0,53700000.0,
Minority Interests,,,,,,0.0
Net Income Including Noncontrolling Interests,19700000.0,-42500000.0,-122200000.0,100600000.0,53700000.0,
Net Income Continuous Operations,19700000.0,-42500000.0,-122200000.0,100600000.0,53700000.0,
Tax Provision,2500000.0,-7800000.0,-17300000.0,17300000.0,9200000.0,
Pretax Income,22200000.0,-50300000.0,-139500000.0,117900000.0,62900000.0,
Other Income Expense,,,,,,-100000.0
Net Non Operating Interest Income Expense,-9300000.0,-8700000.0,-7700000.0,-8900000.0,-8600000.0,
Interest Expense Non Operating,9300000.0,8700000.0,7700000.0,8900000.0,8600000.0,
Other Operating Expenses,1200000.0,,0.0,,1600000.0,700000.0
Selling General And Administration,22300000.0,22000000.0,23600000.0,22700000.0,24400000.0,
General And Administrative Expense,22300000.0,22000000.0,23600000.0,22700000.0,24400000.0,
Other Gand A,22300000.0,22000000.0,23600000.0,22700000.0,24400000.0,
Total Revenue,591300000.0,577500000.0,680300000.0,681300000.0,537500000.0,
Operating Revenue,591300000.0,577500000.0,680300000.0,681300000.0,537500000.0,
Loss Adjustment Expense,296700000.0,429200000.0,513000000.0,237800000.0,222700000.0,
Net Policyholder Benefits And Claims,296700000.0,429200000.0,513000000.0,237800000.0,222700000.0,
