,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-288659.793814,0.0,-1050000.0,-6039215.686275,-250000.0
Tax Rate For Calcs,0.28866,0.294737,0.21,0.215686,0.25
Normalized EBITDA,129000000.0,123000000.0,117000000.0,108000000.0,129000000.0
Total Unusual Items,-1000000.0,0.0,-5000000.0,-28000000.0,-1000000.0
Total Unusual Items Excluding Goodwill,-1000000.0,0.0,-5000000.0,-28000000.0,-1000000.0
Net Income From Continuing Operation Net Minority Interest,65000000.0,65000000.0,122000000.0,39000000.0,71000000.0
Reconciled Depreciation,27000000.0,25000000.0,25000000.0,25000000.0,24000000.0
Reconciled Cost Of Revenue,828000000.0,796000000.0,805000000.0,849000000.0,867000000.0
EBITDA,128000000.0,123000000.0,112000000.0,80000000.0,128000000.0
EBIT,101000000.0,98000000.0,87000000.0,55000000.0,104000000.0
Net Interest Income,2000000.0,1000000.0,2000000.0,0.0,0.0
Interest Expense,4000000.0,3000000.0,3000000.0,4000000.0,4000000.0
Interest Income,6000000.0,4000000.0,5000000.0,4000000.0,4000000.0
Normalized Income,65711340.206186,65000000.0,125950000.0,60960784.313725,71750000.0
Net Income From Continuing And Discontinued Operation,65000000.0,65000000.0,122000000.0,39000000.0,71000000.0
Total Expenses,876000000.0,843000000.0,860000000.0,900000000.0,916000000.0
Diluted Average Shares,27600000.0,27500000.0,27900000.0,27900000.0,27900000.0
Basic Average Shares,27300000.0,27200000.0,27500000.0,27600000.0,27600000.0
Diluted EPS,2.36,2.36,4.37,1.4,2.54
Basic EPS,2.38,2.39,4.44,1.41,2.57
Diluted NI Availto Com Stockholders,65000000.0,65000000.0,122000000.0,39000000.0,71000000.0
Net Income Common Stockholders,65000000.0,65000000.0,122000000.0,39000000.0,71000000.0
Net Income,65000000.0,65000000.0,122000000.0,39000000.0,71000000.0
Minority Interests,-4000000.0,-2000000.0,-3000000.0,-1000000.0,-4000000.0
Net Income Including Noncontrolling Interests,69000000.0,67000000.0,125000000.0,40000000.0,75000000.0
Net Income Continuous Operations,69000000.0,67000000.0,125000000.0,40000000.0,75000000.0
Tax Provision,28000000.0,28000000.0,-41000000.0,11000000.0,25000000.0
Pretax Income,97000000.0,95000000.0,84000000.0,51000000.0,100000000.0
Other Income Expense,2000000.0,3000000.0,3000000.0,-29000000.0,2000000.0
Other Non Operating Income Expenses,1000000.0,1000000.0,4000000.0,2000000.0,3000000.0
Special Income Charges,-1000000.0,0.0,-5000000.0,-28000000.0,-1000000.0
Restructuring And Mergern Acquisition,1000000.0,0.0,1000000.0,28000000.0,1000000.0
Earnings From Equity Interest,2000000.0,2000000.0,4000000.0,-3000000.0,0.0
Net Non Operating Interest Income Expense,2000000.0,1000000.0,2000000.0,0.0,0.0
Interest Expense Non Operating,4000000.0,3000000.0,3000000.0,4000000.0,4000000.0
Interest Income Non Operating,6000000.0,4000000.0,5000000.0,4000000.0,4000000.0
Operating Income,93000000.0,91000000.0,79000000.0,80000000.0,98000000.0
Operating Expense,48000000.0,47000000.0,55000000.0,51000000.0,49000000.0
Selling General And Administration,48000000.0,47000000.0,55000000.0,51000000.0,49000000.0
Gross Profit,141000000.0,138000000.0,134000000.0,131000000.0,147000000.0
Cost Of Revenue,828000000.0,796000000.0,805000000.0,849000000.0,867000000.0
Total Revenue,969000000.0,934000000.0,939000000.0,980000000.0,1014000000.0
Operating Revenue,969000000.0,934000000.0,939000000.0,980000000.0,1014000000.0
