,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-18580380.0,0.0,0.0,0.0,-1676430.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21
Normalized EBITDA,55811000.0,-28128000.0,-31972000.0,-35644000.0,-27176000.0
Total Unusual Items,-88478000.0,,0.0,0.0,-7983000.0
Total Unusual Items Excluding Goodwill,-88478000.0,,0.0,0.0,-7983000.0
Net Income From Continuing Operation Net Minority Interest,-192742000.0,-34867000.0,-36146000.0,-37396000.0,-43393000.0
Reconciled Depreciation,2256000.0,2290000.0,2267000.0,2232000.0,2254000.0
Reconciled Cost Of Revenue,8231000.0,3058000.0,3525000.0,2971000.0,2860000.0
EBITDA,-32667000.0,-28128000.0,-31972000.0,-35644000.0,-35159000.0
EBIT,-34923000.0,-30418000.0,-34239000.0,-37876000.0,-37413000.0
Net Interest Income,619000.0,1007000.0,1385000.0,1770000.0,2099000.0
Interest Income,619000.0,1007000.0,1385000.0,1770000.0,2099000.0
Normalized Income,-122844380.0,-34867000.0,-36146000.0,-37396000.0,-37086430.0
Net Income From Continuing And Discontinued Operation,-192742000.0,-34867000.0,-36146000.0,-37396000.0,-43393000.0
Total Expenses,40434000.0,33786000.0,36935000.0,40126000.0,39425000.0
Total Operating Income As Reported,-34923000.0,-30418000.0,-34239000.0,-37876000.0,-48913000.0
Diluted Average Shares,55161124.0,54750088.0,53986214.0,53704039.0,52995093.0
Basic Average Shares,55161124.0,54750088.0,53986214.0,53704039.0,52995093.0
Diluted EPS,-3.49,-0.64,-0.67,-0.7,-0.82
Basic EPS,-3.49,-0.64,-0.67,-0.7,-0.82
Diluted NI Availto Com Stockholders,-192742000.0,-34867000.0,-36146000.0,-37396000.0,-43393000.0
Net Income Common Stockholders,-192742000.0,-34867000.0,-36146000.0,-37396000.0,-43393000.0
Net Income,-192742000.0,-34867000.0,-36146000.0,-37396000.0,-43393000.0
Net Income Including Noncontrolling Interests,-192742000.0,-34867000.0,-36146000.0,-37396000.0,-43393000.0
Net Income Continuous Operations,-192742000.0,-34867000.0,-36146000.0,-37396000.0,-43393000.0
Tax Provision,70000.0,57000.0,26000.0,22000.0,123000.0
Pretax Income,-192672000.0,-34810000.0,-36120000.0,-37374000.0,-43270000.0
Other Income Expense,-158368000.0,-5399000.0,-3266000.0,-1268000.0,-7956000.0
Other Non Operating Income Expenses,-69890000.0,-5399000.0,-3266000.0,-1268000.0,27000.0
Special Income Charges,0.0,,0.0,0.0,-11500000.0
Other Special Charges,,,0.0,,11500000.0
Gain On Sale Of Security,-88478000.0,,,,3517000.0
Net Non Operating Interest Income Expense,619000.0,1007000.0,1385000.0,1770000.0,2099000.0
Interest Income Non Operating,619000.0,1007000.0,1385000.0,1770000.0,2099000.0
Operating Income,-34923000.0,-30418000.0,-34239000.0,-37876000.0,-37413000.0
Operating Expense,32203000.0,30728000.0,33410000.0,37155000.0,36565000.0
Research And Development,22841000.0,21569000.0,24343000.0,27116000.0,26196000.0
Selling General And Administration,9362000.0,9159000.0,9067000.0,10039000.0,10369000.0
Selling And Marketing Expense,1393000.0,1942000.0,1338000.0,1583000.0,1706000.0
General And Administrative Expense,7969000.0,7217000.0,7729000.0,8456000.0,8663000.0
Other Gand A,7969000.0,7217000.0,7729000.0,8456000.0,8663000.0
Gross Profit,-2720000.0,310000.0,-829000.0,-721000.0,-848000.0
Cost Of Revenue,8231000.0,3058000.0,3525000.0,2971000.0,2860000.0
Total Revenue,5511000.0,3368000.0,2696000.0,2250000.0,2012000.0
Operating Revenue,5511000.0,3368000.0,2696000.0,2250000.0,2012000.0
