,2024-09-30,2024-06-30,2024-03-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-3383000.0,-3329000.0,-1470000.0,-10900000.0,-5382000.0
Total Unusual Items,394000.0,411000.0,-940000.0,4930000.0,
Total Unusual Items Excluding Goodwill,394000.0,411000.0,-940000.0,4930000.0,
Net Income From Continuing Operation Net Minority Interest,-2708000.0,-2541000.0,-3401000.0,-1226000.0,-5329000.0
Reconciled Depreciation,59000.0,64000.0,64000.0,65000.0,67000.0
EBITDA,-2989000.0,-2918000.0,-2410000.0,-5970000.0,-5382000.0
EBIT,-3048000.0,-2982000.0,-2474000.0,-6035000.0,-5449000.0
Net Interest Income,-54000.0,30000.0,13000.0,-121000.0,120000.0
Interest Income,,30000.0,13000.0,,120000.0
Normalized Income,-3102000.0,-2952000.0,-2461000.0,-6156000.0,-5329000.0
Net Income From Continuing And Discontinued Operation,-2708000.0,-2541000.0,-3401000.0,-1226000.0,-5329000.0
Total Expenses,3048000.0,2982000.0,2474000.0,6035000.0,5449000.0
Total Operating Income As Reported,-3048000.0,-2982000.0,-2474000.0,-6035000.0,-5449000.0
Diluted Average Shares,5309796.0,4747698.0,4315902.0,2950120.0,2646444.0
Basic Average Shares,5309796.0,4747698.0,4315902.0,2950120.0,2646444.0
Diluted EPS,-0.51,-0.6,-0.75,-0.45,-1.95
Basic EPS,-0.51,-0.6,-0.75,-0.45,-1.95
Diluted NI Availto Com Stockholders,-2708000.0,-2541000.0,-3401000.0,-1226000.0,-5329000.0
Net Income Common Stockholders,-2708000.0,-2541000.0,-3401000.0,-1226000.0,-5329000.0
Net Income,-2708000.0,-2541000.0,-3401000.0,-1226000.0,-5329000.0
Net Income Including Noncontrolling Interests,-2708000.0,-2541000.0,-3401000.0,-1226000.0,-5329000.0
Net Income Continuous Operations,-2708000.0,-2541000.0,-3401000.0,-1226000.0,-5329000.0
Pretax Income,-2708000.0,-2541000.0,-3401000.0,-1226000.0,-5329000.0
Other Income Expense,394000.0,411000.0,-940000.0,4930000.0,
Gain On Sale Of Security,394000.0,411000.0,-940000.0,4930000.0,
Net Non Operating Interest Income Expense,-54000.0,30000.0,13000.0,-121000.0,120000.0
Total Other Finance Cost,54000.0,,,121000.0,-120000.0
Interest Income Non Operating,,30000.0,13000.0,,120000.0
Operating Income,-3048000.0,-2982000.0,-2474000.0,-6035000.0,-5449000.0
Operating Expense,3048000.0,2982000.0,2474000.0,6035000.0,5449000.0
Research And Development,1045000.0,922000.0,961000.0,3330000.0,2794000.0
Selling General And Administration,2003000.0,2060000.0,1513000.0,2705000.0,2655000.0
General And Administrative Expense,2003000.0,2060000.0,1513000.0,2705000.0,2655000.0
Other Gand A,2003000.0,2060000.0,1513000.0,2705000.0,2655000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
