,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,1797692.307692,1542800.0,2623578.947368,3711800.0,5493400.0,,
Tax Rate For Calcs,0.157692,0.203,0.141053,0.277,0.227,,
Normalized EBITDA,157500000.0,169200000.0,169400000.0,183400000.0,194900000.0,,
Total Unusual Items,11400000.0,7600000.0,18600000.0,13400000.0,24200000.0,,
Total Unusual Items Excluding Goodwill,11400000.0,7600000.0,18600000.0,13400000.0,24200000.0,,
Net Income From Continuing Operation Net Minority Interest,16000000.0,24000000.0,31900000.0,36700000.0,56100000.0,,
Reconciled Depreciation,75200000.0,74300000.0,73600000.0,73000000.0,73800000.0,,
Reconciled Cost Of Revenue,372800000.0,443200000.0,474400000.0,629300000.0,662400000.0,,
EBITDA,168900000.0,176800000.0,188000000.0,196800000.0,219100000.0,,
EBIT,93700000.0,102500000.0,114400000.0,123800000.0,145300000.0,,
Net Interest Income,-67700000.0,-66100000.0,-66900000.0,-67400000.0,-70100000.0,,
Interest Expense,67700000.0,66100000.0,66900000.0,67400000.0,70100000.0,,
Normalized Income,6397692.307692,17942800.0,15923578.947368,27011800.0,37393400.0,,
Net Income From Continuing And Discontinued Operation,14100000.0,22100000.0,28900000.0,31400000.0,54400000.0,,
Total Expenses,422200000.0,493200000.0,536000000.0,689800000.0,723700000.0,,
Total Operating Income As Reported,95400000.0,99800000.0,112000000.0,122400000.0,141900000.0,,
Diluted Average Shares,,83800000.0,84500000.0,84100000.0,84100000.0,83500000.0,
Basic Average Shares,,81600000.0,81900000.0,82200000.0,82400000.0,81600000.0,
Diluted EPS,,0.26,0.34,0.37,0.65,0.28,
Basic EPS,,0.27,0.35,0.38,0.66,0.29,
Diluted NI Availto Com Stockholders,14100000.0,22100000.0,28900000.0,31400000.0,54400000.0,,
Net Income Common Stockholders,14100000.0,22100000.0,28900000.0,31400000.0,54400000.0,,
Net Income,14100000.0,22100000.0,28900000.0,31400000.0,54400000.0,,
Minority Interests,-5900000.0,-5000000.0,-8900000.0,-4100000.0,-2000000.0,,
Net Income Including Noncontrolling Interests,20000000.0,27100000.0,37800000.0,35500000.0,56400000.0,,
Net Income Discontinuous Operations,-1900000.0,-1900000.0,-3000000.0,-5300000.0,-1700000.0,,
Net Income Continuous Operations,21900000.0,29000000.0,40800000.0,40800000.0,58100000.0,,
Tax Provision,4100000.0,7400000.0,6700000.0,15600000.0,17100000.0,,
Pretax Income,26000000.0,36400000.0,47500000.0,56400000.0,75200000.0,,
Other Income Expense,9700000.0,10300000.0,21000000.0,14800000.0,27600000.0,,
Other Non Operating Income Expenses,-1700000.0,2700000.0,2400000.0,1400000.0,3400000.0,,
Special Income Charges,11400000.0,7600000.0,18600000.0,13400000.0,24200000.0,,
Gain On Sale Of Ppe,11400000.0,7600000.0,22900000.0,13400000.0,24200000.0,,
Restructuring And Mergern Acquisition,,,4300000.0,0.0,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-67700000.0,-66100000.0,-66900000.0,-67400000.0,-70100000.0,,
Interest Expense Non Operating,67700000.0,66100000.0,66900000.0,67400000.0,70100000.0,,
Operating Income,84000000.0,92200000.0,93400000.0,109000000.0,117700000.0,,
Operating Expense,49400000.0,50000000.0,61600000.0,60500000.0,61300000.0,,
Selling General And Administration,49400000.0,50000000.0,61600000.0,60500000.0,61300000.0,,
Gross Profit,133400000.0,142200000.0,155000000.0,169500000.0,179000000.0,,
Cost Of Revenue,372800000.0,443200000.0,474400000.0,629300000.0,662400000.0,,
Total Revenue,506200000.0,585400000.0,629400000.0,798800000.0,841400000.0,,
Operating Revenue,506200000.0,585400000.0,629400000.0,798800000.0,841400000.0,,
