,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,-1196370.0,-326340.0,-188790.0
Tax Rate For Calcs,0.21,0.32,0.21,0.21,0.21
Normalized EBITDA,23148000.0,60035000.0,139130000.0,88008000.0,61597000.0
Total Unusual Items,0.0,0.0,-5697000.0,-1554000.0,-899000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,-5697000.0,-1554000.0,-899000.0
Net Income From Continuing Operation Net Minority Interest,-4649000.0,1340000.0,9754000.0,-13985000.0,4828000.0
Reconciled Depreciation,29052000.0,28618000.0,33002000.0,34703000.0,36618000.0
Reconciled Cost Of Revenue,77273000.0,77185000.0,75479000.0,76751000.0,77995000.0
EBITDA,23148000.0,60035000.0,133433000.0,86454000.0,60698000.0
EBIT,-5904000.0,31417000.0,100431000.0,51751000.0,24080000.0
Net Interest Income,-16548000.0,-16201000.0,-17853000.0,-21516000.0,-24568000.0
Interest Expense,29552000.0,29457000.0,32289000.0,36345000.0,38333000.0
Interest Income,13004000.0,13256000.0,14436000.0,14829000.0,13765000.0
Normalized Income,-4649000.0,1340000.0,14254630.0,-12757340.0,5538210.0
Net Income From Continuing And Discontinued Operation,-4649000.0,1340000.0,9754000.0,-13985000.0,4828000.0
Total Expenses,407433000.0,370070000.0,359182000.0,369994000.0,390262000.0
Total Operating Income As Reported,-89000.0,33827000.0,63426000.0,50933000.0,9464000.0
Diluted Average Shares,302949000.0,308558000.0,313851000.0,303954000.0,314934000.0
Basic Average Shares,302949000.0,302673000.0,305268000.0,303954000.0,300930000.0
Diluted EPS,-0.02,0.0,0.03,-0.05,0.02
Basic EPS,-0.02,0.0,0.03,-0.05,0.02
Diluted NI Availto Com Stockholders,-4649000.0,1340000.0,9754000.0,-13985000.0,4828000.0
Net Income Common Stockholders,-4649000.0,1340000.0,9754000.0,-13985000.0,4828000.0
Net Income,-4649000.0,1340000.0,9754000.0,-13985000.0,4828000.0
Net Income Including Noncontrolling Interests,-4649000.0,1340000.0,9754000.0,-13985000.0,4828000.0
Net Income Continuous Operations,-4649000.0,1340000.0,9754000.0,-13985000.0,4828000.0
Tax Provision,-30807000.0,620000.0,58388000.0,29391000.0,-19081000.0
Pretax Income,-35456000.0,1960000.0,68142000.0,15406000.0,-14253000.0
Other Income Expense,-18819000.0,-15666000.0,16872000.0,-15565000.0,-48000.0
Other Non Operating Income Expenses,-18819000.0,-15666000.0,22569000.0,-14011000.0,851000.0
Special Income Charges,0.0,0.0,-5697000.0,-1554000.0,-899000.0
Restructuring And Mergern Acquisition,0.0,0.0,5697000.0,1554000.0,899000.0
Net Non Operating Interest Income Expense,-16548000.0,-16201000.0,-17853000.0,-21516000.0,-24568000.0
Interest Expense Non Operating,29552000.0,29457000.0,32289000.0,36345000.0,38333000.0
Interest Income Non Operating,13004000.0,13256000.0,14436000.0,14829000.0,13765000.0
Operating Income,-89000.0,33827000.0,69123000.0,52487000.0,10363000.0
Operating Expense,326118000.0,289058000.0,279248000.0,288385000.0,307367000.0
Depreciation Amortization Depletion Income Statement,25010000.0,24791000.0,28547000.0,29845000.0,31718000.0
Depreciation And Amortization In Income Statement,25010000.0,24791000.0,28547000.0,29845000.0,31718000.0
Amortization,25010000.0,24791000.0,28547000.0,29845000.0,31718000.0
Amortization Of Intangibles Income Statement,25010000.0,24791000.0,28547000.0,29845000.0,31718000.0
Research And Development,88240000.0,81973000.0,75953000.0,80316000.0,79234000.0
Selling General And Administration,212868000.0,182294000.0,174748000.0,178224000.0,196415000.0
Selling And Marketing Expense,155491000.0,142112000.0,133707000.0,133517000.0,147453000.0
General And Administrative Expense,57377000.0,40182000.0,41041000.0,44707000.0,48962000.0
Other Gand A,57377000.0,40182000.0,41041000.0,44707000.0,48962000.0
Gross Profit,326029000.0,322885000.0,348371000.0,340872000.0,317730000.0
Cost Of Revenue,81315000.0,81012000.0,79934000.0,81609000.0,82895000.0
Total Revenue,407344000.0,403897000.0,428305000.0,422481000.0,400625000.0
Operating Revenue,407344000.0,403897000.0,428305000.0,422481000.0,400625000.0
