,2025-05-31,2025-02-28,2024-11-30,2024-08-31,2024-05-31,2024-02-29
Tax Effect Of Unusual Items,-2028571.428571,-12684684.684685,-252000.0,-27700.0,-66176.470588,
Tax Rate For Calcs,0.285714,0.198198,0.21,0.277,0.330882,
Normalized EBITDA,87200000.0,84100000.0,12600000.0,58000000.0,48400000.0,
Total Unusual Items,-7100000.0,-64000000.0,-1200000.0,-100000.0,-200000.0,
Total Unusual Items Excluding Goodwill,-7100000.0,-64000000.0,-1200000.0,-100000.0,-200000.0,
Net Income From Continuing Operation Net Minority Interest,34000000.0,-8900000.0,-30600000.0,18000000.0,9100000.0,
Reconciled Depreciation,13700000.0,12700000.0,14600000.0,14200000.0,15300000.0,
Reconciled Cost Of Revenue,604300000.0,546500000.0,557500000.0,544500000.0,529200000.0,
EBITDA,80100000.0,20100000.0,11400000.0,57900000.0,48200000.0,
EBIT,66400000.0,7400000.0,-3200000.0,43700000.0,32900000.0,
Net Interest Income,-18400000.0,-18100000.0,-18800000.0,-18300000.0,-18700000.0,
Interest Expense,18800000.0,18500000.0,19300000.0,18800000.0,19300000.0,
Interest Income,400000.0,400000.0,500000.0,500000.0,600000.0,
Normalized Income,39071428.571429,42415315.315315,-29652000.0,18072300.0,9233823.529412,
Net Income From Continuing And Discontinued Operation,34000000.0,-8900000.0,-30600000.0,18000000.0,9100000.0,
Total Expenses,682200000.0,607600000.0,690300000.0,620600000.0,624200000.0,
Total Operating Income As Reported,73000000.0,71100000.0,-2300000.0,43400000.0,32600000.0,
Diluted Average Shares,35600000.0,35400000.0,35200000.0,35600000.0,35400000.0,
Basic Average Shares,35400000.0,35400000.0,35200000.0,35200000.0,35100000.0,
Diluted EPS,0.95,-0.25,-0.87,0.5,0.26,
Basic EPS,0.95,-0.25,-0.87,0.5,0.26,
Diluted NI Availto Com Stockholders,34000000.0,-8900000.0,-30600000.0,17800000.0,8600000.0,
Net Income Common Stockholders,34000000.0,-8900000.0,-30600000.0,17800000.0,8600000.0,
Otherunder Preferred Stock Dividend,,,0.0,200000.0,,
Net Income,34000000.0,-8900000.0,-30600000.0,18000000.0,9100000.0,
Net Income Including Noncontrolling Interests,34000000.0,-8900000.0,-30600000.0,18000000.0,9100000.0,
Net Income Discontinuous Operations,,,,,0.0,0.0
Net Income Continuous Operations,34000000.0,-8900000.0,-30600000.0,18000000.0,9100000.0,
Tax Provision,13600000.0,-2200000.0,8100000.0,6900000.0,4500000.0,
Pretax Income,47600000.0,-11100000.0,-22500000.0,24900000.0,13600000.0,
Other Income Expense,-6300000.0,-63600000.0,500000.0,2100000.0,0.0,
Other Non Operating Income Expenses,100000.0,-100000.0,-200000.0,-100000.0,-100000.0,
Special Income Charges,-7100000.0,-64000000.0,-1200000.0,-100000.0,-200000.0,
Gain On Sale Of Business,-7100000.0,-64000000.0,-1200000.0,-100000.0,-200000.0,
Other Special Charges,,,,,0.0,
Earnings From Equity Interest,700000.0,500000.0,1900000.0,2300000.0,300000.0,
Net Non Operating Interest Income Expense,-18400000.0,-18100000.0,-18800000.0,-18300000.0,-18700000.0,
Interest Expense Non Operating,18800000.0,18500000.0,19300000.0,18800000.0,19300000.0,
Interest Income Non Operating,400000.0,400000.0,500000.0,500000.0,600000.0,
Operating Income,72300000.0,70600000.0,-4200000.0,41100000.0,32300000.0,
Operating Expense,77900000.0,61100000.0,132800000.0,76100000.0,95000000.0,
Provision For Doubtful Accounts,500000.0,-200000.0,-300000.0,200000.0,200000.0,
Selling General And Administration,77400000.0,61300000.0,133100000.0,75900000.0,94800000.0,
Gross Profit,150200000.0,131700000.0,128600000.0,117200000.0,127300000.0,
Cost Of Revenue,604300000.0,546500000.0,557500000.0,544500000.0,529200000.0,
Total Revenue,754500000.0,678200000.0,686100000.0,661700000.0,656500000.0,
Operating Revenue,754500000.0,678200000.0,686100000.0,661700000.0,656500000.0,
