,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,-38346.273873,0.0,-2256.698045,,
Tax Rate For Calcs,0.038202,0.026705,0.101985,0.042901,0.049059,,
Normalized EBITDA,28378000.0,23016000.0,24960000.0,31024000.0,24709000.0,,
Total Unusual Items,,,-376000.0,,-46000.0,7723000.0,-12950000.0
Total Unusual Items Excluding Goodwill,,,-376000.0,,-46000.0,7723000.0,-12950000.0
Net Income From Continuing Operation Net Minority Interest,19940000.0,15271000.0,14388000.0,21551000.0,15759000.0,,
Reconciled Depreciation,6251000.0,6179000.0,6186000.0,6011000.0,5870000.0,,
Reconciled Cost Of Revenue,199117000.0,181406000.0,178270000.0,197878000.0,186212000.0,,
EBITDA,28378000.0,23016000.0,24584000.0,31024000.0,24663000.0,,
EBIT,22127000.0,16837000.0,18398000.0,25013000.0,18793000.0,,
Net Interest Income,-1395000.0,-1147000.0,-1209000.0,-2496000.0,-2221000.0,,
Interest Expense,1395000.0,1147000.0,2376000.0,2496000.0,2221000.0,,
Normalized Income,19940000.0,15271000.0,14725653.726127,21551000.0,15802743.301955,,
Net Income From Continuing And Discontinued Operation,19940000.0,15271000.0,14388000.0,21551000.0,15759000.0,,
Total Expenses,218599000.0,202793000.0,199599000.0,216683000.0,206052000.0,,
Total Operating Income As Reported,22127000.0,16837000.0,17231000.0,25013000.0,18839000.0,,
Diluted Average Shares,103620000.0,105077000.0,105478000.0,105587000.0,105767000.0,,
Basic Average Shares,103211000.0,104602000.0,104627000.0,104884000.0,105123000.0,,
Diluted EPS,0.19,0.15,0.14,0.2,0.15,,
Basic EPS,0.19,0.15,0.14,0.21,0.15,,
Diluted NI Availto Com Stockholders,19940000.0,15271000.0,14388000.0,21551000.0,15759000.0,,
Net Income Common Stockholders,19940000.0,15271000.0,14388000.0,21551000.0,15759000.0,,
Net Income,19940000.0,15271000.0,14388000.0,21551000.0,15759000.0,,
Net Income Including Noncontrolling Interests,19940000.0,15271000.0,14388000.0,21551000.0,15759000.0,,
Net Income Continuous Operations,19940000.0,15271000.0,14388000.0,21551000.0,15759000.0,,
Tax Provision,792000.0,419000.0,1634000.0,966000.0,813000.0,,
Pretax Income,20732000.0,15690000.0,16022000.0,22517000.0,16572000.0,,
Other Income Expense,,,-376000.0,,-46000.0,7723000.0,-12950000.0
Gain On Sale Of Security,,,0.0,,-46000.0,7723000.0,-10821000.0
Net Non Operating Interest Income Expense,-1395000.0,-1147000.0,-1209000.0,-2496000.0,-2221000.0,,
Interest Expense Non Operating,1395000.0,1147000.0,2376000.0,2496000.0,2221000.0,,
Operating Income,22127000.0,16837000.0,17607000.0,25013000.0,18839000.0,,
Operating Expense,17365000.0,19342000.0,19283000.0,16938000.0,18113000.0,,
Depreciation Amortization Depletion Income Statement,4134000.0,4134000.0,4140000.0,4144000.0,4143000.0,,
Depreciation And Amortization In Income Statement,4134000.0,4134000.0,4140000.0,4144000.0,4143000.0,,
Amortization,4134000.0,4134000.0,4140000.0,4144000.0,4143000.0,,
Amortization Of Intangibles Income Statement,4134000.0,4134000.0,4140000.0,4144000.0,4143000.0,,
Selling General And Administration,13231000.0,15208000.0,15143000.0,12794000.0,13970000.0,,
General And Administrative Expense,13231000.0,15208000.0,15143000.0,12794000.0,13970000.0,,
Other Gand A,4410000.0,4213000.0,5792000.0,4238000.0,4740000.0,,
Salaries And Wages,8821000.0,10995000.0,9351000.0,8556000.0,9230000.0,,
Gross Profit,39492000.0,36179000.0,36890000.0,41951000.0,36952000.0,,
Cost Of Revenue,201234000.0,183451000.0,180316000.0,199745000.0,187939000.0,,
Total Revenue,240726000.0,219630000.0,217206000.0,241696000.0,224891000.0,,
Operating Revenue,240726000.0,219630000.0,217206000.0,241696000.0,224891000.0,,
