,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.060637,0.356522,0.099065
Normalized EBITDA,1470000.0,1884000.0,1487000.0,2845000.0,2979000.0
Net Income From Continuing Operation Net Minority Interest,-989000.0,-370000.0,-914000.0,74000.0,482000.0
Reconciled Depreciation,1643000.0,1702000.0,1698000.0,1672000.0,1718000.0
Reconciled Cost Of Revenue,33783000.0,30975000.0,28243000.0,28799000.0,29334000.0
EBITDA,1470000.0,1884000.0,1487000.0,2845000.0,2979000.0
EBIT,-173000.0,182000.0,-211000.0,1173000.0,1261000.0
Net Interest Income,-783000.0,-516000.0,-762000.0,-1058000.0,-726000.0
Interest Expense,783000.0,516000.0,762000.0,1058000.0,726000.0
Normalized Income,-989000.0,-370000.0,-914000.0,74000.0,482000.0
Net Income From Continuing And Discontinued Operation,-989000.0,-370000.0,-914000.0,74000.0,482000.0
Total Expenses,39400000.0,36654000.0,33853000.0,34325000.0,35195000.0
Total Operating Income As Reported,-165000.0,184000.0,-288000.0,1178000.0,1257000.0
Diluted Average Shares,22773000.0,22361000.0,22224000.0,22100000.0,22003000.0
Basic Average Shares,22773000.0,22361000.0,22172000.0,22029000.0,21783000.0
Diluted EPS,-0.04,-0.02,-0.04,0.003348,0.02
Basic EPS,-0.04,-0.02,-0.04,0.003359,0.02
Diluted NI Availto Com Stockholders,-989000.0,-370000.0,-914000.0,74000.0,482000.0
Net Income Common Stockholders,-989000.0,-370000.0,-914000.0,74000.0,482000.0
Net Income,-989000.0,-370000.0,-914000.0,74000.0,482000.0
Net Income Including Noncontrolling Interests,-989000.0,-370000.0,-914000.0,74000.0,482000.0
Net Income Continuous Operations,-989000.0,-370000.0,-914000.0,74000.0,482000.0
Tax Provision,33000.0,36000.0,-59000.0,41000.0,53000.0
Pretax Income,-956000.0,-334000.0,-973000.0,115000.0,535000.0
Other Income Expense,-8000.0,-2000.0,77000.0,-5000.0,4000.0
Other Non Operating Income Expenses,-8000.0,-2000.0,77000.0,-5000.0,4000.0
Net Non Operating Interest Income Expense,-783000.0,-516000.0,-762000.0,-1058000.0,-726000.0
Interest Expense Non Operating,783000.0,516000.0,762000.0,1058000.0,726000.0
Operating Income,-165000.0,184000.0,-288000.0,1178000.0,1257000.0
Operating Expense,4140000.0,4142000.0,4077000.0,4019000.0,4309000.0
Depreciation Amortization Depletion Income Statement,166000.0,165000.0,165000.0,165000.0,166000.0
Depreciation And Amortization In Income Statement,166000.0,165000.0,165000.0,165000.0,166000.0
Amortization,166000.0,165000.0,165000.0,165000.0,166000.0
Amortization Of Intangibles Income Statement,166000.0,165000.0,165000.0,165000.0,166000.0
Selling General And Administration,3974000.0,3977000.0,3912000.0,3854000.0,4143000.0
Gross Profit,3975000.0,4326000.0,3789000.0,5197000.0,5566000.0
Cost Of Revenue,35260000.0,32512000.0,29776000.0,30306000.0,30886000.0
Total Revenue,39235000.0,36838000.0,33565000.0,35503000.0,36452000.0
Operating Revenue,39235000.0,36838000.0,33565000.0,35503000.0,36452000.0
