,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-1764000.0,-1258000.0,-1721000.0,-1615000.0,-2234000.0,,
Total Unusual Items,,0.0,0.0,,,-722000.0,-2623000.0
Total Unusual Items Excluding Goodwill,,0.0,0.0,,,-722000.0,-2623000.0
Net Income From Continuing Operation Net Minority Interest,-1599000.0,-1197000.0,-1829000.0,-1717000.0,-2378000.0,,
Reconciled Depreciation,141000.0,154000.0,157000.0,145000.0,162000.0,,
Reconciled Cost Of Revenue,174000.0,176000.0,153000.0,214000.0,109000.0,,
EBITDA,-1764000.0,-1258000.0,-1721000.0,-1615000.0,-2234000.0,,
EBIT,-1905000.0,-1412000.0,-1878000.0,-1760000.0,-2396000.0,,
Normalized Income,-1599000.0,-1197000.0,-1829000.0,-1717000.0,-2378000.0,,
Net Income From Continuing And Discontinued Operation,-1599000.0,-1197000.0,-1829000.0,-1717000.0,-2378000.0,,
Total Expenses,2233000.0,1742000.0,2135000.0,2172000.0,2668000.0,,
Total Operating Income As Reported,-1905000.0,-1412000.0,-1878000.0,-1760000.0,-2396000.0,,
Diluted Average Shares,83027117.0,,77633004.0,76007129.0,72813538.0,,63725084.0
Basic Average Shares,83027117.0,,77633004.0,76007129.0,72813538.0,,63725084.0
Diluted EPS,-0.02,,-0.02,-0.02,-0.03,,-0.09
Basic EPS,-0.02,,-0.02,-0.02,-0.03,,-0.09
Diluted NI Availto Com Stockholders,-1599000.0,-1197000.0,-1829000.0,-1717000.0,-2378000.0,,
Net Income Common Stockholders,-1599000.0,-1197000.0,-1829000.0,-1717000.0,-2378000.0,,
Net Income,-1599000.0,-1197000.0,-1829000.0,-1717000.0,-2378000.0,,
Net Income Including Noncontrolling Interests,-1599000.0,-1197000.0,-1829000.0,-1717000.0,-2378000.0,,
Net Income Continuous Operations,-1599000.0,-1197000.0,-1829000.0,-1717000.0,-2378000.0,,
Tax Provision,0.0,0.0,0.0,0.0,0.0,,
Pretax Income,-1599000.0,-1197000.0,-1829000.0,-1717000.0,-2378000.0,,
Other Income Expense,306000.0,215000.0,49000.0,43000.0,18000.0,,
Other Non Operating Income Expenses,306000.0,215000.0,49000.0,43000.0,18000.0,,
Special Income Charges,,0.0,0.0,,,-722000.0,-2623000.0
Impairment Of Capital Assets,,0.0,0.0,,,722000.0,2623000.0
Operating Income,-1905000.0,-1412000.0,-1878000.0,-1760000.0,-2396000.0,,
Operating Expense,2059000.0,1566000.0,1982000.0,1958000.0,2559000.0,,
Research And Development,851000.0,997000.0,852000.0,917000.0,889000.0,,
Selling General And Administration,1208000.0,569000.0,1130000.0,1041000.0,1670000.0,,
Gross Profit,154000.0,154000.0,104000.0,198000.0,163000.0,,
Cost Of Revenue,174000.0,176000.0,153000.0,214000.0,109000.0,,
Total Revenue,328000.0,330000.0,257000.0,412000.0,272000.0,,
Operating Revenue,328000.0,330000.0,257000.0,412000.0,272000.0,,
