,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-9227000.0,-10248000.0,-12866000.0,-12793000.0,-10494000.0,,
Total Unusual Items,-859000.0,-507000.0,-599000.0,-5618000.0,3607000.0,,
Total Unusual Items Excluding Goodwill,-859000.0,-507000.0,-599000.0,-5618000.0,3607000.0,,
Net Income From Continuing Operation Net Minority Interest,-10561000.0,-11209000.0,-14004000.0,-18838000.0,-7229000.0,,
Reconciled Depreciation,281000.0,278000.0,305000.0,290000.0,293000.0,,
EBITDA,-10086000.0,-10755000.0,-13465000.0,-18411000.0,-6887000.0,,
EBIT,-10367000.0,-11033000.0,-13770000.0,-18701000.0,-7180000.0,,
Net Interest Income,-26000.0,34000.0,71000.0,48000.0,88000.0,,
Interest Expense,194000.0,176000.0,234000.0,137000.0,49000.0,,
Interest Income,168000.0,210000.0,305000.0,185000.0,137000.0,,
Normalized Income,-9702000.0,-10702000.0,-13405000.0,-13220000.0,-10836000.0,,
Net Income From Continuing And Discontinued Operation,-10561000.0,-11209000.0,-14004000.0,-18838000.0,-7229000.0,,
Total Expenses,9676000.0,10736000.0,13476000.0,10344000.0,10924000.0,,
Total Operating Income As Reported,-10091000.0,-10736000.0,-13476000.0,-10344000.0,-10924000.0,,
Diluted Average Shares,16059423.0,12950574.0,,13582345.0,11284853.0,10273925.0,
Basic Average Shares,16059423.0,12950574.0,,13582345.0,11284853.0,10273925.0,
Diluted EPS,-0.66,-0.87,,-1.39,-0.64,-1.15,
Basic EPS,-0.66,-0.87,,-1.39,-0.64,-1.15,
Diluted NI Availto Com Stockholders,-10561000.0,-11209000.0,-14004000.0,-18838000.0,-7229000.0,,
Net Income Common Stockholders,-10561000.0,-11209000.0,-14004000.0,-18838000.0,-7229000.0,,
Net Income,-10561000.0,-11209000.0,-14004000.0,-18838000.0,-7229000.0,,
Net Income Including Noncontrolling Interests,-10561000.0,-11209000.0,-14004000.0,-18838000.0,-7229000.0,,
Net Income Continuous Operations,-10561000.0,-11209000.0,-14004000.0,-18838000.0,-7229000.0,,
Pretax Income,-10561000.0,-11209000.0,-14004000.0,-18838000.0,-7229000.0,,
Other Income Expense,-859000.0,-507000.0,-599000.0,-8542000.0,3607000.0,,
Other Non Operating Income Expenses,,,0.0,-2924000.0,,-578000.0,
Special Income Charges,0.0,0.0,0.0,0.0,0.0,,
Gain On Sale Of Ppe,0.0,0.0,0.0,0.0,0.0,,
Other Special Charges,,,,,,,-1000.0
Gain On Sale Of Security,-859000.0,-507000.0,-599000.0,-5618000.0,3607000.0,,
Net Non Operating Interest Income Expense,-26000.0,34000.0,71000.0,48000.0,88000.0,,
Total Other Finance Cost,,,0.0,2924000.0,,578000.0,
Interest Expense Non Operating,194000.0,176000.0,234000.0,137000.0,49000.0,,
Interest Income Non Operating,168000.0,210000.0,305000.0,185000.0,137000.0,,
Operating Income,-9676000.0,-10736000.0,-13476000.0,-10344000.0,-10924000.0,,
Operating Expense,9676000.0,10736000.0,13476000.0,10344000.0,10924000.0,,
Other Operating Expenses,-415000.0,,,,,,
Research And Development,7006000.0,7778000.0,10709000.0,7208000.0,8180000.0,,
Selling General And Administration,3085000.0,2958000.0,2767000.0,3136000.0,2744000.0,,
General And Administrative Expense,3085000.0,2958000.0,2767000.0,3136000.0,2744000.0,,
Other Gand A,3085000.0,2958000.0,2767000.0,3136000.0,2744000.0,,
Total Revenue,0.0,0.0,0.0,0.0,0.0,,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,,
