,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,122979708.081168,14070000.0,-243490542.244641,26869704.521182,-35011524.822695
Tax Rate For Calcs,0.1246,0.21,0.282472,0.193307,0.239805
Normalized EBITDA,3825000000.0,5158000000.0,4572000000.0,4422000000.0,4209000000.0
Total Unusual Items,987000000.0,67000000.0,-862000000.0,139000000.0,-146000000.0
Total Unusual Items Excluding Goodwill,987000000.0,67000000.0,-862000000.0,139000000.0,-146000000.0
Net Income From Continuing Operation Net Minority Interest,2459000000.0,2458000000.0,1138000000.0,2266000000.0,1715000000.0
Reconciled Depreciation,1765000000.0,1870000000.0,1901000000.0,1598000000.0,1649000000.0
Reconciled Cost Of Revenue,7366000000.0,9155000000.0,8205000000.0,7400000000.0,7854000000.0
EBITDA,4812000000.0,5225000000.0,3710000000.0,4561000000.0,4063000000.0
EBIT,3047000000.0,3355000000.0,1809000000.0,2963000000.0,2414000000.0
Net Interest Income,-238000000.0,-258000000.0,-142000000.0,-154000000.0,-158000000.0
Interest Expense,238000000.0,258000000.0,223000000.0,154000000.0,158000000.0
Normalized Income,1594979708.081168,2405070000.0,1756509457.755359,2153869704.521182,1825988475.177305
Net Income From Continuing And Discontinued Operation,2459000000.0,2458000000.0,1138000000.0,2266000000.0,1715000000.0
Total Expenses,7615000000.0,9424000000.0,8474000000.0,7577000000.0,8062000000.0
Diluted Average Shares,2099665000.0,2109077000.0,2120383000.0,2133063000.0,2149463000.0
Basic Average Shares,2093135000.0,2100540000.0,2108047000.0,2119970000.0,2133374000.0
Diluted EPS,1.17,1.17,0.54,1.06,0.8
Basic EPS,1.17,1.17,0.54,1.07,0.8
Diluted NI Availto Com Stockholders,2459000000.0,2458000000.0,1138000000.0,2266000000.0,1715000000.0
Net Income Common Stockholders,2459000000.0,2458000000.0,1138000000.0,2266000000.0,1715000000.0
Net Income,2459000000.0,2458000000.0,1138000000.0,2266000000.0,1715000000.0
Net Income Including Noncontrolling Interests,2459000000.0,2458000000.0,1138000000.0,2266000000.0,1715000000.0
Net Income Continuous Operations,2459000000.0,2458000000.0,1138000000.0,2266000000.0,1715000000.0
Tax Provision,350000000.0,639000000.0,448000000.0,543000000.0,541000000.0
Pretax Income,2809000000.0,3097000000.0,1586000000.0,2809000000.0,2256000000.0
Other Income Expense,987000000.0,67000000.0,-862000000.0,139000000.0,-146000000.0
Special Income Charges,80000000.0,,,,0.0
Restructuring And Mergern Acquisition,-80000000.0,,,,0.0
Gain On Sale Of Security,907000000.0,67000000.0,-862000000.0,139000000.0,-146000000.0
Net Non Operating Interest Income Expense,-238000000.0,-258000000.0,-142000000.0,-154000000.0,-158000000.0
Interest Expense Non Operating,238000000.0,258000000.0,223000000.0,154000000.0,158000000.0
Operating Income,2060000000.0,3288000000.0,2590000000.0,2824000000.0,2560000000.0
Operating Expense,249000000.0,269000000.0,269000000.0,177000000.0,208000000.0
Other Operating Expenses,90000000.0,91000000.0,98000000.0,97000000.0,97000000.0
Selling General And Administration,159000000.0,178000000.0,171000000.0,80000000.0,111000000.0
General And Administrative Expense,159000000.0,178000000.0,171000000.0,80000000.0,111000000.0
Other Gand A,151000000.0,152000000.0,127000000.0,126000000.0,124000000.0
Salaries And Wages,8000000.0,26000000.0,44000000.0,-46000000.0,-13000000.0
Gross Profit,2309000000.0,3557000000.0,2859000000.0,3001000000.0,2768000000.0
Cost Of Revenue,7366000000.0,9155000000.0,8205000000.0,7400000000.0,7854000000.0
Total Revenue,9675000000.0,12712000000.0,11064000000.0,10401000000.0,10622000000.0
Operating Revenue,9675000000.0,12712000000.0,11064000000.0,10401000000.0,10622000000.0
