,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,-3500490.0,-4022538.0,-4340070.0,-4016053.770806,-1618267.056684
Tax Rate For Calcs,0.21,0.338,0.21,0.348586,0.324953
Normalized EBITDA,68883000.0,83918000.0,70717000.0,63413000.0,65467000.0
Total Unusual Items,-16669000.0,-11901000.0,-20667000.0,-11521000.0,-4980000.0
Total Unusual Items Excluding Goodwill,-16669000.0,-11901000.0,-20667000.0,-11521000.0,-4980000.0
Net Income From Continuing Operation Net Minority Interest,16911000.0,32301000.0,14400000.0,19322000.0,25960000.0
Reconciled Depreciation,15455000.0,14892000.0,14704000.0,14460000.0,14519000.0
Reconciled Cost Of Revenue,326882000.0,316427000.0,311104000.0,311099000.0,301545000.0
EBITDA,52214000.0,72017000.0,50050000.0,51892000.0,60487000.0
EBIT,36759000.0,57125000.0,35346000.0,37432000.0,45968000.0
Net Interest Income,-5755000.0,-6278000.0,-6392000.0,-7416000.0,-6717000.0
Interest Expense,7772000.0,7895000.0,8119000.0,8234000.0,8021000.0
Interest Income,2017000.0,1617000.0,1727000.0,818000.0,1304000.0
Normalized Income,30079510.0,40179462.0,30726930.0,26826946.229194,29321732.943316
Net Income From Continuing And Discontinued Operation,16911000.0,32301000.0,14400000.0,19322000.0,25960000.0
Total Expenses,540673000.0,527072000.0,519128000.0,525258000.0,509046000.0
Total Operating Income As Reported,30329000.0,52214000.0,31619000.0,34009000.0,42211000.0
Diluted Average Shares,33135000.0,33047000.0,32979000.0,32913000.0,32831000.0
Basic Average Shares,32745000.0,32706000.0,32670000.0,32635000.0,32624000.0
Diluted EPS,0.51,0.98,0.44,0.59,0.79
Basic EPS,0.52,0.99,0.44,0.59,0.8
Diluted NI Availto Com Stockholders,16911000.0,32301000.0,14400000.0,19322000.0,25960000.0
Net Income Common Stockholders,16911000.0,32301000.0,14400000.0,19322000.0,25960000.0
Net Income,16911000.0,32301000.0,14400000.0,19322000.0,25960000.0
Minority Interests,397000.0,-272000.0,-194000.0,302000.0,344000.0
Net Income Including Noncontrolling Interests,16514000.0,32573000.0,14594000.0,19020000.0,25616000.0
Net Income Continuous Operations,16514000.0,32573000.0,14594000.0,19020000.0,25616000.0
Tax Provision,12473000.0,16657000.0,12633000.0,10178000.0,12331000.0
Pretax Income,28987000.0,49230000.0,27227000.0,29198000.0,37947000.0
Other Income Expense,-12256000.0,-8607000.0,-18667000.0,-8916000.0,-2527000.0
Other Non Operating Income Expenses,2522000.0,1779000.0,1090000.0,1211000.0,1201000.0
Special Income Charges,-16669000.0,-11901000.0,-20667000.0,-11521000.0,-4980000.0
Write Off,,,,0.0,0.0
Restructuring And Mergern Acquisition,16669000.0,11901000.0,20667000.0,11521000.0,4980000.0
Earnings From Equity Interest,1891000.0,1515000.0,910000.0,1394000.0,1252000.0
Net Non Operating Interest Income Expense,-5755000.0,-6278000.0,-6392000.0,-7416000.0,-6717000.0
Interest Expense Non Operating,7772000.0,7895000.0,8119000.0,8234000.0,8021000.0
Interest Income Non Operating,2017000.0,1617000.0,1727000.0,818000.0,1304000.0
Operating Income,46998000.0,64115000.0,52286000.0,45530000.0,47191000.0
Operating Expense,203110000.0,200139000.0,197591000.0,203842000.0,197418000.0
Depreciation Amortization Depletion Income Statement,4774000.0,4386000.0,4271000.0,4143000.0,4436000.0
Depreciation And Amortization In Income Statement,4774000.0,4386000.0,4271000.0,4143000.0,4436000.0
Selling General And Administration,198336000.0,195753000.0,193320000.0,199699000.0,192982000.0
General And Administrative Expense,198336000.0,195753000.0,193320000.0,199699000.0,192982000.0
Other Gand A,56777000.0,58602000.0,57941000.0,57462000.0,57287000.0
Salaries And Wages,141559000.0,137151000.0,135379000.0,142237000.0,135695000.0
Gross Profit,250108000.0,264254000.0,249877000.0,249372000.0,244609000.0
Cost Of Revenue,337563000.0,326933000.0,321537000.0,321416000.0,311628000.0
Total Revenue,587671000.0,591187000.0,571414000.0,570788000.0,556237000.0
Operating Revenue,587671000.0,591187000.0,571414000.0,570788000.0,556237000.0
