,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-4573170.731707,-46144000.0,-8300751.879699,55860000.0,-101430000.0,,
Tax Rate For Calcs,0.182927,0.112,0.172932,0.21,0.21,,
Normalized EBITDA,40000000.0,4000000.0,173000000.0,57000000.0,256000000.0,,
Total Unusual Items,-25000000.0,-412000000.0,-48000000.0,266000000.0,-483000000.0,,
Total Unusual Items Excluding Goodwill,-25000000.0,-412000000.0,-48000000.0,266000000.0,-483000000.0,,
Net Income From Continuing Operation Net Minority Interest,-165000000.0,-422000000.0,-98000000.0,22000000.0,-331000000.0,,
Reconciled Depreciation,132000000.0,118000000.0,129000000.0,126000000.0,127000000.0,,
Reconciled Cost Of Revenue,2118000000.0,2016000000.0,2205000000.0,2223000000.0,2208000000.0,,
EBITDA,15000000.0,-408000000.0,125000000.0,323000000.0,-227000000.0,,
EBIT,-117000000.0,-526000000.0,-4000000.0,197000000.0,-354000000.0,,
Net Interest Income,-60000000.0,-45000000.0,-32000000.0,-15000000.0,-6000000.0,,
Interest Expense,129000000.0,128000000.0,129000000.0,130000000.0,128000000.0,,
Interest Income,69000000.0,83000000.0,97000000.0,115000000.0,122000000.0,,
Normalized Income,-144573170.731707,-56144000.0,-58300751.879699,-188140000.0,50570000.0,,
Net Income From Continuing And Discontinued Operation,-165000000.0,-422000000.0,-98000000.0,22000000.0,-331000000.0,,
Total Expenses,2479000000.0,2368000000.0,2551000000.0,2580000000.0,2541000000.0,,
Diluted Average Shares,545000000.0,523000000.0,505000000.0,477000000.0,450000000.0,,
Basic Average Shares,545000000.0,523000000.0,505000000.0,477000000.0,450000000.0,,
Diluted EPS,-0.3,-0.79,-0.19,0.05,-0.72,,
Basic EPS,-0.3,-0.79,-0.19,0.05,-0.72,,
Diluted NI Availto Com Stockholders,-162000000.0,-414000000.0,-96000000.0,22000000.0,-325000000.0,,
Net Income Common Stockholders,-162000000.0,-414000000.0,-96000000.0,22000000.0,-325000000.0,,
Preferred Stock Dividends,-3000000.0,-8000000.0,-2000000.0,,-6000000.0,-1000000.0,
Net Income,-165000000.0,-422000000.0,-98000000.0,22000000.0,-331000000.0,,
Minority Interests,36000000.0,158000000.0,12000000.0,-58000000.0,155000000.0,,
Net Income Including Noncontrolling Interests,-201000000.0,-580000000.0,-110000000.0,80000000.0,-486000000.0,,
Net Income Continuous Operations,-201000000.0,-580000000.0,-110000000.0,80000000.0,-486000000.0,,
Tax Provision,-45000000.0,-74000000.0,-23000000.0,-13000000.0,4000000.0,,
Pretax Income,-246000000.0,-654000000.0,-133000000.0,67000000.0,-482000000.0,,
Other Income Expense,-22000000.0,-411000000.0,-57000000.0,249000000.0,-488000000.0,,
Other Non Operating Income Expenses,2000000.0,8000000.0,-12000000.0,-20000000.0,-8000000.0,,
Special Income Charges,50000000.0,-20000000.0,62000000.0,9000000.0,-2000000.0,,
Gain On Sale Of Ppe,47000000.0,-3000000.0,2000000.0,-1000000.0,1000000.0,,
Gain On Sale Of Business,,,24000000.0,0.0,0.0,0.0,0.0
Other Special Charges,-3000000.0,,-38000000.0,-10000000.0,2000000.0,,
Write Off,2000000.0,10000000.0,,,0.0,0.0,
Restructuring And Mergern Acquisition,-2000000.0,7000000.0,2000000.0,0.0,1000000.0,,
Earnings From Equity Interest,1000000.0,1000000.0,3000000.0,3000000.0,3000000.0,,
Gain On Sale Of Security,-75000000.0,-392000000.0,-110000000.0,257000000.0,-481000000.0,,
Net Non Operating Interest Income Expense,-60000000.0,-45000000.0,-32000000.0,-15000000.0,-6000000.0,,
Total Other Finance Cost,,8000000.0,9000000.0,14000000.0,13000000.0,20000000.0,
Interest Expense Non Operating,129000000.0,128000000.0,129000000.0,130000000.0,128000000.0,,
Interest Income Non Operating,69000000.0,83000000.0,97000000.0,115000000.0,122000000.0,,
Operating Income,-164000000.0,-198000000.0,-44000000.0,-167000000.0,12000000.0,,
Operating Expense,361000000.0,352000000.0,346000000.0,357000000.0,333000000.0,,
Other Operating Expenses,154000000.0,151000000.0,141000000.0,155000000.0,150000000.0,,
Provision For Doubtful Accounts,,,0.0,0.0,0.0,,0.0
Selling General And Administration,207000000.0,201000000.0,205000000.0,202000000.0,183000000.0,,
Gross Profit,197000000.0,154000000.0,302000000.0,190000000.0,345000000.0,,
Cost Of Revenue,2118000000.0,2016000000.0,2205000000.0,2223000000.0,2208000000.0,,
Total Revenue,2315000000.0,2170000000.0,2507000000.0,2413000000.0,2553000000.0,,
Operating Revenue,2143000000.0,2002000000.0,2366000000.0,2221000000.0,2371000000.0,,
