,2025-06-30,2025-03-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,25924.357035,742965.517241,-34857.539132,25641196.290147,0.0,
Tax Rate For Calcs,0.057867,0.267832,0.043194,0.15,0.0,
Normalized EBITDA,-5412000.0,-4549000.0,-3911000.0,-14987230.773979,-6035979.141378,
Total Unusual Items,448000.0,2774000.0,-807000.0,170941308.600981,-1338069.863825,
Total Unusual Items Excluding Goodwill,448000.0,2774000.0,-807000.0,170941308.600981,-1338069.863825,
Net Income From Continuing Operation Net Minority Interest,-4982000.0,-1550000.0,-4829000.0,130066951.052581,-7665778.5672,
Reconciled Depreciation,316000.0,332000.0,314000.0,290920.494317,277667.9871,
Reconciled Cost Of Revenue,,,,290920.494317,287892.243931,293984.622343
EBITDA,-4964000.0,-1775000.0,-4718000.0,155954077.827002,-7374049.005203,
EBIT,-5280000.0,-2107000.0,-5032000.0,155663157.332685,-7651716.992303,
Net Interest Income,222000.0,240000.0,60000.0,85305.508075,137655.417407,
Interest Expense,8000.0,10000.0,15000.0,13961.993034,14061.574896,
Interest Income,230000.0,250000.0,75000.0,99267.50111,151716.992303,
Normalized Income,-5404075.642965,-3581034.482759,-4056857.539132,-15233161.258253,-6327708.703375,
Net Income From Continuing And Discontinued Operation,-4982000.0,-1550000.0,-4829000.0,130066951.052581,-7665778.5672,
Total Expenses,4698000.0,4147000.0,4300000.0,15377418.769405,6465364.120782,
Rent Expense Supplemental,,,,,,25629.428615
Total Operating Income As Reported,6554000.0,5104000.0,-6173000.0,-9971628.895153,-7803433.984606,
Diluted Average Shares,196603088.0,192568062.0,184205111.0,,178223074.0,173110082.0
Basic Average Shares,196603088.0,192568062.0,184205111.0,,178223074.0,173110082.0
Diluted EPS,-0.03,-0.01,-0.03,,-0.044405,-0.045228
Basic EPS,-0.03,-0.01,-0.03,,-0.044405,-0.045228
Diluted NI Availto Com Stockholders,-4982000.0,-1550000.0,-4829000.0,130066951.052581,-7665778.5672,
Net Income Common Stockholders,-4982000.0,-1550000.0,-4829000.0,130066951.052581,-7665778.5672,
Net Income,-4982000.0,-1550000.0,-4829000.0,130066951.052581,-7665778.5672,
Net Income Including Noncontrolling Interests,-4982000.0,-1550000.0,-4829000.0,130066951.052581,-7665778.5672,
Net Income Continuous Operations,-4982000.0,-1550000.0,-4829000.0,130066951.052581,-7665778.5672,
Tax Provision,-306000.0,-567000.0,-218000.0,,,
Pretax Income,-5288000.0,-2117000.0,-5047000.0,155649195.339651,-7665778.5672,
Other Income Expense,-812000.0,1790000.0,-807000.0,170941308.600981,-1338069.863825,
Special Income Charges,-1137000.0,-955000.0,-2210000.0,170616386.16893,-1461663.706335,
Gain On Sale Of Business,0.0,,-423000.0,,,
Restructuring And Mergern Acquisition,1137000.0,955000.0,1787000.0,,1461663.706335,
Earnings From Equity Interest,-1260000.0,-984000.0,,,,
Gain On Sale Of Security,1585000.0,3729000.0,1403000.0,324922.432051,123593.84251,
Net Non Operating Interest Income Expense,222000.0,240000.0,60000.0,85305.508075,137655.417407,
Interest Expense Non Operating,8000.0,10000.0,15000.0,13961.993034,14061.574896,
Interest Income Non Operating,230000.0,250000.0,75000.0,99267.50111,151716.992303,
Operating Income,-4698000.0,-4147000.0,-4300000.0,-15377418.769405,-6465364.120782,
Operating Expense,4698000.0,4147000.0,4300000.0,15086498.275089,6177471.87685,
Other Operating Expenses,6000.0,6000.0,1039000.0,6260523.906282,912522.202487,
Selling General And Administration,4692000.0,4141000.0,4300000.0,8825974.368807,5264949.674364,
Selling And Marketing Expense,,,,62048.523502,35523.978686,73873.058948
General And Administrative Expense,4692000.0,4141000.0,4300000.0,8763925.845305,5229425.695678,
Other Gand A,2321000.0,2244000.0,2811000.0,4917377.798953,2172883.362937,
Rent And Landing Fees,,,,,,25629.428615
Salaries And Wages,2371000.0,1897000.0,1489000.0,3846548.046352,3056542.332741,
Gross Profit,,,,-290920.494317,-287892.243931,-293984.622343
Cost Of Revenue,,,,290920.494317,287892.243931,293984.622343
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
