,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.22,0.23,0.21,0.133763,0.21,
Normalized EBITDA,10416000.0,7571000.0,7751000.0,15158000.0,8261000.0,
Net Income From Continuing Operation Net Minority Interest,8083000.0,6077000.0,6568000.0,13159000.0,7019000.0,
Reconciled Depreciation,1193000.0,1210000.0,1474000.0,1863000.0,1193000.0,
Reconciled Cost Of Revenue,73786000.0,69530000.0,61705000.0,76278000.0,66976000.0,
EBITDA,10416000.0,7571000.0,7751000.0,15158000.0,8261000.0,
EBIT,9223000.0,6361000.0,6277000.0,13295000.0,7068000.0,
Normalized Income,8083000.0,6077000.0,6568000.0,13159000.0,7019000.0,
Net Income From Continuing And Discontinued Operation,8083000.0,6077000.0,6568000.0,13159000.0,7019000.0,
Total Expenses,82600000.0,78699000.0,70376000.0,85121000.0,76073000.0,
Total Operating Income As Reported,9223000.0,6361000.0,6277000.0,13295000.0,7068000.0,
Diluted Average Shares,7131000.0,7128000.0,7117000.0,,7108000.0,7106000.0
Basic Average Shares,7131000.0,7128000.0,7117000.0,,7108000.0,7106000.0
Diluted EPS,1.13,0.85,0.92,,0.99,0.77
Basic EPS,1.13,0.85,0.92,,0.99,0.77
Diluted NI Availto Com Stockholders,8083000.0,6077000.0,6568000.0,13159000.0,7019000.0,
Net Income Common Stockholders,8083000.0,6077000.0,6568000.0,13159000.0,7019000.0,
Net Income,8083000.0,6077000.0,6568000.0,13159000.0,7019000.0,
Net Income Including Noncontrolling Interests,8083000.0,6077000.0,6568000.0,13159000.0,7019000.0,
Net Income Continuous Operations,8083000.0,6077000.0,6568000.0,13159000.0,7019000.0,
Tax Provision,2290000.0,1769000.0,1784000.0,2032000.0,1824000.0,
Pretax Income,10373000.0,7846000.0,8352000.0,15191000.0,8843000.0,
Other Income Expense,1150000.0,1485000.0,2075000.0,1896000.0,1775000.0,
Other Non Operating Income Expenses,1150000.0,1485000.0,2075000.0,1896000.0,1775000.0,
Operating Income,9223000.0,6361000.0,6277000.0,13295000.0,7068000.0,
Operating Expense,8000000.0,8338000.0,7576000.0,7358000.0,8331000.0,
Depreciation Amortization Depletion Income Statement,379000.0,379000.0,379000.0,378000.0,427000.0,
Depreciation And Amortization In Income Statement,379000.0,379000.0,379000.0,378000.0,427000.0,
Amortization,379000.0,379000.0,379000.0,378000.0,427000.0,
Amortization Of Intangibles Income Statement,379000.0,379000.0,379000.0,378000.0,427000.0,
Selling General And Administration,7621000.0,7959000.0,7197000.0,6980000.0,7904000.0,
Gross Profit,17223000.0,14699000.0,13853000.0,20653000.0,15399000.0,
Cost Of Revenue,74600000.0,70361000.0,62800000.0,77763000.0,67742000.0,
Total Revenue,91823000.0,85060000.0,76653000.0,98416000.0,83141000.0,
Operating Revenue,91823000.0,85060000.0,76653000.0,98416000.0,83141000.0,
