,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-693000.0,-641000.0,1023000.0,-265000.0,1761000.0,,
Total Unusual Items,,,-3861000.0,0.0,0.0,,-2284000.0
Total Unusual Items Excluding Goodwill,,,-3861000.0,0.0,0.0,,-2284000.0
Net Income From Continuing Operation Net Minority Interest,-2489000.0,-2432000.0,-4497000.0,-2122000.0,-99000.0,,
Reconciled Depreciation,1305000.0,1305000.0,1314000.0,1320000.0,1329000.0,,
Reconciled Cost Of Revenue,3357000.0,3165000.0,3819000.0,3490000.0,3458000.0,,
EBITDA,-693000.0,-641000.0,-2838000.0,-265000.0,1761000.0,,
EBIT,-1998000.0,-1946000.0,-4152000.0,-1585000.0,432000.0,,
Net Interest Income,-265000.0,-417000.0,-440000.0,-469000.0,-477000.0,,
Interest Expense,491000.0,486000.0,515000.0,537000.0,531000.0,,
Interest Income,226000.0,69000.0,75000.0,68000.0,54000.0,,
Normalized Income,-2489000.0,-2432000.0,-636000.0,-2122000.0,-99000.0,,
Net Income From Continuing And Discontinued Operation,-2489000.0,-2432000.0,-4497000.0,-2122000.0,-99000.0,,
Total Expenses,9887000.0,8827000.0,9942000.0,10450000.0,8921000.0,,
Total Operating Income As Reported,-2224000.0,-2015000.0,-4227000.0,-1653000.0,-486000.0,,
Diluted Average Shares,4171161.0,4171161.0,,4038988.0,3506025.0,3506025.0,
Basic Average Shares,4171161.0,4171161.0,,4038988.0,3506025.0,3506025.0,
Diluted EPS,-0.6,-0.58,,-0.53,-0.03,-0.96,
Basic EPS,-0.6,-0.58,,-0.53,-0.03,-0.96,
Diluted NI Availto Com Stockholders,-2489000.0,-2432000.0,-4497000.0,-2122000.0,-99000.0,,
Net Income Common Stockholders,-2489000.0,-2432000.0,-4497000.0,-2122000.0,-99000.0,,
Net Income,-2489000.0,-2432000.0,-4497000.0,-2122000.0,-99000.0,,
Net Income Including Noncontrolling Interests,-2489000.0,-2432000.0,-4497000.0,-2122000.0,-99000.0,,
Net Income Continuous Operations,-2489000.0,-2432000.0,-4497000.0,-2122000.0,-99000.0,,
Pretax Income,-2489000.0,-2432000.0,-4667000.0,-2122000.0,-99000.0,,
Other Income Expense,,,-3861000.0,,864000.0,,-2284000.0
Other Non Operating Income Expenses,,,0.0,,864000.0,,
Special Income Charges,,,-3861000.0,0.0,0.0,,-2284000.0
Other Special Charges,,,,,,,0.0
Net Non Operating Interest Income Expense,-265000.0,-417000.0,-440000.0,-469000.0,-477000.0,,
Interest Expense Non Operating,491000.0,486000.0,515000.0,537000.0,531000.0,,
Interest Income Non Operating,226000.0,69000.0,75000.0,68000.0,54000.0,,
Operating Income,-2224000.0,-2015000.0,-366000.0,-1653000.0,-486000.0,,
Operating Expense,6530000.0,5662000.0,6123000.0,6960000.0,5463000.0,,
Research And Development,86000.0,96000.0,200000.0,243000.0,199000.0,,
Selling General And Administration,6444000.0,5566000.0,5923000.0,6717000.0,5264000.0,,
Selling And Marketing Expense,3533000.0,2993000.0,3209000.0,3048000.0,3054000.0,,
General And Administrative Expense,2911000.0,2573000.0,2714000.0,3669000.0,2210000.0,,
Other Gand A,2911000.0,2573000.0,2714000.0,3669000.0,2210000.0,,
Gross Profit,4306000.0,3647000.0,5757000.0,5307000.0,4977000.0,,
Cost Of Revenue,3357000.0,3165000.0,3819000.0,3490000.0,3458000.0,,
Total Revenue,7663000.0,6812000.0,9576000.0,8797000.0,8435000.0,,
Operating Revenue,7663000.0,6812000.0,9576000.0,8797000.0,8435000.0,,
