,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-3605910.0,24135510.0,-15570870.0,2092.269095,-2150610.0
Tax Rate For Calcs,0.21,0.21,0.21,0.002137,0.21
Normalized EBITDA,41366000.0,31843000.0,3355000.0,6978000.0,12221000.0
Total Unusual Items,-17171000.0,114931000.0,-74147000.0,979000.0,-10241000.0
Total Unusual Items Excluding Goodwill,-17171000.0,114931000.0,-74147000.0,979000.0,-10241000.0
Net Income From Continuing Operation Net Minority Interest,-58859000.0,131565000.0,-114305000.0,-32993000.0,-36740000.0
Reconciled Depreciation,33998000.0,25012000.0,19234000.0,19492000.0,20163000.0
EBITDA,24195000.0,146774000.0,-70792000.0,7957000.0,1980000.0
EBIT,-9803000.0,121762000.0,-90026000.0,-11535000.0,-18183000.0
Net Interest Income,-59204000.0,-43112000.0,-33312000.0,-31513000.0,-29690000.0
Interest Expense,59204000.0,43112000.0,33312000.0,31513000.0,29690000.0
Normalized Income,-45293910.0,40769510.0,-55728870.0,-33969907.730905,-28649610.0
Net Income From Continuing And Discontinued Operation,-58859000.0,131565000.0,-114305000.0,-32993000.0,-36740000.0
Total Expenses,115975000.0,99712000.0,85184000.0,88054000.0,87004000.0
Diluted Average Shares,114880817.0,122758859.0,113856854.0,109723831.0,105039831.0
Basic Average Shares,114880817.0,114101860.0,113856854.0,109723831.0,105039831.0
Diluted EPS,-0.73,0.89,-1.24,-0.45,-0.52
Basic EPS,-0.73,0.95,-1.24,-0.45,-0.52
Diluted NI Availto Com Stockholders,-83898000.0,108257000.0,-133556000.0,-49971000.0,-54350000.0
Net Income Common Stockholders,-83898000.0,108257000.0,-133556000.0,-49971000.0,-54350000.0
Preferred Stock Dividends,25039000.0,23308000.0,19251000.0,16978000.0,17610000.0
Net Income,-58859000.0,131565000.0,-114305000.0,-32993000.0,-36740000.0
Minority Interests,11100000.0,11401000.0,10366000.0,9963000.0,11400000.0
Net Income Including Noncontrolling Interests,-69959000.0,120164000.0,-124671000.0,-42956000.0,-48140000.0
Net Income Continuous Operations,-69959000.0,120164000.0,-124671000.0,-42956000.0,-48140000.0
Tax Provision,952000.0,-41514000.0,1333000.0,-92000.0,267000.0
Pretax Income,-69007000.0,78650000.0,-123338000.0,-43048000.0,-47873000.0
Other Income Expense,-16114000.0,125313000.0,-85606000.0,-6792000.0,-16066000.0
Other Non Operating Income Expenses,3052000.0,3693000.0,5039000.0,6537000.0,6963000.0
Special Income Charges,-17171000.0,114931000.0,-74147000.0,979000.0,-10241000.0
Gain On Sale Of Ppe,0.0,119828000.0,-225000.0,2758000.0,-150000.0
Other Special Charges,4066000.0,7000.0,502000.0,-747000.0,9170000.0
Write Off,4401000.0,1375000.0,72336000.0,0.0,0.0
Restructuring And Mergern Acquisition,8704000.0,3515000.0,1084000.0,2526000.0,921000.0
Earnings From Equity Interest,-1995000.0,6689000.0,-16498000.0,-14308000.0,-12788000.0
Net Non Operating Interest Income Expense,-59204000.0,-43112000.0,-33312000.0,-31513000.0,-29690000.0
Interest Expense Non Operating,59204000.0,43112000.0,33312000.0,31513000.0,29690000.0
Operating Income,6311000.0,-3551000.0,-4420000.0,-4743000.0,-2117000.0
Operating Expense,115975000.0,99712000.0,85184000.0,88054000.0,87004000.0
Other Operating Expenses,78115000.0,69587000.0,61842000.0,65573000.0,64001000.0
Depreciation Amortization Depletion Income Statement,33998000.0,25012000.0,19234000.0,19492000.0,20163000.0
Depreciation And Amortization In Income Statement,33998000.0,25012000.0,19234000.0,19492000.0,20163000.0
Selling General And Administration,3862000.0,5113000.0,4108000.0,2989000.0,2840000.0
General And Administrative Expense,3862000.0,5113000.0,4108000.0,2989000.0,2840000.0
Other Gand A,3862000.0,5113000.0,4108000.0,2989000.0,2840000.0
Total Revenue,122286000.0,96161000.0,80764000.0,83311000.0,84887000.0
Operating Revenue,122007000.0,96160000.0,80732000.0,83311000.0,84887000.0
