,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,-3948000.0,-438000.0,-6930000.0,-14490000.0,-3910407.239819,
Tax Rate For Calcs,0.21,0.292,0.21,0.21,0.131222,
Normalized EBITDA,304700000.0,383900000.0,412400000.0,444600000.0,284000000.0,
Total Unusual Items,-18800000.0,-1500000.0,-33000000.0,-69000000.0,-29800000.0,
Total Unusual Items Excluding Goodwill,-18800000.0,-1500000.0,-33000000.0,-69000000.0,-29800000.0,
Net Income From Continuing Operation Net Minority Interest,101900000.0,90400000.0,194900000.0,91100000.0,-19200000.0,
Reconciled Depreciation,130100000.0,128400000.0,139600000.0,154700000.0,155000000.0,
Reconciled Cost Of Revenue,2878700000.0,2623800000.0,2576400000.0,2630700000.0,2883200000.0,
EBITDA,285900000.0,382400000.0,379400000.0,375600000.0,254200000.0,
EBIT,155800000.0,254000000.0,239800000.0,220900000.0,99200000.0,
Net Interest Income,-80200000.0,-77200000.0,-74600000.0,-78600000.0,-78400000.0,
Interest Expense,129100000.0,126400000.0,114400000.0,131400000.0,121300000.0,
Interest Income,48900000.0,49200000.0,39800000.0,52800000.0,42900000.0,
Normalized Income,116752000.0,91462000.0,220970000.0,145610000.0,6689592.760181,
Net Income From Continuing And Discontinued Operation,101900000.0,90400000.0,194900000.0,91100000.0,-11200000.0,
Total Expenses,3751800000.0,3490800000.0,3431600000.0,3427800000.0,3711800000.0,
Diluted Average Shares,151728000.0,151699000.0,151710000.0,151465000.0,150394000.0,
Basic Average Shares,151231000.0,151028000.0,150725000.0,150580000.0,150394000.0,
Diluted EPS,0.67,0.6,1.28,0.6,-0.07,
Basic EPS,0.67,0.6,1.29,0.61,-0.07,
Diluted NI Availto Com Stockholders,101900000.0,90400000.0,194900000.0,91100000.0,-11200000.0,
Average Dilution Earnings,,,,,,0.0
Net Income Common Stockholders,101900000.0,90400000.0,194900000.0,91100000.0,-11200000.0,
Net Income,101900000.0,90400000.0,194900000.0,91100000.0,-11200000.0,
Minority Interests,,,,,,0.0
Net Income Including Noncontrolling Interests,101900000.0,90400000.0,194900000.0,91100000.0,-11200000.0,
Net Income Discontinuous Operations,0.0,,0.0,0.0,8000000.0,-28300000.0
Net Income Continuous Operations,101900000.0,90400000.0,194900000.0,91100000.0,-19200000.0,
Tax Provision,-75200000.0,37200000.0,-69500000.0,-1600000.0,-2900000.0,
Pretax Income,26700000.0,127600000.0,125400000.0,89500000.0,-22100000.0,
Other Income Expense,-86500000.0,-49000000.0,-88900000.0,-155400000.0,-256300000.0,
Other Non Operating Income Expenses,-67700000.0,-47500000.0,-55900000.0,-86400000.0,-226500000.0,
Special Income Charges,-18800000.0,-1500000.0,-33000000.0,-69000000.0,-29800000.0,
Gain On Sale Of Business,0.0,-300000.0,0.0,0.0,0.0,
Write Off,0.0,0.0,0.0,46900000.0,0.0,
Restructuring And Mergern Acquisition,18800000.0,1200000.0,33000000.0,22100000.0,29800000.0,
Net Non Operating Interest Income Expense,-80200000.0,-77200000.0,-74600000.0,-78600000.0,-78400000.0,
Interest Expense Non Operating,129100000.0,126400000.0,114400000.0,131400000.0,121300000.0,
Interest Income Non Operating,48900000.0,49200000.0,39800000.0,52800000.0,42900000.0,
Operating Income,193400000.0,253800000.0,288900000.0,323500000.0,312600000.0,
Operating Expense,873100000.0,867000000.0,855200000.0,797100000.0,828600000.0,
Provision For Doubtful Accounts,2700000.0,14500000.0,12500000.0,7100000.0,2800000.0,
Selling General And Administration,870400000.0,852500000.0,842700000.0,790000000.0,825800000.0,
Gross Profit,1066500000.0,1120800000.0,1144100000.0,1120600000.0,1141200000.0,
Cost Of Revenue,2878700000.0,2623800000.0,2576400000.0,2630700000.0,2883200000.0,
Total Revenue,3945200000.0,3744600000.0,3720500000.0,3751300000.0,4024400000.0,
Operating Revenue,3945200000.0,3744600000.0,3720500000.0,3751300000.0,4024400000.0,
