,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,,
Normalized EBITDA,-13800000.0,-18703000.0,-101506000.0,-39169000.0,-42606000.0,,
Net Income From Continuing Operation Net Minority Interest,-19313000.0,-39912000.0,-81259000.0,-61030000.0,-42578000.0,,
Reconciled Depreciation,4080000.0,4844000.0,6323000.0,4384000.0,4395000.0,,
Reconciled Cost Of Revenue,215282000.0,173616000.0,233489000.0,245453000.0,317936000.0,,
EBITDA,-13800000.0,-18703000.0,-101506000.0,-39169000.0,-42606000.0,,
EBIT,-17880000.0,-23547000.0,-107829000.0,-43553000.0,-47001000.0,,
Net Interest Income,889000.0,762000.0,185000.0,1554000.0,2309000.0,,
Interest Income,889000.0,,2388000.0,1554000.0,2309000.0,,4950000.0
Normalized Income,-19313000.0,-39912000.0,-81259000.0,-61030000.0,-42578000.0,,
Net Income From Continuing And Discontinued Operation,-19313000.0,-39912000.0,-81259000.0,-61030000.0,-42578000.0,,
Total Expenses,300131000.0,255295000.0,346041000.0,354981000.0,445105000.0,,
Total Operating Income As Reported,-17880000.0,-23547000.0,-42890000.0,-43553000.0,-47001000.0,,
Diluted Average Shares,57503000.0,53661000.0,49048000.0,45771000.0,45742000.0,,
Basic Average Shares,57503000.0,53661000.0,49048000.0,45771000.0,45742000.0,,
Diluted EPS,-0.34,-0.74,-1.66,-1.33,-0.93,,
Basic EPS,-0.34,-0.74,-1.66,-1.33,-0.93,,
Diluted NI Availto Com Stockholders,-19313000.0,-39912000.0,-81259000.0,-61030000.0,-42578000.0,,
Net Income Common Stockholders,-19313000.0,-39912000.0,-81259000.0,-61030000.0,-42578000.0,,
Otherunder Preferred Stock Dividend,,,,,,,0.0
Net Income,-19313000.0,-39912000.0,-81259000.0,-61030000.0,-42578000.0,,
Minority Interests,0.0,,,,0.0,,
Net Income Including Noncontrolling Interests,-19313000.0,-39912000.0,-81259000.0,-61030000.0,-42578000.0,,
Net Income Continuous Operations,-19313000.0,-39912000.0,-81259000.0,-61030000.0,-42578000.0,,
Tax Provision,287000.0,194000.0,49000.0,189000.0,117000.0,,
Pretax Income,-19026000.0,-39718000.0,-81210000.0,-60841000.0,-42461000.0,,
Other Income Expense,-2035000.0,-16933000.0,-38505000.0,-18842000.0,2231000.0,,
Other Non Operating Income Expenses,-2035000.0,-16933000.0,34722000.0,-18842000.0,2231000.0,,
Net Non Operating Interest Income Expense,889000.0,762000.0,185000.0,1554000.0,2309000.0,,
Total Other Finance Cost,,-762000.0,,,,-2717000.0,
Interest Income Non Operating,889000.0,,2388000.0,1554000.0,2309000.0,,4950000.0
Operating Income,-17880000.0,-23547000.0,-42890000.0,-43553000.0,-47001000.0,,
Operating Expense,84849000.0,81679000.0,112552000.0,109528000.0,127169000.0,,
Other Operating Expenses,9331000.0,9357000.0,12212000.0,12425000.0,15006000.0,,
Research And Development,23221000.0,26718000.0,29988000.0,27673000.0,27342000.0,,
Selling General And Administration,52297000.0,45604000.0,70352000.0,69430000.0,84821000.0,,
Selling And Marketing Expense,38209000.0,31290000.0,52509000.0,51859000.0,66290000.0,,
General And Administrative Expense,14088000.0,14314000.0,17843000.0,17571000.0,18531000.0,,
Other Gand A,14088000.0,14314000.0,17843000.0,17571000.0,18531000.0,,
Gross Profit,66969000.0,58132000.0,69662000.0,65975000.0,80168000.0,,
Cost Of Revenue,215282000.0,173616000.0,233489000.0,245453000.0,317936000.0,,
Total Revenue,282251000.0,231748000.0,303151000.0,311428000.0,398104000.0,,
Operating Revenue,282251000.0,231748000.0,303151000.0,311428000.0,398104000.0,,
