,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,19812982.296868,20700000.0,21252131.546894,18630000.0,19646668.876367
Tax Rate For Calcs,0.225148,0.23,0.221376,0.207,0.220749
Normalized EBITDA,12795000000.0,12592000000.0,12622000000.0,10342000000.0,12126000000.0
Total Unusual Items,88000000.0,90000000.0,96000000.0,90000000.0,89000000.0
Total Unusual Items Excluding Goodwill,88000000.0,90000000.0,96000000.0,90000000.0,89000000.0
Net Income From Continuing Operation Net Minority Interest,5003000000.0,4879000000.0,5005000000.0,3306000000.0,4593000000.0
Reconciled Depreciation,4635000000.0,4577000000.0,4506000000.0,4458000000.0,4483000000.0
Reconciled Cost Of Revenue,13885000000.0,13056000000.0,15514000000.0,13240000000.0,12471000000.0
EBITDA,12883000000.0,12682000000.0,12718000000.0,10432000000.0,12215000000.0
EBIT,8248000000.0,8105000000.0,8212000000.0,5974000000.0,7732000000.0
Net Interest Income,-1584000000.0,-1569000000.0,-1566000000.0,-1575000000.0,-1615000000.0
Interest Expense,1639000000.0,1632000000.0,1644000000.0,1672000000.0,1698000000.0
Interest Income,55000000.0,63000000.0,78000000.0,97000000.0,83000000.0
Normalized Income,4934812982.296868,4809700000.0,4930252131.546894,3234630000.0,4523646668.876367
Net Income From Continuing And Discontinued Operation,5003000000.0,4879000000.0,5005000000.0,3306000000.0,4593000000.0
Total Expenses,26332000000.0,25507000000.0,28260000000.0,27404000000.0,24978000000.0
Total Operating Income As Reported,8172000000.0,7978000000.0,7421000000.0,5926000000.0,7818000000.0
Diluted Average Shares,4228000000.0,4226000000.0,4227000000.0,4225000000.0,4221000000.0
Basic Average Shares,4224000000.0,4222000000.0,4222000000.0,4220000000.0,4215000000.0
Diluted EPS,1.18,1.15,1.18,0.78,1.09
Basic EPS,1.18,1.16,1.19,0.78,1.09
Diluted NI Availto Com Stockholders,5003000000.0,4879000000.0,5005000000.0,3306000000.0,4593000000.0
Net Income Common Stockholders,5003000000.0,4879000000.0,5005000000.0,3306000000.0,4593000000.0
Net Income,5003000000.0,4879000000.0,5005000000.0,3306000000.0,4593000000.0
Minority Interests,-118000000.0,-104000000.0,-109000000.0,-105000000.0,-109000000.0
Net Income Including Noncontrolling Interests,5121000000.0,4983000000.0,5114000000.0,3411000000.0,4702000000.0
Net Income Continuous Operations,5121000000.0,4983000000.0,5114000000.0,3411000000.0,4702000000.0
Tax Provision,1488000000.0,1490000000.0,1454000000.0,891000000.0,1332000000.0
Pretax Income,6609000000.0,6473000000.0,6568000000.0,4302000000.0,6034000000.0
Other Income Expense,21000000.0,64000000.0,713000000.0,-49000000.0,-169000000.0
Other Non Operating Income Expenses,-64000000.0,-32000000.0,623000000.0,-115000000.0,-244000000.0
Special Income Charges,88000000.0,90000000.0,96000000.0,90000000.0,89000000.0
Other Special Charges,-88000000.0,-90000000.0,-96000000.0,-90000000.0,-89000000.0
Earnings From Equity Interest,-3000000.0,6000000.0,-6000000.0,-24000000.0,-14000000.0
Net Non Operating Interest Income Expense,-1584000000.0,-1569000000.0,-1566000000.0,-1575000000.0,-1615000000.0
Interest Expense Non Operating,1639000000.0,1632000000.0,1644000000.0,1672000000.0,1698000000.0
Interest Income Non Operating,55000000.0,63000000.0,78000000.0,97000000.0,83000000.0
Operating Income,8172000000.0,7978000000.0,7421000000.0,5926000000.0,7818000000.0
Operating Expense,12447000000.0,12451000000.0,12746000000.0,14164000000.0,12507000000.0
Depreciation Amortization Depletion Income Statement,4635000000.0,4577000000.0,4506000000.0,4458000000.0,4483000000.0
Depreciation And Amortization In Income Statement,4635000000.0,4577000000.0,4506000000.0,4458000000.0,4483000000.0
Selling General And Administration,7812000000.0,7874000000.0,8240000000.0,9706000000.0,8024000000.0
Gross Profit,20619000000.0,20429000000.0,20167000000.0,20090000000.0,20325000000.0
Cost Of Revenue,13885000000.0,13056000000.0,15514000000.0,13240000000.0,12471000000.0
Total Revenue,34504000000.0,33485000000.0,35681000000.0,33330000000.0,32796000000.0
Operating Revenue,34504000000.0,33485000000.0,35681000000.0,33330000000.0,32796000000.0
