,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,2195340.0,187740.0,-3789907.432792,-2512440.0,-1032570.0
Tax Rate For Calcs,0.21,0.21,0.034884,0.21,0.21
Normalized EBITDA,17247000.0,17953000.0,19984000.0,23097000.0,23413000.0
Total Unusual Items,10454000.0,894000.0,-108643000.0,-11964000.0,-4917000.0
Total Unusual Items Excluding Goodwill,10454000.0,894000.0,-108643000.0,-11964000.0,-4917000.0
Net Income From Continuing Operation Net Minority Interest,7700000.0,1122000.0,-103500000.0,-14815000.0,-6696000.0
Reconciled Depreciation,9076000.0,8975000.0,12161000.0,13687000.0,14031000.0
Reconciled Cost Of Revenue,140408000.0,134918000.0,138553000.0,142070000.0,142136000.0
EBITDA,27701000.0,18847000.0,-88659000.0,11133000.0,18496000.0
EBIT,18625000.0,9872000.0,-100820000.0,-2554000.0,4465000.0
Net Interest Income,-4706000.0,-4983000.0,-6421000.0,-7650000.0,-8659000.0
Interest Expense,4706000.0,4983000.0,6421000.0,7650000.0,8659000.0
Normalized Income,-558660.0,415740.0,1353092.567208,-5363440.0,-2811570.0
Net Income From Continuing And Discontinued Operation,7700000.0,1122000.0,-103500000.0,-14815000.0,-6696000.0
Total Expenses,191593000.0,184301000.0,193195000.0,198396000.0,195827000.0
Total Operating Income As Reported,14683000.0,8804000.0,-106817000.0,8916000.0,7934000.0
Diluted Average Shares,12600000.0,12600000.0,12300000.0,12330000.0,12300000.0
Basic Average Shares,12400000.0,12300000.0,12300000.0,12330000.0,12300000.0
Diluted EPS,0.61,0.09,-8.39,-1.2,-0.54
Basic EPS,0.62,0.09,-8.39,-1.2,-0.54
Diluted NI Availto Com Stockholders,7700000.0,1122000.0,-103500000.0,-14815000.0,-6696000.0
Net Income Common Stockholders,7700000.0,1122000.0,-103500000.0,-14815000.0,-6696000.0
Net Income,7700000.0,1122000.0,-103500000.0,-14815000.0,-6696000.0
Net Income Including Noncontrolling Interests,7700000.0,1122000.0,-103500000.0,-14815000.0,-6696000.0
Net Income Continuous Operations,7700000.0,1122000.0,-103500000.0,-14815000.0,-6696000.0
Tax Provision,6219000.0,3767000.0,-3741000.0,4611000.0,2502000.0
Pretax Income,13919000.0,4889000.0,-107241000.0,-10204000.0,-4194000.0
Other Income Expense,10454000.0,894000.0,-108643000.0,-11964000.0,-4917000.0
Special Income Charges,6512000.0,-174000.0,-115192000.0,-2333000.0,-1911000.0
Gain On Sale Of Ppe,-207000.0,-123000.0,-377000.0,85000.0,-220000.0
Other Special Charges,-6903000.0,,-4308000.0,1839000.0,463000.0
Restructuring And Mergern Acquisition,184000.0,51000.0,0.0,579000.0,1228000.0
Gain On Sale Of Security,3942000.0,1068000.0,6549000.0,-9631000.0,-3006000.0
Net Non Operating Interest Income Expense,-4706000.0,-4983000.0,-6421000.0,-7650000.0,-8659000.0
Interest Expense Non Operating,4706000.0,4983000.0,6421000.0,7650000.0,8659000.0
Operating Income,8171000.0,8978000.0,7823000.0,9410000.0,9382000.0
Operating Expense,51185000.0,49383000.0,54642000.0,56326000.0,53691000.0
Selling General And Administration,51185000.0,49383000.0,54642000.0,56326000.0,53691000.0
Gross Profit,59356000.0,58361000.0,62465000.0,65736000.0,63073000.0
Cost Of Revenue,140408000.0,134918000.0,138553000.0,142070000.0,142136000.0
Total Revenue,199764000.0,193279000.0,201018000.0,207806000.0,205209000.0
Operating Revenue,199764000.0,193279000.0,201018000.0,207806000.0,205209000.0
