,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,-15529411.764706,-26167381.974249,-7493670.886076,-21036585.365854,-44354430.379747,
Tax Rate For Calcs,0.277311,0.287554,0.101266,0.280488,0.303797,
Normalized EBITDA,550000000.0,106000000.0,389000000.0,579000000.0,620000000.0,
Total Unusual Items,-56000000.0,-91000000.0,-74000000.0,-75000000.0,-146000000.0,
Total Unusual Items Excluding Goodwill,-56000000.0,-91000000.0,-74000000.0,-75000000.0,-146000000.0,
Net Income From Continuing Operation Net Minority Interest,172000000.0,-166000000.0,71000000.0,236000000.0,220000000.0,
Reconciled Depreciation,199000000.0,194000000.0,190000000.0,139000000.0,128000000.0,
Reconciled Cost Of Revenue,3019000000.0,2882000000.0,3003000000.0,2373000000.0,2159000000.0,
EBITDA,494000000.0,15000000.0,315000000.0,504000000.0,474000000.0,
EBIT,295000000.0,-179000000.0,125000000.0,365000000.0,346000000.0,
Net Interest Income,-35000000.0,-28000000.0,-14000000.0,-9000000.0,-6000000.0,
Interest Expense,57000000.0,54000000.0,46000000.0,37000000.0,30000000.0,
Interest Income,22000000.0,26000000.0,32000000.0,28000000.0,24000000.0,
Normalized Income,212470588.235294,-101167381.974249,137506329.113924,289963414.634146,321645569.620253,
Net Income From Continuing And Discontinued Operation,172000000.0,-166000000.0,71000000.0,236000000.0,220000000.0,
Total Expenses,3371000000.0,3243000000.0,3370000000.0,2657000000.0,2429000000.0,
Rent Expense Supplemental,342000000.0,304000000.0,314000000.0,243000000.0,219000000.0,
Total Operating Income As Reported,277000000.0,-197000000.0,73000000.0,341000000.0,322000000.0,
Diluted Average Shares,120930000.0,123134000.0,128931000.0,128590000.0,128310000.0,
Basic Average Shares,118847000.0,123134000.0,126047000.0,126189000.0,126337000.0,
Diluted EPS,1.42,-1.35,0.55,1.84,1.71,
Basic EPS,1.45,-1.35,0.56,1.87,1.74,
Diluted NI Availto Com Stockholders,172000000.0,-166000000.0,71000000.0,236000000.0,220000000.0,
Net Income Common Stockholders,172000000.0,-166000000.0,71000000.0,236000000.0,220000000.0,
Net Income,172000000.0,-166000000.0,71000000.0,236000000.0,220000000.0,
Net Income Including Noncontrolling Interests,172000000.0,-166000000.0,71000000.0,236000000.0,220000000.0,
Net Income Continuous Operations,172000000.0,-166000000.0,71000000.0,236000000.0,220000000.0,
Tax Provision,66000000.0,-67000000.0,8000000.0,92000000.0,96000000.0,
Pretax Income,238000000.0,-233000000.0,79000000.0,328000000.0,316000000.0,
Other Income Expense,-60000000.0,-99000000.0,-71000000.0,-78000000.0,-146000000.0,
Other Non Operating Income Expenses,-4000000.0,-8000000.0,,-3000000.0,,-17000000.0
Special Income Charges,-56000000.0,-91000000.0,-74000000.0,-75000000.0,-146000000.0,
Gain On Sale Of Ppe,,,40000000.0,16000000.0,-41000000.0,
Other Special Charges,3000000.0,51000000.0,34000000.0,1000000.0,116000000.0,
Impairment Of Capital Assets,,,,,,-3000000.0
Restructuring And Mergern Acquisition,53000000.0,40000000.0,80000000.0,90000000.0,30000000.0,
Net Non Operating Interest Income Expense,-35000000.0,-28000000.0,-14000000.0,-9000000.0,-6000000.0,
Interest Expense Non Operating,57000000.0,54000000.0,46000000.0,37000000.0,30000000.0,
Interest Income Non Operating,22000000.0,26000000.0,32000000.0,28000000.0,24000000.0,
Operating Income,333000000.0,-106000000.0,164000000.0,415000000.0,468000000.0,
Operating Expense,352000000.0,361000000.0,367000000.0,284000000.0,270000000.0,
Other Operating Expenses,247000000.0,261000000.0,261000000.0,202000000.0,186000000.0,
Selling General And Administration,105000000.0,100000000.0,106000000.0,82000000.0,84000000.0,
Selling And Marketing Expense,105000000.0,100000000.0,106000000.0,82000000.0,84000000.0,
Gross Profit,685000000.0,255000000.0,531000000.0,699000000.0,738000000.0,
Cost Of Revenue,3019000000.0,2882000000.0,3003000000.0,2373000000.0,2159000000.0,
Total Revenue,3704000000.0,3137000000.0,3534000000.0,3072000000.0,2897000000.0,
Operating Revenue,3355000000.0,2808000000.0,3178000000.0,2821000000.0,2651000000.0,
