,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,179446.26,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.21,0.0,0.0,0.0,
Normalized EBITDA,-103352.0,203551.0,-966283.0,-561423.0,12630870.0,
Total Unusual Items,591494.0,854506.0,-1441172.0,69752.0,-13887133.0,
Total Unusual Items Excluding Goodwill,591494.0,854506.0,-1441172.0,69752.0,-13887133.0,
Net Income From Continuing Operation Net Minority Interest,-152799.0,459737.0,-3010562.0,-996501.0,-15874939.0,
Reconciled Depreciation,76005.0,585579.0,584708.0,574165.0,954847.0,
Reconciled Cost Of Revenue,2314343.0,1472539.0,1501674.0,1527448.0,1875003.0,
EBITDA,488142.0,1058057.0,-2407455.0,-491671.0,-1256263.0,
EBIT,200359.0,472478.0,-2992163.0,-1065836.0,-2211110.0,
Net Interest Income,2051.0,-12741.0,-18399.0,-418.0,69533.0,
Interest Expense,,12741.0,18399.0,,,1246.0
Normalized Income,-744293.0,-215322.74,-1569390.0,-1066253.0,-1987806.0,
Net Income From Continuing And Discontinued Operation,-152799.0,459737.0,-3010562.0,-996501.0,-15874939.0,
Total Expenses,4872921.0,5555906.0,5927509.0,6441241.0,7708815.0,
Rent Expense Supplemental,183995.0,362083.0,407895.0,,,381630.0
Total Operating Income As Reported,-316555.0,-382028.0,-1550991.0,-1065835.0,-15217070.0,
Diluted Average Shares,,3592969.0,2961057.0,2960945.0,,2379633.0
Basic Average Shares,,3592969.0,2961057.0,2960945.0,,2379633.0
Diluted EPS,,-0.15,-1.35,-0.67,,-1.16
Basic EPS,,-0.15,-1.35,-0.67,,-1.16
Diluted NI Availto Com Stockholders,-1155299.0,-540763.0,-4011062.0,-1997002.0,-16875436.0,
Net Income Common Stockholders,-1155299.0,-540763.0,-4011062.0,-1997002.0,-16875436.0,
Preferred Stock Dividends,1002500.0,1000500.0,1000500.0,1000501.0,1000497.0,
Net Income,-152799.0,459737.0,-3010562.0,-996501.0,-15874939.0,
Net Income Including Noncontrolling Interests,-152799.0,459737.0,-3010562.0,-996501.0,-15874939.0,
Net Income Continuous Operations,-152799.0,459737.0,-3010562.0,-996501.0,-15874939.0,
Tax Provision,,,,0.0,0.0,0.0
Pretax Income,-152799.0,459737.0,-3010562.0,-996501.0,-15874939.0,
Other Income Expense,161705.0,854506.0,-1441172.0,69752.0,-13946402.0,
Other Non Operating Income Expenses,,,,,,9725.0
Special Income Charges,591494.0,854506.0,-1441172.0,69752.0,-13187133.0,
Gain On Sale Of Ppe,,,,,0.0,0.0
Other Special Charges,,-854506.0,1446000.0,,,
Impairment Of Capital Assets,,,,,13219000.0,0.0
Restructuring And Mergern Acquisition,0.0,0.0,-4828.0,-69752.0,-31867.0,
Net Non Operating Interest Income Expense,2051.0,-12741.0,-18399.0,-418.0,69533.0,
Total Other Finance Cost,,,,418.0,,
Interest Expense Non Operating,,12741.0,18399.0,,,1246.0
Operating Income,-316555.0,-382028.0,-1550991.0,-1065836.0,-1998070.0,
Operating Expense,2770356.0,3785542.0,4131719.0,4623334.0,5546915.0,
Other Operating Expenses,-302260.0,462624.0,627378.0,1085372.0,2117267.0,
Depreciation Amortization Depletion Income Statement,287783.0,287754.0,290592.0,283706.0,667950.0,
Depreciation And Amortization In Income Statement,287783.0,287754.0,290592.0,283706.0,667950.0,
Amortization,178984.0,172842.0,172842.0,172842.0,564396.0,
Amortization Of Intangibles Income Statement,178984.0,172842.0,172842.0,172842.0,564396.0,
Depreciation Income Statement,108799.0,114912.0,117750.0,110864.0,103554.0,
Research And Development,22186.0,10108.0,2097.0,4629.0,16039.0,
Selling General And Administration,2762647.0,3025056.0,3211652.0,3249627.0,2745659.0,
Selling And Marketing Expense,904915.0,903490.0,979625.0,1392996.0,1802787.0,
General And Administrative Expense,1857732.0,2121566.0,2232027.0,1856631.0,942872.0,
Other Gand A,340239.0,306362.0,427630.0,453223.0,358066.0,
Rent And Landing Fees,183995.0,362083.0,407895.0,,,381630.0
Salaries And Wages,1333498.0,1453121.0,1396502.0,1403408.0,584806.0,
Gross Profit,2453801.0,3403514.0,2580728.0,3557498.0,3548845.0,
Cost Of Revenue,2102565.0,1770364.0,1795790.0,1817907.0,2161900.0,
Total Revenue,4556366.0,5173878.0,4376518.0,5375405.0,5710745.0,
Operating Revenue,4556366.0,5173878.0,4816444.0,5375630.0,5765702.0,
