,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,11044534.412955,7042253.521127,-12054794.520548,3869565.217391,-10776699.029126
Tax Rate For Calcs,0.251012,0.28169,0.136986,0.276398,0.291262
Normalized EBITDA,672000000.0,483000000.0,1054000000.0,554000000.0,377000000.0
Total Unusual Items,44000000.0,25000000.0,-88000000.0,14000000.0,-37000000.0
Total Unusual Items Excluding Goodwill,44000000.0,25000000.0,-88000000.0,14000000.0,-37000000.0
Net Income From Continuing Operation Net Minority Interest,354000000.0,201000000.0,602000000.0,221000000.0,70000000.0
Reconciled Depreciation,116000000.0,120000000.0,123000000.0,119000000.0,114000000.0
Reconciled Cost Of Revenue,12031000000.0,11046000000.0,12461000000.0,12136000000.0,12577000000.0
EBITDA,716000000.0,508000000.0,966000000.0,568000000.0,340000000.0
EBIT,600000000.0,388000000.0,843000000.0,449000000.0,226000000.0
Net Interest Income,-60000000.0,-45000000.0,-62000000.0,-94000000.0,-86000000.0
Interest Expense,106000000.0,104000000.0,113000000.0,127000000.0,123000000.0
Interest Income,46000000.0,59000000.0,51000000.0,33000000.0,37000000.0
Normalized Income,321044534.412955,183042253.521127,677945205.479452,210869565.217391,96223300.970874
Net Income From Continuing And Discontinued Operation,354000000.0,201000000.0,602000000.0,221000000.0,70000000.0
Total Expenses,12449000000.0,11426000000.0,12912000000.0,12573000000.0,13026000000.0
Diluted Average Shares,135599243.0,135407823.0,138000000.0,142000000.0,143000000.0
Basic Average Shares,134493236.0,134061601.0,133964235.0,139625014.0,141641323.0
Diluted EPS,2.61,1.48,4.36,1.56,0.48
Basic EPS,2.63,1.5,4.493737,1.582811,0.494206
Diluted NI Availto Com Stockholders,354000000.0,201000000.0,602000000.0,221000000.0,70000000.0
Net Income Common Stockholders,354000000.0,201000000.0,602000000.0,221000000.0,70000000.0
Net Income,354000000.0,201000000.0,602000000.0,221000000.0,70000000.0
Minority Interests,-16000000.0,-3000000.0,-28000000.0,-12000000.0,-3000000.0
Net Income Including Noncontrolling Interests,370000000.0,204000000.0,630000000.0,233000000.0,73000000.0
Net Income Continuous Operations,370000000.0,204000000.0,630000000.0,233000000.0,73000000.0
Tax Provision,124000000.0,80000000.0,100000000.0,89000000.0,30000000.0
Pretax Income,494000000.0,284000000.0,730000000.0,322000000.0,103000000.0
Other Income Expense,234000000.0,112000000.0,162000000.0,81000000.0,-26000000.0
Other Non Operating Income Expenses,187000000.0,82000000.0,230000000.0,87000000.0,57000000.0
Earnings From Equity Interest,3000000.0,5000000.0,20000000.0,-20000000.0,-46000000.0
Gain On Sale Of Security,44000000.0,25000000.0,-88000000.0,14000000.0,-37000000.0
Net Non Operating Interest Income Expense,-60000000.0,-45000000.0,-62000000.0,-94000000.0,-86000000.0
Interest Expense Non Operating,106000000.0,104000000.0,113000000.0,127000000.0,123000000.0
Interest Income Non Operating,46000000.0,59000000.0,51000000.0,33000000.0,37000000.0
Operating Income,320000000.0,217000000.0,630000000.0,335000000.0,215000000.0
Operating Expense,418000000.0,380000000.0,451000000.0,437000000.0,449000000.0
Selling General And Administration,418000000.0,380000000.0,451000000.0,437000000.0,449000000.0
Gross Profit,738000000.0,597000000.0,1081000000.0,772000000.0,664000000.0
Cost Of Revenue,12031000000.0,11046000000.0,12461000000.0,12136000000.0,12577000000.0
Total Revenue,12769000000.0,11643000000.0,13542000000.0,12908000000.0,13241000000.0
Operating Revenue,12769000000.0,11643000000.0,13542000000.0,12908000000.0,13241000000.0
