,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-18886500.0,-1638500.0,830601.092896,-8946000.0,-1243559.71897
Tax Rate For Calcs,0.135,0.113,0.021858,0.21,0.276347
Normalized EBITDA,131000000.0,112600000.0,80800000.0,106100000.0,77800000.0
Total Unusual Items,-139900000.0,-14500000.0,38000000.0,-42600000.0,-4500000.0
Total Unusual Items Excluding Goodwill,-139900000.0,-14500000.0,38000000.0,-42600000.0,-4500000.0
Net Income From Continuing Operation Net Minority Interest,-40900000.0,56700000.0,89600000.0,30500000.0,30800000.0
Reconciled Depreciation,32400000.0,28300000.0,28700000.0,27400000.0,26400000.0
Reconciled Cost Of Revenue,288400000.0,291300000.0,229800000.0,250500000.0,227400000.0
EBITDA,-8900000.0,98100000.0,118800000.0,63500000.0,73300000.0
EBIT,-41300000.0,69800000.0,90100000.0,36100000.0,46900000.0
Net Interest Income,-200000.0,1400000.0,500000.0,-500000.0,0.0
Interest Expense,6000000.0,5900000.0,-1400000.0,6500000.0,4200000.0
Interest Income,7500000.0,7300000.0,6400000.0,6000000.0,5800000.0
Normalized Income,80113500.0,69561500.0,52430601.092896,64154000.0,34056440.28103
Net Income From Continuing And Discontinued Operation,-40900000.0,56700000.0,89600000.0,30500000.0,30800000.0
Total Expenses,656400000.0,649500000.0,553600000.0,563200000.0,520300000.0
Total Operating Income As Reported,92800000.0,77000000.0,53100000.0,72600000.0,47300000.0
Diluted Average Shares,652169402.0,656723011.0,652141695.0,650779279.0,649418284.0
Basic Average Shares,636575401.0,638775460.0,634501473.0,634091581.0,633520455.0
Diluted EPS,-0.12,0.17,0.27,0.09,0.09
Basic EPS,-0.12,0.17,0.28,0.09,0.1
Diluted NI Availto Com Stockholders,-40900000.0,56700000.0,89600000.0,30500000.0,30800000.0
Net Income Common Stockholders,-40900000.0,56700000.0,89600000.0,30500000.0,30800000.0
Net Income,-40900000.0,56700000.0,89600000.0,30500000.0,30800000.0
Net Income Including Noncontrolling Interests,-40900000.0,56700000.0,89500000.0,30500000.0,30900000.0
Net Income Continuous Operations,-40900000.0,56700000.0,89500000.0,30500000.0,30900000.0
Tax Provision,-6400000.0,7200000.0,2000000.0,-900000.0,11800000.0
Pretax Income,-47300000.0,63900000.0,91500000.0,29600000.0,42700000.0
Other Income Expense,-139900000.0,-14500000.0,38000000.0,-42600000.0,-4500000.0
Gain On Sale Of Security,-139900000.0,-14500000.0,38000000.0,-42600000.0,-4500000.0
Net Non Operating Interest Income Expense,-200000.0,1400000.0,500000.0,-500000.0,0.0
Total Other Finance Cost,1700000.0,,,,1600000.0
Interest Expense Non Operating,6000000.0,5900000.0,-1400000.0,6500000.0,4200000.0
Interest Income Non Operating,7500000.0,7300000.0,6400000.0,6000000.0,5800000.0
Operating Income,92800000.0,77100000.0,53000000.0,72600000.0,47300000.0
Operating Expense,368000000.0,358200000.0,323800000.0,312700000.0,292900000.0
Selling General And Administration,368000000.0,358200000.0,323800000.0,312700000.0,292900000.0
Selling And Marketing Expense,235800000.0,,197500000.0,186200000.0,182600000.0
General And Administrative Expense,132200000.0,,126300000.0,126500000.0,110300000.0
Other Gand A,121300000.0,,108700000.0,106600000.0,93200000.0
Salaries And Wages,10900000.0,,17600000.0,19900000.0,17100000.0
Gross Profit,460800000.0,435300000.0,376800000.0,385300000.0,340200000.0
Cost Of Revenue,288400000.0,291300000.0,229800000.0,250500000.0,227400000.0
Total Revenue,749200000.0,726600000.0,606600000.0,635800000.0,567700000.0
Operating Revenue,749200000.0,726600000.0,606600000.0,635800000.0,567700000.0
