,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-270900.0,0.0,11500.219877,71400.0,-42.580831,,
Tax Rate For Calcs,0.21,0.0,0.059587,0.21,0.000722,,
Normalized EBITDA,-4043000.0,-3765000.0,-5584000.0,-9766000.0,-5855000.0,,
Total Unusual Items,-1290000.0,-790000.0,193000.0,340000.0,-59000.0,,
Total Unusual Items Excluding Goodwill,-1290000.0,-790000.0,193000.0,340000.0,-59000.0,,
Net Income From Continuing Operation Net Minority Interest,-6042000.0,-4789000.0,-4277000.0,-9329000.0,-6923000.0,,
Reconciled Depreciation,634000.0,653000.0,694000.0,127000.0,806000.0,,
Reconciled Cost Of Revenue,5514000.0,5137000.0,7692000.0,6294000.0,6127000.0,,
EBITDA,-5333000.0,-4555000.0,-5391000.0,-9426000.0,-5914000.0,,
EBIT,-5967000.0,-5208000.0,-6085000.0,-9553000.0,-6720000.0,,
Net Interest Income,1320000.0,1212000.0,1344000.0,244000.0,-149000.0,,
Interest Expense,,,,,149000.0,87000.0,76000.0
Normalized Income,-5022900.0,-3999000.0,-4458499.780123,-9597600.0,-6864042.580831,,
Net Income From Continuing And Discontinued Operation,-6042000.0,-4789000.0,-355000.0,85949000.0,-6216000.0,,
Total Expenses,11007000.0,10477000.0,12782000.0,16085000.0,13461000.0,,
Total Operating Income As Reported,-6387000.0,-5468000.0,-6625000.0,-9553000.0,-6720000.0,,
Diluted Average Shares,23760000.0,23599000.0,23833000.0,23660000.0,23459000.0,,
Basic Average Shares,23760000.0,23599000.0,23833000.0,23660000.0,23459000.0,,
Diluted EPS,-0.26,-0.21,-0.11,3.62,-0.27,,
Basic EPS,-0.26,-0.21,-0.11,3.62,-0.27,,
Diluted NI Availto Com Stockholders,-6247000.0,-4994000.0,-556000.0,85748000.0,-6449000.0,,
Net Income Common Stockholders,-6247000.0,-4994000.0,-556000.0,85748000.0,-6449000.0,,
Otherunder Preferred Stock Dividend,,,,,233000.0,,
Preferred Stock Dividends,205000.0,205000.0,,201000.0,233000.0,248000.0,
Net Income,-6042000.0,-4789000.0,-355000.0,85949000.0,-6216000.0,,
Net Income Including Noncontrolling Interests,-6042000.0,-4789000.0,-355000.0,85949000.0,-6216000.0,,
Net Income Discontinuous Operations,0.0,0.0,3922000.0,95278000.0,707000.0,,
Net Income Continuous Operations,-6042000.0,-4789000.0,-4277000.0,-9329000.0,-6923000.0,,
Tax Provision,105000.0,3000.0,-271000.0,360000.0,-5000.0,,
Pretax Income,-5937000.0,-4786000.0,-4548000.0,-8969000.0,-6928000.0,,
Other Income Expense,-1290000.0,-790000.0,193000.0,340000.0,-59000.0,,
Special Income Charges,-420000.0,-260000.0,-540000.0,0.0,0.0,,
Impairment Of Capital Assets,108000.0,,,,,,
Restructuring And Mergern Acquisition,312000.0,260000.0,540000.0,0.0,0.0,,
Gain On Sale Of Security,-870000.0,-530000.0,733000.0,340000.0,-59000.0,,
Net Non Operating Interest Income Expense,1320000.0,1212000.0,1344000.0,244000.0,-149000.0,,
Total Other Finance Cost,-1320000.0,-1212000.0,,-244000.0,149000.0,87000.0,
Interest Expense Non Operating,,,,,149000.0,87000.0,76000.0
Operating Income,-5967000.0,-5208000.0,-6085000.0,-9553000.0,-6720000.0,,
Operating Expense,5493000.0,5340000.0,5090000.0,9791000.0,7334000.0,,
Research And Development,890000.0,787000.0,922000.0,1102000.0,966000.0,,
Selling General And Administration,4603000.0,4553000.0,4168000.0,8689000.0,6368000.0,,
Selling And Marketing Expense,1546000.0,1407000.0,1073000.0,1657000.0,1828000.0,,
General And Administrative Expense,3057000.0,3146000.0,3095000.0,7032000.0,4540000.0,,
Other Gand A,3057000.0,3146000.0,3095000.0,7032000.0,4540000.0,,
Gross Profit,-474000.0,132000.0,-995000.0,238000.0,614000.0,,
Cost Of Revenue,5514000.0,5137000.0,7692000.0,6294000.0,6127000.0,,
Total Revenue,5040000.0,5269000.0,6697000.0,6532000.0,6741000.0,,
Operating Revenue,5040000.0,5269000.0,6697000.0,6532000.0,6741000.0,,
