,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,143010.0,-349230.0,-96551.670792,456540.0,-82162.51944,,
Tax Rate For Calcs,0.21,0.21,0.215037,0.21,0.122084,,
Normalized EBITDA,7214000.0,5288000.0,8077000.0,-1084000.0,8934000.0,,
Total Unusual Items,681000.0,-1663000.0,-449000.0,2174000.0,-673000.0,,
Total Unusual Items Excluding Goodwill,681000.0,-1663000.0,-449000.0,2174000.0,-673000.0,,
Net Income From Continuing Operation Net Minority Interest,1123000.0,-1297000.0,2537000.0,-3954000.0,3387000.0,,
Reconciled Depreciation,1598000.0,1575000.0,1513000.0,1464000.0,1507000.0,,
Reconciled Cost Of Revenue,88564000.0,81616000.0,74282000.0,67076000.0,95837000.0,,
EBITDA,7895000.0,3625000.0,7628000.0,1090000.0,8261000.0,,
EBIT,6297000.0,2050000.0,6115000.0,-374000.0,6754000.0,,
Net Interest Income,-3937000.0,-2568000.0,-2605000.0,-2955000.0,-2896000.0,,
Interest Expense,4226000.0,2890000.0,2883000.0,2955000.0,2896000.0,,
Interest Income,289000.0,322000.0,278000.0,,,303000.0,267000.0
Normalized Income,585010.0,16770.0,2889448.329208,-5671460.0,3977837.48056,,
Net Income From Continuing And Discontinued Operation,1123000.0,-1297000.0,2537000.0,-3954000.0,3387000.0,,
Total Expenses,123309000.0,112196000.0,111467000.0,103694000.0,127472000.0,,
Total Operating Income As Reported,4234000.0,1047000.0,4707000.0,-2149000.0,6817000.0,,
Diluted Average Shares,108891000.0,102825000.0,103746000.0,100225000.0,101028000.0,,
Basic Average Shares,106702000.0,102825000.0,101405000.0,100225000.0,99585000.0,,
Diluted EPS,0.01,-0.01,0.02,-0.04,0.03,,
Basic EPS,0.01,-0.01,0.03,-0.04,0.03,,
Diluted NI Availto Com Stockholders,1123000.0,-1297000.0,2537000.0,-3954000.0,3387000.0,,
Net Income Common Stockholders,1123000.0,-1297000.0,2537000.0,-3954000.0,3387000.0,,
Net Income,1123000.0,-1297000.0,2537000.0,-3954000.0,3387000.0,,
Net Income Including Noncontrolling Interests,1123000.0,-1297000.0,2537000.0,-3954000.0,3387000.0,,
Net Income Continuous Operations,1123000.0,-1297000.0,2537000.0,-3954000.0,3387000.0,,
Tax Provision,948000.0,457000.0,695000.0,625000.0,471000.0,,
Pretax Income,2071000.0,-840000.0,3232000.0,-3329000.0,3858000.0,,
Other Income Expense,1774000.0,681000.0,1130000.0,1775000.0,-63000.0,,
Other Non Operating Income Expenses,208000.0,47000.0,-25000.0,-327000.0,-200000.0,,
Earnings From Equity Interest,885000.0,2297000.0,1604000.0,-72000.0,810000.0,,
Gain On Sale Of Security,-794000.0,-1663000.0,-449000.0,2174000.0,-673000.0,,
Net Non Operating Interest Income Expense,-3937000.0,-2568000.0,-2605000.0,-2955000.0,-2896000.0,,
Interest Expense Non Operating,4226000.0,2890000.0,2883000.0,2955000.0,2896000.0,,
Interest Income Non Operating,289000.0,322000.0,278000.0,,,303000.0,267000.0
Operating Income,4234000.0,1047000.0,4707000.0,-2149000.0,6817000.0,,
Operating Expense,34745000.0,30580000.0,37185000.0,36618000.0,31635000.0,,
Research And Development,11470000.0,10712000.0,13644000.0,12116000.0,9529000.0,,
Selling General And Administration,23275000.0,19868000.0,23541000.0,24502000.0,22106000.0,,
Selling And Marketing Expense,11409000.0,9110000.0,11114000.0,11682000.0,10696000.0,,
General And Administrative Expense,11866000.0,10758000.0,12427000.0,12820000.0,11410000.0,,
Other Gand A,11866000.0,10758000.0,12427000.0,12820000.0,11410000.0,,
Gross Profit,38979000.0,31627000.0,41892000.0,34469000.0,38452000.0,,
Cost Of Revenue,88564000.0,81616000.0,74282000.0,67076000.0,95837000.0,,
Total Revenue,127543000.0,113243000.0,116174000.0,101545000.0,134289000.0,,
Operating Revenue,127543000.0,113243000.0,116174000.0,101545000.0,134289000.0,,
