,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-14840.0,0.0,
Tax Rate For Calcs,0.341251,0.21,0.268836,0.28,0.182071,
Normalized EBITDA,122871000.0,84191000.0,138041000.0,192942000.0,95467000.0,
Total Unusual Items,,,,-53000.0,-68000.0,-68000.0
Total Unusual Items Excluding Goodwill,,,,-53000.0,-68000.0,-68000.0
Net Income From Continuing Operation Net Minority Interest,55346000.0,60375000.0,86310000.0,107938000.0,49909000.0,
Reconciled Depreciation,8627000.0,8443000.0,8808000.0,9154000.0,9185000.0,
Reconciled Cost Of Revenue,519208000.0,430270000.0,534423000.0,465405000.0,452560000.0,
EBITDA,122871000.0,84191000.0,138041000.0,192889000.0,95467000.0,
EBIT,114244000.0,75748000.0,129233000.0,183735000.0,86282000.0,
Net Interest Income,-11956000.0,-9451000.0,-7875000.0,-7543000.0,-9788000.0,
Interest Expense,21163000.0,21113000.0,22149000.0,22548000.0,22642000.0,
Interest Income,9207000.0,11662000.0,14274000.0,15005000.0,12854000.0,
Normalized Income,55346000.0,60375000.0,86310000.0,107976160.0,49909000.0,
Net Income From Continuing And Discontinued Operation,55346000.0,60375000.0,86310000.0,107938000.0,49909000.0,
Total Expenses,702916000.0,593416000.0,709974000.0,623626000.0,621709000.0,
Rent Expense Supplemental,33703000.0,35413000.0,33798000.0,34249000.0,32031000.0,
Total Operating Income As Reported,93081000.0,54635000.0,107084000.0,161187000.0,63640000.0,
Diluted Average Shares,104911633.0,104828753.0,106113813.0,103475234.0,100627867.0,
Basic Average Shares,97534319.0,95255423.0,94783104.0,93627476.0,92886364.0,
Diluted EPS,0.52,0.56,0.8,1.02,0.49,
Basic EPS,0.56,0.61,0.89,1.13,0.53,
Diluted NI Availto Com Stockholders,54442000.0,58565000.0,84525000.0,105822000.0,49242000.0,
Average Dilution Earnings,0.0,0.0,369000.0,463000.0,206000.0,
Net Income Common Stockholders,54442000.0,58565000.0,84156000.0,105359000.0,49036000.0,
Otherunder Preferred Stock Dividend,904000.0,1810000.0,2154000.0,2579000.0,873000.0,
Net Income,55346000.0,60375000.0,86310000.0,107938000.0,49909000.0,
Minority Interests,-5971000.0,-1614000.0,8014000.0,-8197000.0,-2144000.0,
Net Income Including Noncontrolling Interests,61317000.0,61989000.0,78296000.0,116135000.0,52053000.0,
Net Income Continuous Operations,61317000.0,61989000.0,78296000.0,116135000.0,52053000.0,
Tax Provision,31764000.0,-7354000.0,28788000.0,45052000.0,11587000.0,
Pretax Income,93081000.0,54635000.0,107084000.0,161187000.0,63640000.0,
Other Income Expense,,,,-53000.0,-68000.0,-68000.0
Special Income Charges,,,,-53000.0,-68000.0,-68000.0
Restructuring And Mergern Acquisition,,,,53000.0,68000.0,68000.0
Net Non Operating Interest Income Expense,-11956000.0,-9451000.0,-7875000.0,-7543000.0,-9788000.0,
Interest Expense Non Operating,21163000.0,21113000.0,22149000.0,22548000.0,22642000.0,
Interest Income Non Operating,9207000.0,11662000.0,14274000.0,15005000.0,12854000.0,
Operating Income,105037000.0,64086000.0,114770000.0,168783000.0,73428000.0,
Operating Expense,183708000.0,163146000.0,175551000.0,158221000.0,169149000.0,
Other Operating Expenses,65769000.0,54620000.0,63304000.0,54653000.0,60777000.0,
Selling General And Administration,117939000.0,108526000.0,112247000.0,103568000.0,108372000.0,
Selling And Marketing Expense,29593000.0,27731000.0,28572000.0,21782000.0,25493000.0,
General And Administrative Expense,88346000.0,80795000.0,83675000.0,81786000.0,82879000.0,
Other Gand A,54643000.0,45382000.0,49877000.0,47537000.0,50848000.0,
Rent And Landing Fees,33703000.0,35413000.0,33798000.0,34249000.0,32031000.0,
Gross Profit,288745000.0,227232000.0,290321000.0,327004000.0,242577000.0,
Cost Of Revenue,519208000.0,430270000.0,534423000.0,465405000.0,452560000.0,
Total Revenue,807953000.0,657502000.0,824744000.0,792409000.0,695137000.0,
Operating Revenue,768831000.0,624983000.0,810601000.0,645048000.0,676687000.0,
