,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.239776,0.245,0.056638,0.181589,0.242053,,
Normalized EBITDA,14274000.0,4672000.0,-3751000.0,8593000.0,14378000.0,,
Net Income From Continuing Operation Net Minority Interest,10168000.0,2758000.0,-2565000.0,7806000.0,9585000.0,,
Reconciled Depreciation,1550000.0,1597000.0,1745000.0,1620000.0,1580000.0,,
Reconciled Cost Of Revenue,49310000.0,42501000.0,28146000.0,45291000.0,51891000.0,,
EBITDA,14274000.0,4672000.0,-3751000.0,8593000.0,14378000.0,,
EBIT,12724000.0,3075000.0,-5496000.0,6973000.0,12798000.0,,
Net Interest Income,651000.0,576000.0,527000.0,315000.0,-152000.0,,
Interest Expense,,,,,152000.0,214000.0,246000.0
Interest Income,651000.0,576000.0,,315000.0,,,
Normalized Income,10168000.0,2758000.0,-2565000.0,7806000.0,9585000.0,,
Net Income From Continuing And Discontinued Operation,10168000.0,2758000.0,-2565000.0,7806000.0,9585000.0,,
Total Expenses,60125000.0,52268000.0,37889000.0,54970000.0,62484000.0,,
Total Operating Income As Reported,12724000.0,3075000.0,-3246000.0,6973000.0,12798000.0,,
Diluted Average Shares,45157911.0,45621413.0,44863767.0,47135443.0,47275901.0,,
Basic Average Shares,43631187.0,44057774.0,44863767.0,45435458.0,45513445.0,,
Diluted EPS,0.23,0.06,-0.06,0.17,0.2,,
Basic EPS,0.23,0.06,-0.06,0.17,0.21,,
Diluted NI Availto Com Stockholders,10168000.0,2758000.0,-2565000.0,7806000.0,9585000.0,,
Net Income Common Stockholders,10168000.0,2758000.0,-2565000.0,7806000.0,9585000.0,,
Net Income,10168000.0,2758000.0,-2565000.0,7806000.0,9585000.0,,
Net Income Including Noncontrolling Interests,10168000.0,2758000.0,-2565000.0,7806000.0,9585000.0,,
Net Income Continuous Operations,10168000.0,2758000.0,-2565000.0,7806000.0,9585000.0,,
Tax Provision,3207000.0,893000.0,-154000.0,1732000.0,3061000.0,,
Pretax Income,13375000.0,3651000.0,-2719000.0,9538000.0,12646000.0,,
Other Income Expense,,,0.0,2250000.0,,,
Other Non Operating Income Expenses,,,0.0,2250000.0,,,
Net Non Operating Interest Income Expense,651000.0,576000.0,527000.0,315000.0,-152000.0,,
Total Other Finance Cost,,-576000.0,,,,214000.0,
Interest Expense Non Operating,,,,,152000.0,214000.0,246000.0
Interest Income Non Operating,651000.0,576000.0,,315000.0,,,
Operating Income,12724000.0,3075000.0,-3246000.0,6973000.0,12798000.0,,
Operating Expense,10087000.0,8993000.0,9020000.0,8969000.0,9773000.0,,
Depreciation Amortization Depletion Income Statement,822000.0,823000.0,1022000.0,910000.0,760000.0,,
Depreciation And Amortization In Income Statement,822000.0,823000.0,1022000.0,910000.0,760000.0,,
Amortization,822000.0,823000.0,1022000.0,910000.0,760000.0,,
Amortization Of Intangibles Income Statement,822000.0,823000.0,1022000.0,910000.0,760000.0,,
Selling General And Administration,9265000.0,8170000.0,7998000.0,8059000.0,9013000.0,,
Gross Profit,22811000.0,12068000.0,5774000.0,15942000.0,22571000.0,,
Cost Of Revenue,50038000.0,43275000.0,28869000.0,46001000.0,52711000.0,,
Total Revenue,72849000.0,55343000.0,34643000.0,61943000.0,75282000.0,,
Operating Revenue,72849000.0,55343000.0,34643000.0,61943000.0,75282000.0,,
