,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,9210.142284,-1741.777861,797.580471,69941.635366,145530.0
Tax Rate For Calcs,0.006202,0.001316,0.002808,0.042184,0.21
Normalized EBITDA,-3405000.0,-3221000.0,-4142000.0,-4309000.0,-7012000.0
Total Unusual Items,1485000.0,-1324000.0,284000.0,1658000.0,693000.0
Total Unusual Items Excluding Goodwill,1485000.0,-1324000.0,284000.0,1658000.0,693000.0
Net Income From Continuing Operation Net Minority Interest,-2724000.0,-5314000.0,-4616000.0,-3315000.0,-7160000.0
Reconciled Depreciation,803000.0,706000.0,704000.0,710000.0,719000.0
Reconciled Cost Of Revenue,2162000.0,1984000.0,2005000.0,1986000.0,2305000.0
EBITDA,-1920000.0,-4545000.0,-3858000.0,-2651000.0,-6319000.0
EBIT,-2723000.0,-5251000.0,-4562000.0,-3361000.0,-7038000.0
Net Interest Income,636000.0,567000.0,571000.0,722000.0,613000.0
Interest Expense,18000.0,70000.0,67000.0,100000.0,64000.0
Interest Income,654000.0,637000.0,638000.0,822000.0,677000.0
Normalized Income,-4199789.857716,-3991741.777861,-4899202.419529,-4903058.364634,-7707470.0
Net Income From Continuing And Discontinued Operation,-2724000.0,-5314000.0,-4616000.0,-3315000.0,-7160000.0
Total Expenses,11047000.0,10222000.0,10839000.0,11099000.0,13515000.0
Total Operating Income As Reported,-4862000.0,-4564000.0,-5484000.0,-4642000.0,-9292000.0
Diluted Average Shares,48846805.0,48151487.0,47962821.0,47787112.0,47591775.0
Basic Average Shares,48846805.0,48151487.0,47962821.0,47787112.0,47591775.0
Diluted EPS,-0.06,-0.11,-0.1,-0.07,-0.15
Basic EPS,-0.06,-0.11,-0.1,-0.07,-0.15
Diluted NI Availto Com Stockholders,-2724000.0,-5314000.0,-4616000.0,-3954000.0,-7160000.0
Net Income Common Stockholders,-2724000.0,-5314000.0,-4616000.0,-3954000.0,-7160000.0
Net Income,-2724000.0,-5314000.0,-4616000.0,-3315000.0,-7160000.0
Net Income Including Noncontrolling Interests,-2724000.0,-5314000.0,-4616000.0,-3315000.0,-7160000.0
Net Income Continuous Operations,-2724000.0,-5314000.0,-4616000.0,-3315000.0,-7160000.0
Tax Provision,-17000.0,-7000.0,-13000.0,-146000.0,58000.0
Pretax Income,-2741000.0,-5321000.0,-4629000.0,-3461000.0,-7102000.0
Other Income Expense,1485000.0,-1324000.0,284000.0,1658000.0,693000.0
Special Income Charges,0.0,0.0,0.0,1199000.0,-884000.0
Restructuring And Mergern Acquisition,0.0,0.0,0.0,-1583000.0,884000.0
Gain On Sale Of Security,1485000.0,-1324000.0,284000.0,459000.0,1577000.0
Net Non Operating Interest Income Expense,636000.0,567000.0,571000.0,722000.0,613000.0
Interest Expense Non Operating,18000.0,70000.0,67000.0,100000.0,64000.0
Interest Income Non Operating,654000.0,637000.0,638000.0,822000.0,677000.0
Operating Income,-4862000.0,-4564000.0,-5484000.0,-5841000.0,-8408000.0
Operating Expense,8885000.0,8238000.0,8834000.0,9113000.0,11210000.0
Research And Development,2557000.0,2435000.0,2466000.0,2501000.0,2992000.0
Selling General And Administration,6328000.0,5803000.0,6368000.0,5375000.0,8218000.0
Selling And Marketing Expense,3363000.0,3267000.0,3562000.0,-6620000.0,3944000.0
General And Administrative Expense,2965000.0,2536000.0,2806000.0,11995000.0,4274000.0
Other Gand A,2965000.0,2536000.0,2806000.0,-6249000.0,4274000.0
Gross Profit,4023000.0,3674000.0,3350000.0,3272000.0,2802000.0
Cost Of Revenue,2162000.0,1984000.0,2005000.0,1986000.0,2305000.0
Total Revenue,6185000.0,5658000.0,5355000.0,5258000.0,5107000.0
Operating Revenue,6185000.0,5658000.0,5355000.0,5258000.0,5107000.0
