,2025-07-31,2025-04-30,2025-01-31,2024-10-31,2024-07-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21
Normalized EBITDA,-32136000.0,-23198000.0,11901000.0,1797000.0,-42415000.0
Net Income From Continuing Operation Net Minority Interest,-47048000.0,-37626000.0,15826000.0,-9776000.0,-54529000.0
Reconciled Depreciation,9511000.0,9060000.0,6112000.0,6628000.0,5935000.0
Reconciled Cost Of Revenue,171428000.0,158041000.0,149015000.0,135331000.0,128253000.0
EBITDA,-32136000.0,-23198000.0,11901000.0,1797000.0,-42415000.0
EBIT,-41647000.0,-32258000.0,5789000.0,-4831000.0,-48350000.0
Net Interest Income,22164000.0,22392000.0,22812000.0,21591000.0,21978000.0
Interest Expense,1473000.0,1066000.0,1635000.0,2278000.0,2282000.0
Interest Income,23637000.0,23458000.0,24447000.0,23869000.0,24260000.0
Normalized Income,-47048000.0,-37626000.0,15826000.0,-9776000.0,-54529000.0
Net Income From Continuing And Discontinued Operation,-47048000.0,-37626000.0,15826000.0,-9776000.0,-54529000.0
Total Expenses,656696000.0,602568000.0,566960000.0,557251000.0,549549000.0
Total Operating Income As Reported,-65294000.0,-53554000.0,-18562000.0,-27876000.0,-71440000.0
Diluted Average Shares,81078234.0,81060822.0,84594079.0,74020593.0,73543427.0
Basic Average Shares,81078234.0,81060822.0,77631824.0,74020593.0,73543427.0
Diluted EPS,-0.58,-0.46,0.19,-0.13,-0.74
Basic EPS,-0.58,-0.46,0.2,-0.13,-0.74
Diluted NI Availto Com Stockholders,-47048000.0,-37626000.0,15826000.0,-9776000.0,-54529000.0
Net Income Common Stockholders,-47048000.0,-37626000.0,15826000.0,-9776000.0,-54529000.0
Net Income,-47048000.0,-37626000.0,15826000.0,-9776000.0,-54529000.0
Net Income Including Noncontrolling Interests,-47048000.0,-37626000.0,15826000.0,-9776000.0,-54529000.0
Net Income Continuous Operations,-47048000.0,-37626000.0,15826000.0,-9776000.0,-54529000.0
Tax Provision,3928000.0,4302000.0,-11672000.0,2667000.0,3897000.0
Pretax Income,-43120000.0,-33324000.0,4154000.0,-7109000.0,-50632000.0
Other Income Expense,10000.0,-2162000.0,-96000.0,-824000.0,-1170000.0
Other Non Operating Income Expenses,10000.0,-2162000.0,-96000.0,-824000.0,-1170000.0
Net Non Operating Interest Income Expense,22164000.0,22392000.0,22812000.0,21591000.0,21978000.0
Interest Expense Non Operating,1473000.0,1066000.0,1635000.0,2278000.0,2282000.0
Interest Income Non Operating,23637000.0,23458000.0,24447000.0,23869000.0,24260000.0
Operating Income,-65294000.0,-53554000.0,-18562000.0,-27876000.0,-71440000.0
Operating Expense,485268000.0,444527000.0,417945000.0,421920000.0,421296000.0
Research And Development,181739000.0,168829000.0,150400000.0,151410000.0,148967000.0
Selling General And Administration,303529000.0,275698000.0,267545000.0,270510000.0,272329000.0
Selling And Marketing Expense,244065000.0,220923000.0,212211000.0,217954000.0,221539000.0
General And Administrative Expense,59464000.0,54775000.0,55334000.0,52556000.0,50790000.0
Other Gand A,59464000.0,54775000.0,55334000.0,52556000.0,50790000.0
Gross Profit,419974000.0,390973000.0,399383000.0,394044000.0,349856000.0
Cost Of Revenue,171428000.0,158041000.0,149015000.0,135331000.0,128253000.0
Total Revenue,591402000.0,549014000.0,548398000.0,529375000.0,478109000.0
Operating Revenue,591402000.0,549014000.0,548398000.0,529375000.0,478109000.0
