,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.941305,1644615.0,0.0,2217.855213,695310.0
Tax Rate For Calcs,8e-06,0.21,0.0,0.000946,0.21
Normalized EBITDA,-5940085.0,-10191038.0,-10789458.0,-13763136.0,-13048032.0
Total Unusual Items,125000.0,7831500.0,-8023500.0,2345000.0,3311000.0
Total Unusual Items Excluding Goodwill,125000.0,7831500.0,-8023500.0,2345000.0,3311000.0
Net Income From Continuing Operation Net Minority Interest,-8365980.0,-4447345.0,-20737663.0,-13137549.0,-11235246.0
Reconciled Depreciation,1682502.0,1211110.0,1056249.0,975090.0,930874.0
Reconciled Cost Of Revenue,3374054.0,2809519.0,2785111.0,2380379.0,1969941.0
EBITDA,-5815085.0,-2359538.0,-18812958.0,-11418136.0,-9737032.0
EBIT,-7497587.0,-3570648.0,-19869207.0,-12393226.0,-10667906.0
Net Interest Income,-868456.0,-868457.0,-868456.0,-756760.0,-553303.0
Interest Expense,868456.0,868457.0,868456.0,756760.0,553303.0
Normalized Income,-8490979.058695,-10634230.0,-12714163.0,-15480331.144787,-13850936.0
Net Income From Continuing And Discontinued Operation,-8365980.0,-4447345.0,-20737663.0,-13137549.0,-11235246.0
Total Expenses,15139608.0,18438959.0,19287364.0,21232655.0,20016733.0
Total Operating Income As Reported,-8056740.0,-11689338.0,-12079159.0,-14692543.0,-14031505.0
Diluted Average Shares,45253319.0,42953447.0,31391595.0,31758032.0,31391595.0
Basic Average Shares,45253319.0,42953447.0,31391595.0,31758032.0,31391595.0
Diluted EPS,-0.18,-0.1,-0.66,-0.41,-0.36
Basic EPS,-0.18,-0.1,-0.66,-0.41,-0.36
Diluted NI Availto Com Stockholders,-8365980.0,-4447345.0,-20737663.0,-13137549.0,-11235246.0
Net Income Common Stockholders,-8365980.0,-4447345.0,-20737663.0,-13137549.0,-11235246.0
Net Income,-8365980.0,-4447345.0,-20737663.0,-13137549.0,-11235246.0
Net Income Including Noncontrolling Interests,-8365980.0,-4447345.0,-20737663.0,-13137549.0,-11235246.0
Net Income Continuous Operations,-8365980.0,-4447345.0,-20737663.0,-13137549.0,-11235246.0
Tax Provision,-63.0,8240.0,0.0,-12437.0,14037.0
Pretax Income,-8366043.0,-4439105.0,-20737663.0,-13149986.0,-11221209.0
Other Income Expense,559153.0,8118690.0,-7790048.0,2299317.0,3363599.0
Other Non Operating Income Expenses,434153.0,287190.0,233452.0,-45683.0,52599.0
Special Income Charges,10000.0,450000.0,-470000.0,170000.0,220000.0
Restructuring And Mergern Acquisition,-10000.0,-450000.0,470000.0,-170000.0,-220000.0
Gain On Sale Of Security,115000.0,7381500.0,-7553500.0,2175000.0,3091000.0
Net Non Operating Interest Income Expense,-868456.0,-868457.0,-868456.0,-756760.0,-553303.0
Interest Expense Non Operating,868456.0,868457.0,868456.0,756760.0,553303.0
Operating Income,-8056740.0,-11689338.0,-12079159.0,-14692543.0,-14031505.0
Operating Expense,11765554.0,15629440.0,16502253.0,18852276.0,18046792.0
Depreciation Amortization Depletion Income Statement,1682502.0,1211110.0,1056249.0,975090.0,930874.0
Depreciation And Amortization In Income Statement,1682502.0,1211110.0,1056249.0,975090.0,930874.0
Research And Development,1299799.0,1437453.0,1287067.0,973544.0,1031794.0
Selling General And Administration,8783253.0,12980877.0,14158937.0,16903642.0,16084124.0
Selling And Marketing Expense,2807172.0,2456386.0,4385128.0,4607708.0,5090331.0
General And Administrative Expense,5976081.0,10524491.0,9773809.0,12295934.0,10993793.0
Other Gand A,5976081.0,10524491.0,9773809.0,12295934.0,10993793.0
Gross Profit,3708814.0,3940102.0,4423094.0,4159733.0,4015287.0
Cost Of Revenue,3374054.0,2809519.0,2785111.0,2380379.0,1969941.0
Total Revenue,7082868.0,6749621.0,7208205.0,6540112.0,5985228.0
Operating Revenue,7287422.0,6908996.0,6566168.0,6768429.0,6191847.0
