,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.263158,0.258,0.258,0.258,0.246154,
Normalized EBITDA,351000000.0,744000000.0,-800000000.0,-56000000.0,221000000.0,
Net Income From Continuing Operation Net Minority Interest,181000000.0,310000000.0,-1000000000.0,40000000.0,95000000.0,
Reconciled Cost Of Revenue,2371000000.0,2473000000.0,2323000000.0,3263000000.0,2538000000.0,
EBITDA,351000000.0,744000000.0,-800000000.0,-56000000.0,221000000.0,
EBIT,351000000.0,744000000.0,-800000000.0,-56000000.0,221000000.0,
Net Interest Income,-70000000.0,-68000000.0,-70000000.0,-44000000.0,-76000000.0,
Interest Expense,104000000.0,88000000.0,94000000.0,38000000.0,91000000.0,
Interest Income,34000000.0,20000000.0,24000000.0,0.0,15000000.0,
Normalized Income,181000000.0,310000000.0,-1000000000.0,40000000.0,95000000.0,
Net Income From Continuing And Discontinued Operation,181000000.0,451000000.0,-999000000.0,39000000.0,88000000.0,
Total Expenses,4039000000.0,3646000000.0,4961000000.0,5091000000.0,4248000000.0,
Total Operating Income As Reported,337000000.0,816000000.0,-824000000.0,24000000.0,224000000.0,
Diluted Average Shares,913084075.0,910659901.0,936984877.0,927301000.0,939135972.0,
Basic Average Shares,902434920.0,903145637.0,936984877.0,910823000.0,917540804.0,
Diluted EPS,0.196492,0.4964,-1.063658,0.04,0.093075,
Basic EPS,0.196492,0.4964,-1.063658,0.04,0.093075,
Diluted NI Availto Com Stockholders,181000000.0,451000000.0,-999000000.0,39000000.0,88000000.0,
Net Income Common Stockholders,181000000.0,451000000.0,-999000000.0,39000000.0,88000000.0,
Net Income,181000000.0,451000000.0,-999000000.0,39000000.0,88000000.0,
Minority Interests,,-2000000.0,0.0,2000000.0,-2000000.0,-2000000.0
Net Income Including Noncontrolling Interests,181000000.0,452000000.0,-998000000.0,38000000.0,90000000.0,
Net Income Discontinuous Operations,,141000000.0,1000000.0,-1000000.0,-7000000.0,0.0
Net Income Continuous Operations,182000000.0,311000000.0,-999000000.0,38000000.0,97000000.0,
Tax Provision,65000000.0,345000000.0,105000000.0,-132000000.0,32000000.0,
Pretax Income,247000000.0,656000000.0,-894000000.0,-94000000.0,130000000.0,
Other Income Expense,-21000000.0,-93000000.0,-1000000.0,-20000000.0,-19000000.0,
Earnings From Equity Interest,-21000000.0,-93000000.0,-1000000.0,-26000000.0,-19000000.0,
Net Non Operating Interest Income Expense,-70000000.0,-68000000.0,-70000000.0,-44000000.0,-76000000.0,
Interest Expense Non Operating,104000000.0,88000000.0,94000000.0,38000000.0,91000000.0,
Interest Income Non Operating,34000000.0,20000000.0,24000000.0,0.0,15000000.0,
Operating Income,338000000.0,816000000.0,-823000000.0,-30000000.0,223000000.0,
Operating Expense,1668000000.0,1173000000.0,2638000000.0,1828000000.0,1710000000.0,
Other Operating Expenses,9000000.0,-536000000.0,987000000.0,16000000.0,1000000.0,
Research And Development,433000000.0,424000000.0,419000000.0,449000000.0,445000000.0,
Selling General And Administration,1226000000.0,1285000000.0,1232000000.0,1363000000.0,1264000000.0,
Selling And Marketing Expense,1075000000.0,1127000000.0,1096000000.0,1220000000.0,1114000000.0,
General And Administrative Expense,151000000.0,158000000.0,136000000.0,143000000.0,150000000.0,
Other Gand A,151000000.0,158000000.0,136000000.0,143000000.0,150000000.0,
Gross Profit,2006000000.0,1989000000.0,1815000000.0,1798000000.0,1933000000.0,
Cost Of Revenue,2371000000.0,2473000000.0,2323000000.0,3263000000.0,2538000000.0,
Total Revenue,4377000000.0,4462000000.0,4138000000.0,5062000000.0,4471000000.0,
Operating Revenue,4377000000.0,4462000000.0,4138000000.0,4672000000.0,4471000000.0,
