,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.343958,0.084999,0.29,0.256386,0.310503
Normalized EBITDA,12875000.0,9371000.0,9603000.0,10089000.0,11094000.0
Net Income From Continuing Operation Net Minority Interest,7410000.0,7051000.0,5810000.0,6375000.0,6000000.0
Reconciled Depreciation,2657000.0,2568000.0,2516000.0,2823000.0,3199000.0
Reconciled Cost Of Revenue,65110000.0,68946000.0,72164000.0,58192000.0,44212000.0
EBITDA,12875000.0,9371000.0,9603000.0,10089000.0,11094000.0
EBIT,10218000.0,6803000.0,7087000.0,7266000.0,7895000.0
Net Interest Income,1077000.0,903000.0,1103000.0,1305000.0,807000.0
Interest Income,1077000.0,903000.0,1103000.0,1305000.0,807000.0
Normalized Income,7410000.0,7051000.0,5810000.0,6375000.0,6000000.0
Net Income From Continuing And Discontinued Operation,7410000.0,7051000.0,5810000.0,6375000.0,6000000.0
Total Expenses,109657000.0,109572000.0,115244000.0,99661000.0,85718000.0
Total Operating Income As Reported,10218000.0,6803000.0,7087000.0,7266000.0,7895000.0
Diluted Average Shares,32497238.0,32518672.0,32204055.0,31738515.0,31464461.0
Basic Average Shares,31157183.0,31012087.0,30642438.0,30491799.0,30388675.0
Diluted EPS,0.23,0.22,0.18,0.2,0.19
Basic EPS,0.24,0.23,0.19,0.21,0.2
Diluted NI Availto Com Stockholders,7410000.0,7051000.0,5810000.0,6375000.0,6000000.0
Net Income Common Stockholders,7410000.0,7051000.0,5810000.0,6375000.0,6000000.0
Net Income,7410000.0,7051000.0,5810000.0,6375000.0,6000000.0
Net Income Including Noncontrolling Interests,7410000.0,7051000.0,5810000.0,6375000.0,6000000.0
Net Income Continuous Operations,7410000.0,7051000.0,5810000.0,6375000.0,6000000.0
Tax Provision,3885000.0,655000.0,2380000.0,2198000.0,2702000.0
Pretax Income,11295000.0,7706000.0,8190000.0,8573000.0,8702000.0
Net Non Operating Interest Income Expense,1077000.0,903000.0,1103000.0,1305000.0,807000.0
Interest Income Non Operating,1077000.0,903000.0,1103000.0,1305000.0,807000.0
Operating Income,10218000.0,6803000.0,7087000.0,7266000.0,7895000.0
Operating Expense,44547000.0,40626000.0,43080000.0,41469000.0,41506000.0
Other Operating Expenses,17975000.0,17140000.0,17523000.0,16632000.0,15945000.0
Depreciation Amortization Depletion Income Statement,2657000.0,2568000.0,2516000.0,2823000.0,3199000.0
Depreciation And Amortization In Income Statement,2657000.0,2568000.0,2516000.0,2823000.0,3199000.0
Selling General And Administration,23915000.0,20918000.0,23041000.0,22014000.0,22362000.0
Selling And Marketing Expense,15694000.0,13810000.0,14774000.0,13898000.0,13759000.0
General And Administrative Expense,8221000.0,7108000.0,8267000.0,8116000.0,8603000.0
Other Gand A,8221000.0,7108000.0,8267000.0,8116000.0,8603000.0
Gross Profit,54765000.0,47429000.0,50167000.0,48735000.0,49401000.0
Cost Of Revenue,65110000.0,68946000.0,72164000.0,58192000.0,44212000.0
Total Revenue,119875000.0,116375000.0,122331000.0,106927000.0,93613000.0
Operating Revenue,119875000.0,116375000.0,122331000.0,106927000.0,93613000.0
