,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-38754000.0,-32416000.0,-39266000.0,-38048000.0,-35745000.0,
Total Unusual Items,,,,,,0.0
Total Unusual Items Excluding Goodwill,,,,,,0.0
Net Income From Continuing Operation Net Minority Interest,-36355000.0,-30021000.0,-36307000.0,-34566000.0,-31963000.0,
Reconciled Depreciation,310000.0,302000.0,304000.0,270000.0,272000.0,
EBITDA,-38754000.0,-32416000.0,-39266000.0,-38048000.0,-35745000.0,
EBIT,-39064000.0,-32718000.0,-39570000.0,-38318000.0,-36017000.0,
Normalized Income,-36355000.0,-30021000.0,-36307000.0,-34566000.0,-31963000.0,
Net Income From Continuing And Discontinued Operation,-36355000.0,-30021000.0,-36307000.0,-34566000.0,-31963000.0,
Total Expenses,39064000.0,32718000.0,39570000.0,38318000.0,36017000.0,
Total Operating Income As Reported,-39064000.0,-32718000.0,-39570000.0,-38318000.0,-36017000.0,
Diluted Average Shares,78126257.0,71040580.0,70652013.0,70542684.0,70348414.0,
Basic Average Shares,78126257.0,71040580.0,70652013.0,70542684.0,70348414.0,
Diluted EPS,-0.47,-0.42,-0.51,-0.49,-0.45,
Basic EPS,-0.47,-0.42,-0.51,-0.49,-0.45,
Diluted NI Availto Com Stockholders,-36355000.0,-30021000.0,-36307000.0,-34566000.0,-31963000.0,
Net Income Common Stockholders,-36355000.0,-30021000.0,-36307000.0,-34566000.0,-31963000.0,
Net Income,-36355000.0,-30021000.0,-36307000.0,-34566000.0,-31963000.0,
Net Income Including Noncontrolling Interests,-36355000.0,-30021000.0,-36307000.0,-34566000.0,-31963000.0,
Net Income Continuous Operations,-36355000.0,-30021000.0,-36307000.0,-34566000.0,-31963000.0,
Pretax Income,-36355000.0,-30021000.0,-36307000.0,-34566000.0,-31963000.0,
Other Income Expense,2709000.0,2697000.0,3263000.0,3752000.0,4054000.0,
Other Non Operating Income Expenses,2709000.0,2697000.0,3263000.0,3752000.0,4054000.0,
Special Income Charges,,,,,,0.0
Operating Income,-39064000.0,-32718000.0,-39570000.0,-38318000.0,-36017000.0,
Operating Expense,39064000.0,32718000.0,39570000.0,38318000.0,36017000.0,
Research And Development,30549000.0,24640000.0,31970000.0,31202000.0,28940000.0,
Selling General And Administration,8515000.0,8078000.0,7600000.0,7116000.0,7077000.0,
General And Administrative Expense,8515000.0,8078000.0,7600000.0,7116000.0,7077000.0,
Other Gand A,8515000.0,8078000.0,7600000.0,7116000.0,7077000.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
