,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.174475,0.149,0.150403,0.118,0.138905
Normalized EBITDA,140669000.0,133445000.0,114367000.0,124258000.0,116400000.0
Net Income From Continuing Operation Net Minority Interest,84627000.0,81052000.0,65221000.0,75897000.0,67738000.0
Reconciled Depreciation,36894000.0,36909000.0,36341000.0,36927000.0,36482000.0
Reconciled Cost Of Revenue,299872000.0,275314000.0,281785000.0,282800000.0,280523000.0
EBITDA,140669000.0,133445000.0,114367000.0,124258000.0,116400000.0
EBIT,103775000.0,96536000.0,78026000.0,87331000.0,79918000.0
Net Interest Income,-1262000.0,-1246000.0,-1259000.0,-1235000.0,-1253000.0
Interest Expense,1262000.0,1246000.0,1259000.0,1235000.0,1253000.0
Normalized Income,84627000.0,81052000.0,65221000.0,75897000.0,67738000.0
Net Income From Continuing And Discontinued Operation,84627000.0,81052000.0,65221000.0,75897000.0,67738000.0
Total Expenses,500521000.0,475992000.0,469445000.0,460510000.0,462941000.0
Total Operating Income As Reported,95596000.0,89173000.0,71686000.0,82827000.0,78035000.0
Diluted Average Shares,43929000.0,43943000.0,43912000.0,43694000.0,43275000.0
Basic Average Shares,43163000.0,43024000.0,42864000.0,42714000.0,42527000.0
Diluted EPS,1.93,1.84,1.49,1.74,1.57
Basic EPS,1.96,1.88,1.52,1.78,1.59
Diluted NI Availto Com Stockholders,84627000.0,81052000.0,65221000.0,75897000.0,67738000.0
Net Income Common Stockholders,84627000.0,81052000.0,65221000.0,75897000.0,67738000.0
Net Income,84627000.0,81052000.0,65221000.0,75897000.0,67738000.0
Net Income Including Noncontrolling Interests,84627000.0,81052000.0,65221000.0,75897000.0,67738000.0
Net Income Continuous Operations,84627000.0,81052000.0,65221000.0,75897000.0,67738000.0
Tax Provision,17886000.0,14238000.0,11546000.0,10199000.0,10927000.0
Pretax Income,102513000.0,95290000.0,76767000.0,86096000.0,78665000.0
Other Income Expense,8179000.0,7363000.0,6340000.0,4504000.0,1883000.0
Other Non Operating Income Expenses,8179000.0,7363000.0,6340000.0,4504000.0,1883000.0
Net Non Operating Interest Income Expense,-1262000.0,-1246000.0,-1259000.0,-1235000.0,-1253000.0
Interest Expense Non Operating,1262000.0,1246000.0,1259000.0,1235000.0,1253000.0
Operating Income,95596000.0,89173000.0,71686000.0,82827000.0,78035000.0
Operating Expense,177588000.0,177908000.0,165133000.0,154633000.0,159781000.0
Depreciation Amortization Depletion Income Statement,13833000.0,14139000.0,13814000.0,13850000.0,13845000.0
Depreciation And Amortization In Income Statement,13833000.0,14139000.0,13814000.0,13850000.0,13845000.0
Amortization,13833000.0,14139000.0,13814000.0,13850000.0,13845000.0
Amortization Of Intangibles Income Statement,13833000.0,14139000.0,13814000.0,13850000.0,13845000.0
Research And Development,50842000.0,47844000.0,29435000.0,30120000.0,28951000.0
Selling General And Administration,112913000.0,115925000.0,121884000.0,110663000.0,116985000.0
Selling And Marketing Expense,36312000.0,36473000.0,41536000.0,38203000.0,41565000.0
General And Administrative Expense,76601000.0,79452000.0,80348000.0,72460000.0,75420000.0
Other Gand A,76601000.0,79452000.0,80348000.0,72460000.0,75420000.0
Gross Profit,273184000.0,267081000.0,236819000.0,237460000.0,237816000.0
Cost Of Revenue,322933000.0,298084000.0,304312000.0,305877000.0,303160000.0
Total Revenue,596117000.0,565165000.0,541131000.0,543337000.0,540976000.0
Operating Revenue,596117000.0,565165000.0,541131000.0,543337000.0,540976000.0
