,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,-8030820.0,-7146830.461334,0.0,0.0,,
Tax Rate For Calcs,0.080455,0.21,0.140134,0.121646,0.081147,,
Normalized EBITDA,-18593000.0,34866000.0,351083000.0,338692000.0,-56486000.0,,
Total Unusual Items,,-38242000.0,-51000000.0,,-145000000.0,-250470000.0,-257096000.0
Total Unusual Items Excluding Goodwill,,-38242000.0,-51000000.0,,-145000000.0,-250470000.0,-257096000.0
Net Income From Continuing Operation Net Minority Interest,-116408000.0,-150267000.0,169109000.0,202509000.0,-152027000.0,,
Reconciled Depreciation,64362000.0,73148000.0,60072000.0,61771000.0,64625000.0,,
Reconciled Cost Of Revenue,811664000.0,1001315000.0,1238738000.0,1317391000.0,863382000.0,,
EBITDA,-18593000.0,-3376000.0,300083000.0,338692000.0,-56486000.0,,
EBIT,-82955000.0,-76524000.0,240011000.0,276921000.0,-121111000.0,,
Net Interest Income,-41120000.0,-29092000.0,-36516000.0,-42688000.0,-40947000.0,,
Interest Expense,43638000.0,40086000.0,43342000.0,46366000.0,44342000.0,,
Interest Income,2518000.0,10994000.0,6826000.0,3678000.0,3395000.0,,
Normalized Income,-116408000.0,-120055820.0,212962169.538666,202509000.0,-152027000.0,,
Net Income From Continuing And Discontinued Operation,-116408000.0,-150788000.0,167780000.0,52178000.0,-258886000.0,,
Total Expenses,1847275000.0,2178416000.0,2557135000.0,2484045000.0,1892080000.0,,
Total Operating Income As Reported,-86609000.0,-72887000.0,225777000.0,273903000.0,-123020000.0,,
Diluted Average Shares,390024000.0,,393908000.0,390945000.0,388741000.0,388559000.0,
Basic Average Shares,390024000.0,,389218000.0,389044000.0,388741000.0,388559000.0,
Diluted EPS,-0.3,,0.43,0.13,-0.67,-1.08,
Basic EPS,-0.3,,0.43,0.13,-0.67,-1.08,
Diluted NI Availto Com Stockholders,-116408000.0,-150788000.0,167780000.0,52178000.0,-258886000.0,,
Net Income Common Stockholders,-116408000.0,-150788000.0,167780000.0,52178000.0,-258886000.0,,
Net Income,-116408000.0,-150788000.0,167780000.0,52178000.0,-258886000.0,,
Net Income Including Noncontrolling Interests,-116408000.0,-150788000.0,167780000.0,52178000.0,-258886000.0,,
Net Income Discontinuous Operations,0.0,-521000.0,-1329000.0,-150331000.0,-106859000.0,,
Net Income Continuous Operations,-116408000.0,-150267000.0,169109000.0,202509000.0,-152027000.0,,
Tax Provision,-10185000.0,33657000.0,27560000.0,28046000.0,-13426000.0,,
Pretax Income,-126593000.0,-116610000.0,196669000.0,230555000.0,-165453000.0,,
Other Income Expense,1136000.0,-52873000.0,-43592000.0,-660000.0,-1486000.0,,
Other Non Operating Income Expenses,1136000.0,-14631000.0,7408000.0,-660000.0,-1486000.0,,
Special Income Charges,,-38242000.0,-51000000.0,,-145000000.0,-250470000.0,-257096000.0
Impairment Of Capital Assets,,,,,145000000.0,250470000.0,257096000.0
Net Non Operating Interest Income Expense,-41120000.0,-29092000.0,-36516000.0,-42688000.0,-40947000.0,,
Interest Expense Non Operating,43638000.0,40086000.0,43342000.0,46366000.0,44342000.0,,
Interest Income Non Operating,2518000.0,10994000.0,6826000.0,3678000.0,3395000.0,,
Operating Income,-86609000.0,-34645000.0,276777000.0,273903000.0,-123020000.0,,
Operating Expense,1035611000.0,1177101000.0,1318397000.0,1166654000.0,1028698000.0,,
Selling General And Administration,1035611000.0,1177101000.0,1318397000.0,1166654000.0,1028698000.0,,
Gross Profit,949002000.0,1142456000.0,1595174000.0,1440557000.0,905678000.0,,
Cost Of Revenue,811664000.0,1001315000.0,1238738000.0,1317391000.0,863382000.0,,
Total Revenue,1760666000.0,2143771000.0,2833912000.0,2757948000.0,1769060000.0,,
Operating Revenue,1760666000.0,2143771000.0,2833912000.0,2757948000.0,1769060000.0,,
