,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,209400.0,-83603850.0,-1355850.0,168150.0,-1443900.0,,
Tax Rate For Calcs,0.15,0.15,0.15,0.15,0.15,,
Normalized EBITDA,-57000.0,9802000.0,8959000.0,-3266000.0,2371000.0,,
Total Unusual Items,1396000.0,-557359000.0,-9039000.0,1121000.0,-9626000.0,,
Total Unusual Items Excluding Goodwill,1396000.0,-557359000.0,-9039000.0,1121000.0,-9626000.0,,
Net Income From Continuing Operation Net Minority Interest,-49567000.0,-575943000.0,-26586000.0,-29655000.0,-35012000.0,,
Reconciled Depreciation,37504000.0,23681000.0,25214000.0,25834000.0,26262000.0,,
Reconciled Cost Of Revenue,175869000.0,141579000.0,164260000.0,162899000.0,157883000.0,,
EBITDA,1339000.0,-547557000.0,-80000.0,-2145000.0,-7255000.0,,
EBIT,-36165000.0,-571238000.0,-25294000.0,-27979000.0,-33517000.0,,
Net Interest Income,-6209000.0,8401000.0,8388000.0,9543000.0,10166000.0,,
Interest Expense,12097000.0,415000.0,316000.0,356000.0,394000.0,,
Interest Income,5888000.0,8816000.0,8704000.0,9899000.0,10560000.0,,
Normalized Income,-50753600.0,-102187850.0,-18902850.0,-30607850.0,-26829900.0,,
Net Income From Continuing And Discontinued Operation,-49567000.0,-575943000.0,-26586000.0,-29655000.0,-35012000.0,,
Total Expenses,348391000.0,276114000.0,305093000.0,316181000.0,300542000.0,,
Total Operating Income As Reported,-42053000.0,-580054000.0,-33998000.0,-37878000.0,-44077000.0,,
Diluted Average Shares,,152106608.0,154283524.0,153551716.0,154744336.0,,154194745.0
Basic Average Shares,,152106608.0,154283524.0,153551716.0,154744336.0,,154194745.0
Diluted EPS,,-3.79,-0.17,-0.19,-0.23,,-0.26
Basic EPS,,-3.79,-0.17,-0.19,-0.23,,-0.26
Diluted NI Availto Com Stockholders,-49567000.0,-575943000.0,-26586000.0,-29655000.0,-35012000.0,,
Net Income Common Stockholders,-49567000.0,-575943000.0,-26586000.0,-29655000.0,-35012000.0,,
Net Income,-49567000.0,-575943000.0,-26586000.0,-29655000.0,-35012000.0,,
Net Income Including Noncontrolling Interests,-49567000.0,-575943000.0,-26586000.0,-29655000.0,-35012000.0,,
Net Income Continuous Operations,-49567000.0,-575943000.0,-26586000.0,-29655000.0,-35012000.0,,
Tax Provision,1305000.0,4290000.0,976000.0,1320000.0,1101000.0,,
Pretax Income,-48262000.0,-571653000.0,-25610000.0,-28335000.0,-33911000.0,,
Other Income Expense,1396000.0,-557359000.0,-9039000.0,1121000.0,-9626000.0,,
Special Income Charges,-1367000.0,-558027000.0,-6525000.0,-216000.0,-9541000.0,,
Impairment Of Capital Assets,,,,,,0.0,0.0
Restructuring And Mergern Acquisition,1367000.0,1587000.0,6525000.0,216000.0,9541000.0,,
Gain On Sale Of Security,2763000.0,668000.0,-2514000.0,1337000.0,-85000.0,,
Net Non Operating Interest Income Expense,-6209000.0,8401000.0,8388000.0,9543000.0,10166000.0,,
Interest Expense Non Operating,12097000.0,415000.0,316000.0,356000.0,394000.0,,
Interest Income Non Operating,5888000.0,8816000.0,8704000.0,9899000.0,10560000.0,,
Operating Income,-43449000.0,-22695000.0,-24959000.0,-38999000.0,-34451000.0,,
Operating Expense,172522000.0,134535000.0,140833000.0,153282000.0,142659000.0,,
Depreciation Amortization Depletion Income Statement,37504000.0,23681000.0,25214000.0,25834000.0,26262000.0,,
Depreciation And Amortization In Income Statement,37504000.0,23681000.0,25214000.0,25834000.0,26262000.0,,
Amortization,34681000.0,20820000.0,22105000.0,22612000.0,22895000.0,,
Amortization Of Intangibles Income Statement,34681000.0,20820000.0,22105000.0,22612000.0,22895000.0,,
Depreciation Income Statement,2823000.0,2861000.0,3109000.0,3222000.0,3367000.0,,
Research And Development,32425000.0,30196000.0,32148000.0,30520000.0,27471000.0,,
Selling General And Administration,102593000.0,80658000.0,83471000.0,96928000.0,88926000.0,,
Selling And Marketing Expense,67880000.0,58081000.0,54012000.0,65681000.0,57070000.0,,
General And Administrative Expense,34713000.0,22577000.0,29459000.0,31247000.0,31856000.0,,
Other Gand A,34713000.0,22577000.0,29459000.0,31247000.0,31856000.0,,
Gross Profit,129073000.0,111840000.0,115874000.0,114283000.0,108208000.0,,
Cost Of Revenue,175869000.0,141579000.0,164260000.0,162899000.0,157883000.0,,
Total Revenue,304942000.0,253419000.0,280134000.0,277182000.0,266091000.0,,
Operating Revenue,304942000.0,253419000.0,280134000.0,277182000.0,266091000.0,,
