,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30,2023-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,
Normalized EBITDA,-1005366.0,-1466411.0,-1770508.0,-969596.0,-2526577.0,
Total Unusual Items,,,,0.0,0.0,
Total Unusual Items Excluding Goodwill,,,,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,-972121.0,-1424433.0,-1715290.0,-881796.0,-2442816.0,
Reconciled Depreciation,1105.0,1106.0,1107.0,1105.0,5608.0,
EBITDA,-1005366.0,-1466411.0,-1770508.0,-969596.0,-2526577.0,
EBIT,-1006471.0,-1467517.0,-1771615.0,-970701.0,-2532185.0,
Net Interest Income,34350.0,43084.0,56325.0,88905.0,89369.0,
Interest Income,34350.0,,56325.0,88905.0,89369.0,
Normalized Income,-972121.0,-1424433.0,-1715290.0,-881796.0,-2442816.0,
Net Income From Continuing And Discontinued Operation,-972121.0,-1424433.0,-1715290.0,-881796.0,-2442816.0,
Total Expenses,1006471.0,1467517.0,1771615.0,970701.0,2532185.0,
Total Operating Income As Reported,-1006471.0,-1467517.0,,,-2532185.0,-3971395.0
Diluted Average Shares,1281869.0,600417.0,524326.0,,469254.0,338638.0
Basic Average Shares,1281869.0,600417.0,524326.0,,469254.0,338638.0
Diluted EPS,-0.76,-2.37,-3.28,,-5.21,-11.45
Basic EPS,-0.76,-2.37,-3.28,,-5.21,-11.45
Diluted NI Availto Com Stockholders,-972121.0,-1424433.0,-1715290.0,-881796.0,-2442816.0,
Net Income Common Stockholders,-972121.0,-1424433.0,-1715290.0,-881796.0,-2442816.0,
Net Income,-972121.0,-1424433.0,-1715290.0,-881796.0,-2442816.0,
Net Income Including Noncontrolling Interests,-972121.0,-1424433.0,-1715290.0,-881796.0,-2442816.0,
Net Income Continuous Operations,-972121.0,-1424433.0,-1715290.0,-881796.0,-2442816.0,
Pretax Income,-972121.0,-1424433.0,-1715290.0,-881796.0,-2442816.0,
Special Income Charges,,,,0.0,0.0,
Impairment Of Capital Assets,,,,0.0,0.0,
Net Non Operating Interest Income Expense,34350.0,43084.0,56325.0,88905.0,89369.0,
Total Other Finance Cost,,-43084.0,,,,-94087.0
Interest Income Non Operating,34350.0,,56325.0,88905.0,89369.0,
Operating Income,-1006471.0,-1467517.0,-1771615.0,-970701.0,-2532185.0,
Operating Expense,1006471.0,1467517.0,1771615.0,970701.0,2532185.0,
Research And Development,137234.0,214447.0,243002.0,59953.0,1036354.0,
Selling General And Administration,869237.0,1253070.0,1528613.0,910748.0,1495831.0,
General And Administrative Expense,869237.0,1253070.0,1528613.0,910748.0,1495831.0,
Other Gand A,869237.0,1253070.0,1528613.0,910748.0,1495831.0,
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
