,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,-21747694.334711,-17544830.0,-3298883.0,1374402.049587,365203.167853,
Tax Rate For Calcs,0.259207,0.262,0.259,0.264156,0.259009,
Normalized EBITDA,841957000.0,823254000.0,769625000.0,641892000.0,744739000.0,
Total Unusual Items,-83901000.0,-66965000.0,-12737000.0,5203000.0,1410000.0,
Total Unusual Items Excluding Goodwill,-83901000.0,-66965000.0,-12737000.0,5203000.0,1410000.0,
Net Income From Continuing Operation Net Minority Interest,408612000.0,429738000.0,438580000.0,435923000.0,440124000.0,
Reconciled Depreciation,172843000.0,147406000.0,141518000.0,33365000.0,131535000.0,
Reconciled Cost Of Revenue,3423833000.0,3357197000.0,3174150000.0,3059775000.0,3070655000.0,
EBITDA,758056000.0,756289000.0,756888000.0,647095000.0,746149000.0,
EBIT,585213000.0,608883000.0,615370000.0,613730000.0,614614000.0,
Net Interest Income,-30861000.0,-16631000.0,-6612000.0,-4394000.0,-8765000.0,
Interest Expense,33626000.0,26267000.0,23624000.0,21318000.0,20647000.0,
Interest Income,8439000.0,10486000.0,17098000.0,16259000.0,15543000.0,
Normalized Income,470765305.665289,479158170.0,448018117.0,432094402.049587,439079203.167853,
Net Income From Continuing And Discontinued Operation,408612000.0,429738000.0,438580000.0,435923000.0,440124000.0,
Total Expenses,3423833000.0,3357197000.0,3174150000.0,3059775000.0,3070655000.0,
Diluted Average Shares,224356551.0,227190028.0,228241476.0,,230540966.0,233264256.0
Basic Average Shares,221781407.0,224275024.0,225191270.0,,227154246.0,229602790.0
Diluted EPS,1.82,1.89,1.92,,1.91,1.83
Basic EPS,1.84,1.92,1.95,,1.94,1.86
Diluted NI Availto Com Stockholders,408612000.0,429738000.0,438580000.0,435923000.0,440124000.0,
Net Income Common Stockholders,408612000.0,429738000.0,438580000.0,435923000.0,440124000.0,
Net Income,408612000.0,429738000.0,438580000.0,435923000.0,440124000.0,
Net Income Including Noncontrolling Interests,408612000.0,429738000.0,438580000.0,435923000.0,440124000.0,
Net Income Continuous Operations,408612000.0,429738000.0,438580000.0,435923000.0,440124000.0,
Tax Provision,142975000.0,152878000.0,153166000.0,156489000.0,153843000.0,
Pretax Income,551587000.0,582616000.0,591746000.0,592412000.0,593967000.0,
Other Income Expense,-83901000.0,-66965000.0,-12737000.0,-3810000.0,1410000.0,
Special Income Charges,-83695000.0,-66412000.0,-13364000.0,5570000.0,-100000.0,
Restructuring And Mergern Acquisition,83695000.0,66412000.0,13364000.0,-18120000.0,100000.0,
Gain On Sale Of Security,-206000.0,-553000.0,627000.0,-367000.0,1510000.0,
Net Non Operating Interest Income Expense,-30861000.0,-16631000.0,-6612000.0,-4394000.0,-8765000.0,
Total Other Finance Cost,5674000.0,850000.0,86000.0,-665000.0,3661000.0,
Interest Expense Non Operating,33626000.0,26267000.0,23624000.0,21318000.0,20647000.0,
Interest Income Non Operating,8439000.0,10486000.0,17098000.0,16259000.0,15543000.0,
Operating Income,666349000.0,666212000.0,611095000.0,600616000.0,601322000.0,
Gross Profit,666349000.0,666212000.0,611095000.0,600616000.0,601322000.0,
Cost Of Revenue,3423833000.0,3357197000.0,3174150000.0,3059775000.0,3070655000.0,
Total Revenue,4090182000.0,4023409000.0,3785245000.0,3660391000.0,3671977000.0,
Operating Revenue,4090182000.0,4023409000.0,3785245000.0,3660391000.0,3671977000.0,
