,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-610878.850103,-530550.0,-1307040.0,-5587500.0,0.0,,
Tax Rate For Calcs,0.245038,0.15,0.389,0.327233,0.265169,,
Normalized EBITDA,97726000.0,-71277000.0,78716000.0,79157000.0,105351000.0,,
Total Unusual Items,-2493000.0,-3537000.0,-3360000.0,-17075000.0,0.0,,
Total Unusual Items Excluding Goodwill,-2493000.0,-3537000.0,-3360000.0,-17075000.0,0.0,,
Net Income From Continuing Operation Net Minority Interest,24117000.0,-68858000.0,6414000.0,-887000.0,35282000.0,,
Reconciled Depreciation,37314000.0,38040000.0,37910000.0,39278000.0,37442000.0,,
Reconciled Cost Of Revenue,516870000.0,512448000.0,454061000.0,432509000.0,487623000.0,,
EBITDA,95233000.0,-74814000.0,75356000.0,62082000.0,105351000.0,,
EBIT,57919000.0,-112854000.0,37446000.0,22804000.0,67909000.0,,
Net Interest Income,-25641000.0,-26702000.0,-22440000.0,-23534000.0,-19518000.0,,
Interest Expense,25777000.0,27435000.0,26804000.0,24170000.0,19834000.0,,
Interest Income,136000.0,733000.0,4364000.0,636000.0,316000.0,,
Normalized Income,25999121.149897,-65851550.0,8466960.0,10600500.0,35282000.0,,
Net Income From Continuing And Discontinued Operation,24117000.0,-68858000.0,6414000.0,-887000.0,35282000.0,,
Total Expenses,676444000.0,684294000.0,615551000.0,573538000.0,626677000.0,,
Total Operating Income As Reported,57783000.0,-113587000.0,33082000.0,22168000.0,67593000.0,,
Diluted Average Shares,98285608.0,,98679803.0,98437336.0,98641984.0,,99540047.0
Basic Average Shares,97673773.0,,97926990.0,97926369.0,98119205.0,,98906456.0
Diluted EPS,0.25,,0.07,-0.01,0.36,,0.47
Basic EPS,0.25,,0.07,-0.01,0.36,,0.48
Diluted NI Availto Com Stockholders,24117000.0,-68858000.0,6414000.0,-887000.0,35282000.0,,
Net Income Common Stockholders,24117000.0,-68858000.0,6414000.0,-887000.0,35282000.0,,
Net Income,24117000.0,-68858000.0,6414000.0,-887000.0,35282000.0,,
Minority Interests,-149000.0,33000.0,-91000.0,32000.0,-45000.0,,
Net Income Including Noncontrolling Interests,24266000.0,-68891000.0,6505000.0,-919000.0,35327000.0,,
Net Income Continuous Operations,24266000.0,-68891000.0,6505000.0,-919000.0,35327000.0,,
Tax Provision,7876000.0,-71398000.0,4137000.0,-447000.0,12748000.0,,
Pretax Income,32142000.0,-140289000.0,10642000.0,-1366000.0,48075000.0,,
Other Income Expense,-2493000.0,-3537000.0,-3360000.0,-17075000.0,,-6562000.0,
Special Income Charges,-2493000.0,-3537000.0,-3360000.0,-17075000.0,0.0,,
Restructuring And Mergern Acquisition,2493000.0,3537000.0,3360000.0,17075000.0,0.0,,
Net Non Operating Interest Income Expense,-25641000.0,-26702000.0,-22440000.0,-23534000.0,-19518000.0,,
Interest Expense Non Operating,25777000.0,27435000.0,26804000.0,24170000.0,19834000.0,,
Interest Income Non Operating,136000.0,733000.0,4364000.0,636000.0,316000.0,,
Operating Income,60276000.0,-110050000.0,36442000.0,39243000.0,67593000.0,,
Operating Expense,159574000.0,171846000.0,161490000.0,141029000.0,139054000.0,,
Selling General And Administration,159574000.0,84362000.0,161490000.0,141029000.0,139054000.0,,
General And Administrative Expense,159574000.0,84362000.0,161490000.0,141029000.0,139054000.0,,
Other Gand A,151135000.0,-194262000.0,156365000.0,138329000.0,135331000.0,,
Salaries And Wages,8439000.0,278624000.0,5125000.0,2700000.0,3723000.0,,
Gross Profit,219850000.0,61796000.0,197932000.0,180272000.0,206647000.0,,
Cost Of Revenue,516870000.0,512448000.0,454061000.0,432509000.0,487623000.0,,
Total Revenue,736720000.0,574244000.0,651993000.0,612781000.0,694270000.0,,
Operating Revenue,736720000.0,574244000.0,651993000.0,612781000.0,694270000.0,,
