,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0,,
Normalized EBITDA,-6789346.0,-8545181.0,-4472660.0,-3583604.0,-3682683.0,,
Total Unusual Items,,,13333.0,0.0,0.0,,20664.0
Total Unusual Items Excluding Goodwill,,,13333.0,0.0,0.0,,20664.0
Net Income From Continuing Operation Net Minority Interest,-6026329.0,-8204603.0,-4299781.0,-3564980.0,-3673715.0,,
Reconciled Depreciation,32257.0,30933.0,30933.0,30886.0,31392.0,,
Reconciled Cost Of Revenue,32257.0,30933.0,30933.0,30886.0,31392.0,,
EBITDA,-6789346.0,-8545181.0,-4459327.0,-3583604.0,-3682683.0,,
EBIT,-6821603.0,-8576114.0,-4490260.0,-3614490.0,-3714075.0,,
Net Interest Income,764024.0,377966.0,145276.0,41810.0,42821.0,,
Interest Income,764024.0,377966.0,145276.0,41810.0,42821.0,,
Normalized Income,-6026329.0,-8204603.0,-4313114.0,-3564980.0,-3673715.0,,
Net Income From Continuing And Discontinued Operation,-6026329.0,-8204603.0,-4299781.0,-3564980.0,-3673715.0,,
Total Expenses,6821603.0,8576114.0,4490260.0,3614490.0,3714075.0,,
Total Operating Income As Reported,11742782.0,-14959504.0,-15276175.0,-16534907.0,12189718.0,,
Diluted Average Shares,76471846.0,70619291.0,,65537015.0,64514387.0,64123456.0,
Basic Average Shares,76471846.0,70619291.0,,65537015.0,64514387.0,64123456.0,
Diluted EPS,-0.08,-0.12,,-0.05,-0.06,-0.05,
Basic EPS,-0.08,-0.12,,-0.05,-0.06,-0.05,
Diluted NI Availto Com Stockholders,-6026329.0,-8204603.0,-4299781.0,-3564980.0,-3673715.0,,
Net Income Common Stockholders,-6026329.0,-8204603.0,-4299781.0,-3564980.0,-3673715.0,,
Net Income,-6026329.0,-8204603.0,-4299781.0,-3564980.0,-3673715.0,,
Net Income Including Noncontrolling Interests,-6026329.0,-8204603.0,-4299781.0,-3564980.0,-3673715.0,,
Net Income Continuous Operations,-6026329.0,-8204603.0,-4299781.0,-3564980.0,-3673715.0,,
Pretax Income,-6026329.0,-8204603.0,-4299781.0,-3564980.0,-3673715.0,,
Other Income Expense,31250.0,-6455.0,45203.0,7700.0,-2461.0,,
Other Non Operating Income Expenses,31250.0,-6455.0,31870.0,7700.0,-2461.0,,
Special Income Charges,,,13333.0,0.0,0.0,,25000.0
Other Special Charges,,,,,,,0.0
Gain On Sale Of Security,,,,,,,-4336.0
Net Non Operating Interest Income Expense,764024.0,377966.0,145276.0,41810.0,42821.0,,
Interest Income Non Operating,764024.0,377966.0,145276.0,41810.0,42821.0,,
Operating Income,-6821603.0,-8576114.0,-4490260.0,-3614490.0,-3714075.0,,
Operating Expense,6789346.0,8545181.0,4459327.0,3583604.0,3682683.0,,
Other Operating Expenses,6228589.0,6874210.0,3212854.0,2562978.0,2587001.0,,
Selling General And Administration,560757.0,1670971.0,1246473.0,1020626.0,1095682.0,,
General And Administrative Expense,560757.0,1670971.0,1246473.0,1020626.0,1095682.0,,
Other Gand A,509719.0,734204.0,382883.0,394014.0,461802.0,,
Salaries And Wages,51038.0,936767.0,863590.0,626612.0,633880.0,,
Gross Profit,-32257.0,-30933.0,-30933.0,-30886.0,-31392.0,,
Cost Of Revenue,32257.0,30933.0,30933.0,30886.0,31392.0,,
Total Revenue,0.0,0.0,0.0,0.0,0.0,,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,,
