,2024-09-30,2024-06-30,2024-03-31,2023-12-31,2023-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.045719,0.21,0.21,0.009931,0.001902
Normalized EBITDA,-17877000.0,-21559000.0,-20182000.0,-17197000.0,-18230000.0
Net Income From Continuing Operation Net Minority Interest,-17032000.0,-21304000.0,-19629000.0,-16450000.0,-17319000.0
Reconciled Depreciation,491000.0,498000.0,509000.0,659000.0,700000.0
EBITDA,-17877000.0,-21559000.0,-20182000.0,-17197000.0,-18230000.0
EBIT,-18368000.0,-22057000.0,-20691000.0,-17856000.0,-18930000.0
Normalized Income,-17032000.0,-21304000.0,-19629000.0,-16450000.0,-17319000.0
Net Income From Continuing And Discontinued Operation,-17032000.0,-21304000.0,-19629000.0,-16450000.0,-17319000.0
Total Expenses,18368000.0,22057000.0,20691000.0,17856000.0,18930000.0
Total Operating Income As Reported,-18368000.0,-22057000.0,-20691000.0,-17856000.0,-18930000.0
Diluted Average Shares,23037714.0,23037714.0,23011795.0,22934594.0,17397845.0
Basic Average Shares,23037714.0,23037714.0,23011795.0,22934594.0,17397845.0
Diluted EPS,-0.74,-0.92,-0.85,-0.73,-1.0
Basic EPS,-0.74,-0.92,-0.85,-0.73,-1.0
Diluted NI Availto Com Stockholders,-17032000.0,-21304000.0,-19629000.0,-16450000.0,-17319000.0
Net Income Common Stockholders,-17032000.0,-21304000.0,-19629000.0,-16450000.0,-17319000.0
Otherunder Preferred Stock Dividend,0.0,,0.0,,0.0
Net Income,-17032000.0,-21304000.0,-19629000.0,-16450000.0,-17319000.0
Net Income Including Noncontrolling Interests,-17032000.0,-21304000.0,-19629000.0,-16450000.0,-17319000.0
Net Income Continuous Operations,-17032000.0,-21304000.0,-19629000.0,-16450000.0,-17319000.0
Tax Provision,-816000.0,2000.0,16000.0,-165000.0,-33000.0
Pretax Income,-17848000.0,-21302000.0,-19613000.0,-16615000.0,-17352000.0
Other Income Expense,520000.0,755000.0,1078000.0,1241000.0,1578000.0
Other Non Operating Income Expenses,520000.0,755000.0,1078000.0,1241000.0,1578000.0
Operating Income,-18368000.0,-22057000.0,-20691000.0,-17856000.0,-18930000.0
Operating Expense,18368000.0,22057000.0,20691000.0,17856000.0,18930000.0
Research And Development,14424000.0,17730000.0,15790000.0,13458000.0,14172000.0
Selling General And Administration,3944000.0,4327000.0,4901000.0,4398000.0,4758000.0
General And Administrative Expense,3944000.0,4327000.0,4901000.0,4398000.0,4758000.0
Other Gand A,3944000.0,4327000.0,4901000.0,4398000.0,4758000.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
