,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.087025,0.21,0.21,0.21,0.045427,
Normalized EBITDA,15486000.0,22770000.0,158725000.0,-16081000.0,-17287000.0,
Net Income From Continuing Operation Net Minority Interest,10491000.0,-17856000.0,1509000.0,-22564000.0,-22442000.0,
Reconciled Depreciation,4973000.0,41955000.0,153543000.0,4951000.0,5530000.0,
Reconciled Cost Of Revenue,117206000.0,105798000.0,144253000.0,95913000.0,90578000.0,
EBITDA,15486000.0,22770000.0,158725000.0,-16081000.0,-17287000.0,
EBIT,10513000.0,-19185000.0,5182000.0,-21032000.0,-22817000.0,
Net Interest Income,978000.0,1870000.0,-6073000.0,-1189000.0,-693000.0,
Interest Expense,,,,1189000.0,693000.0,3510000.0
Normalized Income,10491000.0,-17856000.0,1509000.0,-22564000.0,-22442000.0,
Net Income From Continuing And Discontinued Operation,10491000.0,-17856000.0,1509000.0,-22564000.0,-22442000.0,
Total Expenses,204364000.0,209067000.0,257730000.0,197003000.0,190825000.0,
Total Operating Income As Reported,10513000.0,-19185000.0,5182000.0,-21032000.0,-22817000.0,
Diluted Average Shares,175588437.0,169346771.0,175674929.0,167687940.0,166982796.0,
Basic Average Shares,169788923.0,169346771.0,168419800.0,167687940.0,166982796.0,
Diluted EPS,0.06,-0.11,0.01,-0.13,-0.13,
Basic EPS,0.06,-0.11,0.01,-0.13,-0.13,
Diluted NI Availto Com Stockholders,10491000.0,-17856000.0,1509000.0,-22564000.0,-22442000.0,
Net Income Common Stockholders,10491000.0,-17856000.0,1509000.0,-22564000.0,-22442000.0,
Net Income,10491000.0,-17856000.0,1509000.0,-22564000.0,-22442000.0,
Net Income Including Noncontrolling Interests,10491000.0,-17856000.0,1509000.0,-22564000.0,-22442000.0,
Net Income Continuous Operations,10491000.0,-17856000.0,1509000.0,-22564000.0,-22442000.0,
Tax Provision,1000000.0,541000.0,-2400000.0,343000.0,-1068000.0,
Pretax Income,11491000.0,-17315000.0,-891000.0,-22221000.0,-23510000.0,
Net Non Operating Interest Income Expense,978000.0,1870000.0,-6073000.0,-1189000.0,-693000.0,
Total Other Finance Cost,-978000.0,-1870000.0,,,693000.0,3510000.0
Interest Expense Non Operating,,,,1189000.0,693000.0,3510000.0
Operating Income,10513000.0,-19185000.0,5182000.0,-21032000.0,-22817000.0,
Operating Expense,87158000.0,103269000.0,113477000.0,101090000.0,100247000.0,
Research And Development,30733000.0,28138000.0,28284000.0,26989000.0,26676000.0,
Selling General And Administration,56425000.0,75131000.0,85193000.0,74101000.0,73571000.0,
Selling And Marketing Expense,43957000.0,63938000.0,70936000.0,62681000.0,60089000.0,
General And Administrative Expense,12468000.0,11193000.0,14257000.0,11420000.0,13482000.0,
Other Gand A,12468000.0,11193000.0,14257000.0,11420000.0,13482000.0,
Gross Profit,97671000.0,84084000.0,118659000.0,80058000.0,77430000.0,
Cost Of Revenue,117206000.0,105798000.0,144253000.0,95913000.0,90578000.0,
Total Revenue,214877000.0,189882000.0,262912000.0,175971000.0,168008000.0,
Operating Revenue,214877000.0,189882000.0,262912000.0,175971000.0,168008000.0,
