,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30
Tax Effect Of Unusual Items,-43740060.0,-7898310.0,-235007.69257,268380.0,1528170.0
Tax Rate For Calcs,0.21,0.21,0.001894,0.21,0.21
Normalized EBITDA,-12449000.0,-15764000.0,-4564000.0,-6498000.0,-12342000.0
Total Unusual Items,-208286000.0,-37611000.0,-124068000.0,1278000.0,7277000.0
Total Unusual Items Excluding Goodwill,-208286000.0,-37611000.0,-124068000.0,1278000.0,7277000.0
Net Income From Continuing Operation Net Minority Interest,-228619000.0,-61986000.0,-146487000.0,-12176000.0,-14439000.0
Reconciled Depreciation,3451000.0,3470000.0,3133000.0,3394000.0,2907000.0
Reconciled Cost Of Revenue,24359000.0,27369000.0,27422000.0,30739000.0,28720000.0
EBITDA,-220735000.0,-53375000.0,-128632000.0,-5220000.0,-5065000.0
EBIT,-224186000.0,-56845000.0,-131765000.0,-8614000.0,-7972000.0
Net Interest Income,-4419000.0,-5116000.0,-15000000.0,-3541000.0,-6452000.0
Interest Expense,4419000.0,5116000.0,15000000.0,3541000.0,6452000.0
Normalized Income,-64073060.0,-32273310.0,-22654007.69257,-13185620.0,-20187830.0
Net Income From Continuing And Discontinued Operation,-228619000.0,-61986000.0,-146487000.0,-12176000.0,-14439000.0
Total Expenses,50239000.0,54267000.0,51999000.0,52044000.0,55649000.0
Total Operating Income As Reported,-90302000.0,-21208000.0,-8142000.0,-10539000.0,-16670000.0
Diluted Average Shares,320591204.0,252341401.0,250575733.0,249951542.0,246303139.0
Basic Average Shares,320591204.0,252341401.0,250575733.0,249951542.0,246303139.0
Diluted EPS,-0.71,-0.25,-0.43,-0.05,-0.06
Basic EPS,-0.71,-0.25,-0.43,-0.05,-0.06
Diluted NI Availto Com Stockholders,-228619000.0,-61986000.0,-146487000.0,-12176000.0,-14439000.0
Net Income Common Stockholders,-228619000.0,-61986000.0,-146487000.0,-12176000.0,-14439000.0
Net Income,-228619000.0,-61986000.0,-146487000.0,-12176000.0,-14439000.0
Net Income Including Noncontrolling Interests,-228619000.0,-61986000.0,-146487000.0,-12176000.0,-14439000.0
Net Income Continuous Operations,-228619000.0,-61986000.0,-146487000.0,-12176000.0,-14439000.0
Tax Provision,14000.0,25000.0,-278000.0,21000.0,15000.0
Pretax Income,-228605000.0,-61961000.0,-146765000.0,-12155000.0,-14424000.0
Other Income Expense,-206419000.0,-37335000.0,-123593000.0,1925000.0,7894000.0
Other Non Operating Income Expenses,1867000.0,276000.0,475000.0,647000.0,617000.0
Special Income Charges,-72535000.0,-4275000.0,-31242000.0,0.0,-804000.0
Other Special Charges,,2577000.0,,,
Impairment Of Capital Assets,70636000.0,0.0,0.0,0.0,0.0
Restructuring And Mergern Acquisition,1899000.0,1698000.0,-30000.0,0.0,804000.0
Gain On Sale Of Security,-135751000.0,-33336000.0,-92826000.0,1278000.0,8081000.0
Net Non Operating Interest Income Expense,-4419000.0,-5116000.0,-15000000.0,-3541000.0,-6452000.0
Interest Expense Non Operating,4419000.0,5116000.0,15000000.0,3541000.0,6452000.0
Operating Income,-17767000.0,-19510000.0,-8172000.0,-10539000.0,-15866000.0
Operating Expense,25880000.0,26898000.0,24577000.0,21305000.0,26929000.0
Research And Development,4393000.0,4166000.0,2334000.0,3820000.0,3565000.0
Selling General And Administration,21487000.0,22732000.0,22243000.0,17485000.0,23364000.0
Gross Profit,8113000.0,7388000.0,16405000.0,10766000.0,11063000.0
Cost Of Revenue,24359000.0,27369000.0,27422000.0,30739000.0,28720000.0
Total Revenue,32472000.0,34757000.0,43827000.0,41505000.0,39783000.0
Operating Revenue,32472000.0,34757000.0,43827000.0,41505000.0,39783000.0
