,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,-6392000.0,-3298000.0,-17714000.0,-4187377.04918,-1254308.797127,,
Tax Rate For Calcs,0.34,0.34,0.34,0.255328,0.079892,,
Normalized EBITDA,259200000.0,198100000.0,342500000.0,451900000.0,263900000.0,,
Total Unusual Items,-18800000.0,-9700000.0,-52100000.0,-16400000.0,-15700000.0,,
Total Unusual Items Excluding Goodwill,-18800000.0,-9700000.0,-52100000.0,-16400000.0,-15700000.0,,
Net Income From Continuing Operation Net Minority Interest,78600000.0,73400000.0,45600000.0,178800000.0,99400000.0,,
Reconciled Depreciation,59600000.0,50600000.0,74000000.0,67700000.0,58100000.0,,
Reconciled Cost Of Revenue,1466300000.0,913900000.0,1881900000.0,1377600000.0,1254200000.0,,
EBITDA,240400000.0,188400000.0,290400000.0,435500000.0,248200000.0,,
EBIT,180800000.0,137800000.0,216400000.0,367800000.0,190100000.0,,
Net Interest Income,-113500000.0,-65600000.0,-35500000.0,-24800000.0,-800000.0,,
Interest Expense,133600000.0,161900000.0,47800000.0,123800000.0,78700000.0,,
Interest Income,20100000.0,96300000.0,24700000.0,99000000.0,77900000.0,,
Normalized Income,91008000.0,79802000.0,79986000.0,191012622.95082,113845691.202873,,
Net Income From Continuing And Discontinued Operation,78600000.0,73400000.0,45600000.0,178800000.0,99400000.0,,
Total Expenses,1638600000.0,1049300000.0,2054600000.0,1404600000.0,1365600000.0,,
Total Operating Income As Reported,179500000.0,51200000.0,,285200000.0,127900000.0,-3900000.0,
Diluted Average Shares,183500000.0,183625000.0,183650000.0,186250000.0,183650000.0,,
Basic Average Shares,183500000.0,183625000.0,183650000.0,186250000.0,183650000.0,,
Diluted EPS,0.4284,0.3996,0.2484,0.96,0.5412,,
Basic EPS,0.4284,0.3996,0.2484,0.96,0.5412,,
Diluted NI Availto Com Stockholders,78600000.0,73400000.0,45600000.0,178800000.0,99400000.0,,
Net Income Common Stockholders,78600000.0,73400000.0,45600000.0,178800000.0,99400000.0,,
Net Income,78600000.0,73400000.0,45600000.0,178800000.0,99400000.0,,
Minority Interests,9300000.0,-6400000.0,7600000.0,-2900000.0,-3100000.0,,
Net Income Including Noncontrolling Interests,69300000.0,79800000.0,38000000.0,181700000.0,102500000.0,,
Net Income Continuous Operations,69300000.0,79800000.0,38000000.0,181700000.0,102500000.0,,
Tax Provision,-22100000.0,-103900000.0,130600000.0,62300000.0,8900000.0,,
Pretax Income,47200000.0,-24100000.0,168600000.0,244000000.0,111400000.0,,
Other Income Expense,-19900000.0,-12200000.0,-52800000.0,-19000000.0,-16400000.0,,
Special Income Charges,,,0.0,,,,46200000.0
Gain On Sale Of Business,,,0.0,,,,39800000.0
Other Special Charges,,,,,,,-8200000.0
Earnings From Equity Interest,-1100000.0,-2500000.0,-700000.0,-2600000.0,-700000.0,,
Gain On Sale Of Security,-18800000.0,-9700000.0,-52100000.0,-16400000.0,-15700000.0,,
Net Non Operating Interest Income Expense,-113500000.0,-65600000.0,-35500000.0,-24800000.0,-800000.0,,
Total Other Finance Cost,,,12400000.0,,,,9600000.0
Interest Expense Non Operating,133600000.0,161900000.0,47800000.0,123800000.0,78700000.0,,
Interest Income Non Operating,20100000.0,96300000.0,24700000.0,99000000.0,77900000.0,,
Operating Income,180600000.0,53700000.0,256900000.0,287800000.0,128600000.0,,
Operating Expense,172300000.0,135400000.0,172700000.0,27000000.0,111400000.0,,
Other Operating Expenses,9500000.0,4200000.0,-13700000.0,-108000000.0,-27300000.0,,
Other Taxes,,,17500000.0,,,,-10300000.0
Provision For Doubtful Accounts,9100000.0,-3200000.0,18200000.0,-500000.0,100000.0,,
Research And Development,12100000.0,14200000.0,18000000.0,9600000.0,15300000.0,,
Selling General And Administration,141600000.0,120200000.0,132700000.0,125900000.0,123300000.0,,
Selling And Marketing Expense,88900000.0,71000000.0,78900000.0,77900000.0,76000000.0,,
General And Administrative Expense,52700000.0,49200000.0,53800000.0,48000000.0,47300000.0,,
Other Gand A,52700000.0,49200000.0,53800000.0,48000000.0,47300000.0,,
Gross Profit,352900000.0,189100000.0,429600000.0,314800000.0,240000000.0,,
Cost Of Revenue,1466300000.0,913900000.0,1881900000.0,1377600000.0,1254200000.0,,
Total Revenue,1819200000.0,1103000000.0,2311500000.0,1692400000.0,1494200000.0,,
Operating Revenue,1819200000.0,1103000000.0,2311500000.0,1692400000.0,1494200000.0,,
