,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,4857000.0,-3348098.309052,-2490000.0,-74099.255774,-12337.741114,,
Tax Rate For Calcs,0.15,0.121555,0.15,0.006401,0.00273,,
Normalized EBITDA,-16468000.0,-18826000.0,-10395000.0,-12046000.0,-8534000.0,,
Total Unusual Items,32380000.0,-27544000.0,-16600000.0,-11576000.0,-4520000.0,,
Total Unusual Items Excluding Goodwill,32380000.0,-27544000.0,-16600000.0,-11576000.0,-4520000.0,,
Net Income From Continuing Operation Net Minority Interest,12498000.0,-43534000.0,-29502000.0,-25767000.0,-16441000.0,,
Reconciled Depreciation,2724000.0,2508000.0,2401000.0,2309000.0,2663000.0,,
Reconciled Cost Of Revenue,1386000.0,1223000.0,1198000.0,1030000.0,1367000.0,,
EBITDA,15912000.0,-46370000.0,-26995000.0,-23622000.0,-13054000.0,,
EBIT,13188000.0,-48878000.0,-29396000.0,-25931000.0,-15717000.0,,
Net Interest Income,168000.0,636000.0,751000.0,1113000.0,1375000.0,,
Interest Expense,773000.0,680000.0,103000.0,2000.0,769000.0,,
Interest Income,941000.0,1316000.0,1546000.0,1891000.0,2144000.0,,
Normalized Income,-15025000.0,-19338098.309052,-15392000.0,-14265099.255774,-11933337.741114,,
Net Income From Continuing And Discontinued Operation,12498000.0,-43534000.0,-29502000.0,-25767000.0,-15970000.0,,
Total Expenses,20066000.0,23511000.0,20443000.0,16468000.0,14044000.0,,
Diluted Average Shares,903172000.0,895775000.0,,892468000.0,892230000.0,891224000.0,
Basic Average Shares,896322000.0,895775000.0,,892468000.0,892230000.0,891224000.0,
Diluted EPS,0.01,-0.05,,-0.03,-0.02,-0.02,
Basic EPS,0.01,-0.05,,-0.03,-0.02,-0.02,
Diluted NI Availto Com Stockholders,12498000.0,-43534000.0,-29502000.0,-25767000.0,-15970000.0,,
Net Income Common Stockholders,12498000.0,-43534000.0,-29502000.0,-25767000.0,-15970000.0,,
Net Income,12498000.0,-43534000.0,-29502000.0,-25767000.0,-15970000.0,,
Net Income Including Noncontrolling Interests,12498000.0,-43534000.0,-29502000.0,-25767000.0,-15970000.0,,
Net Income Discontinuous Operations,0.0,,0.0,0.0,471000.0,0.0,
Net Income Continuous Operations,12498000.0,-43534000.0,-29502000.0,-25767000.0,-16441000.0,,
Tax Provision,-83000.0,-6024000.0,3000.0,-166000.0,-45000.0,,
Pretax Income,12415000.0,-49558000.0,-29499000.0,-25933000.0,-16486000.0,,
Other Income Expense,31037000.0,-28058000.0,-10977000.0,-11273000.0,-5143000.0,,
Other Non Operating Income Expenses,442000.0,388000.0,3875000.0,907000.0,-76000.0,,
Special Income Charges,,251000.0,142000.0,20000.0,0.0,0.0,
Gain On Sale Of Ppe,,,142000.0,20000.0,0.0,,0.0
Gain On Sale Of Business,,251000.0,,,,0.0,
Earnings From Equity Interest,-1785000.0,-902000.0,1748000.0,-604000.0,-547000.0,,
Gain On Sale Of Security,32380000.0,-27795000.0,-16742000.0,-11596000.0,-4520000.0,,
Net Non Operating Interest Income Expense,168000.0,636000.0,751000.0,1113000.0,1375000.0,,
Total Other Finance Cost,,,692000.0,776000.0,1240000.0,,2257000.0
Interest Expense Non Operating,773000.0,680000.0,103000.0,2000.0,769000.0,,
Interest Income Non Operating,941000.0,1316000.0,1546000.0,1891000.0,2144000.0,,
Operating Income,-18790000.0,-22136000.0,-19273000.0,-15773000.0,-12718000.0,,
Operating Expense,18680000.0,22288000.0,19245000.0,15438000.0,12677000.0,,
Other Operating Expenses,14077000.0,17545000.0,13627000.0,11886000.0,8936000.0,,
Selling General And Administration,4603000.0,4743000.0,5618000.0,3552000.0,3741000.0,,
Selling And Marketing Expense,,,,,,,0.0
General And Administrative Expense,4603000.0,4743000.0,5618000.0,3552000.0,3741000.0,,
Other Gand A,4603000.0,4743000.0,5618000.0,3552000.0,3741000.0,,
Gross Profit,-110000.0,152000.0,-28000.0,-335000.0,-41000.0,,
Cost Of Revenue,1386000.0,1223000.0,1198000.0,1030000.0,1367000.0,,
Total Revenue,1276000.0,1375000.0,1170000.0,695000.0,1326000.0,,
Operating Revenue,1276000.0,1375000.0,1170000.0,695000.0,1326000.0,,
