,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31,2023-12-31
Tax Effect Of Unusual Items,796110.0,-15086190.0,-80529960.0,-108386670.0,51955050.0,,
Tax Rate For Calcs,0.21,0.21,0.21,0.21,0.21,,
Normalized EBITDA,105891000.0,144492000.0,2481595000.0,36947000.0,-347220000.0,,
Total Unusual Items,3791000.0,-71839000.0,-383476000.0,-516127000.0,247405000.0,,
Total Unusual Items Excluding Goodwill,3791000.0,-71839000.0,-383476000.0,-516127000.0,247405000.0,,
Net Income From Continuing Operation Net Minority Interest,-98357000.0,-118275000.0,-412848000.0,-801163000.0,-320635000.0,,
Reconciled Depreciation,68238000.0,65431000.0,66204000.0,206474000.0,103857000.0,,
Reconciled Cost Of Revenue,9342000.0,6176000.0,8532000.0,3395000.0,6046000.0,,
EBITDA,109682000.0,72653000.0,2098119000.0,-479180000.0,-99815000.0,,
EBIT,41444000.0,7222000.0,2031915000.0,-685654000.0,-203672000.0,,
Net Interest Income,-129528000.0,-115801000.0,-102081000.0,-106956000.0,-104394000.0,,
Interest Expense,129709000.0,115801000.0,,106243000.0,101430000.0,108685000.0,
Normalized Income,-101351890.0,-61522190.0,-109901960.0,-393422670.0,-516084950.0,,
Net Income From Continuing And Discontinued Operation,-98357000.0,-118275000.0,-412848000.0,-801163000.0,-320635000.0,,
Total Expenses,103777000.0,113518000.0,103225000.0,246494000.0,145230000.0,,
Diluted Average Shares,600814000.0,600594000.0,600402000.0,600229000.0,600057000.0,,
Basic Average Shares,600814000.0,600594000.0,600402000.0,600229000.0,600057000.0,,
Diluted EPS,-0.16,-0.2,-0.69,-1.34,-0.54,,
Basic EPS,-0.16,-0.2,-0.69,-1.34,-0.54,,
Diluted NI Availto Com Stockholders,-98581000.0,-118275000.0,-412987000.0,-801316000.0,-321289000.0,,
Net Income Common Stockholders,-98581000.0,-118275000.0,-412987000.0,-801316000.0,-321289000.0,,
Otherunder Preferred Stock Dividend,224000.0,,139000.0,153000.0,654000.0,0.0,
Net Income,-98357000.0,-118275000.0,-412848000.0,-801163000.0,-320635000.0,,
Minority Interests,-289000.0,-259000.0,-526000.0,-234000.0,-976000.0,,
Net Income Including Noncontrolling Interests,-98068000.0,-118016000.0,-412322000.0,-800929000.0,-319659000.0,,
Net Income Continuous Operations,-98068000.0,-118016000.0,-412322000.0,-800929000.0,-319659000.0,,
Tax Provision,9803000.0,9437000.0,9563000.0,9032000.0,14557000.0,,
Pretax Income,-88265000.0,-108579000.0,-402759000.0,-791897000.0,-305102000.0,,
Other Income Expense,-95319000.0,-103059000.0,-429297000.0,-664274000.0,-322038000.0,,
Other Non Operating Income Expenses,-124434000.0,-45206000.0,-48744000.0,-169790000.0,-167686000.0,,
Special Income Charges,-1421000.0,-79898000.0,-386973000.0,-607922000.0,-137419000.0,,
Other Special Charges,,3796000.0,,,,,
Impairment Of Capital Assets,1421000.0,76102000.0,386973000.0,607922000.0,137419000.0,,
Earnings From Equity Interest,25324000.0,13986000.0,2923000.0,21643000.0,-401757000.0,,
Gain On Sale Of Security,5212000.0,8059000.0,3497000.0,91795000.0,384824000.0,,
Net Non Operating Interest Income Expense,-129528000.0,-115801000.0,-102081000.0,-106956000.0,-104394000.0,,
Total Other Finance Cost,-181000.0,,418439000.0,713000.0,2964000.0,,410932000.0
Interest Expense Non Operating,129709000.0,115801000.0,,106243000.0,101430000.0,108685000.0,
Operating Income,136582000.0,110281000.0,128619000.0,-20667000.0,121330000.0,,
Operating Expense,92914000.0,106483000.0,93445000.0,241500000.0,137567000.0,,
Depreciation Amortization Depletion Income Statement,66717000.0,64572000.0,64956000.0,204875000.0,102240000.0,,
Depreciation And Amortization In Income Statement,66717000.0,64572000.0,64956000.0,204875000.0,102240000.0,,
Selling General And Administration,26197000.0,41911000.0,28489000.0,36625000.0,35327000.0,,
General And Administrative Expense,26197000.0,41911000.0,28489000.0,36625000.0,35327000.0,,
Other Gand A,26197000.0,41911000.0,28489000.0,36625000.0,35327000.0,,
Gross Profit,229496000.0,216764000.0,222064000.0,220833000.0,258897000.0,,
Cost Of Revenue,10863000.0,7035000.0,9780000.0,4994000.0,7663000.0,,
Total Revenue,240359000.0,223799000.0,231844000.0,225827000.0,266560000.0,,
Operating Revenue,240359000.0,223799000.0,231844000.0,225827000.0,266560000.0,,
